F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-146.989715576172,-203.190628051758,-126.874893188477,-144.356658935547,-179.435806274414,-111.953422546387,-193.561828613281,-57.3532180786133,-238.619567871094,-29.8420219421387,-221.969985961914,-43.1902656555176,-139.852676391602,27.3297538757324,-247.07991027832,17.1833591461182,78.0210418701172,-69.4136428833008,-44.795597076416,-95.9775848388672,-117.637580871582,16.5884552001953,-55.4715385437012,-21.4887962341309,-107.395446777344,-154.802993774414,-212.162124633789,-47.579418182373,-196.915664672852,23.7008171081543
-73.3211822509766,-114.302528381348,-64.2025756835938,-115.930267333984,-152.678939819336,-48.9495277404785,-144.623107910156,-68.0603637695312,-199.330795288086,16.501314163208,-158.116607666016,-19.3925895690918,-121.986991882324,120.78084564209,-155.966949462891,33.3333282470703,48.8026123046875,-49.6300964355469,-4.78769588470459,-80.4596633911133,-175.335632324219,12.5696229934692,-52.7558670043945,-37.4610900878906,-13.791332244873,-69.9698104858398,-84.7321472167969,-51.3731231689453,-109.694396972656,91.7590408325195
-8.03413105010986,-66.5162582397461,10.7117013931274,-103.521415710449,-63.7307815551758,-21.5357856750488,-58.6465759277344,-100.897415161133,-99.1355438232422,40.8375129699707,-38.5639038085938,-29.8787403106689,-79.646240234375,202.75227355957,-81.5408020019531,22.1818599700928,38.2623558044434,-26.205904006958,28.1598720550537,-67.6546325683594,-141.0732421875,28.3863430023193,-36.7689208984375,-34.1722412109375,41.9868011474609,-31.6739845275879,-14.5552787780762,-59.312686920166,9.32841300964355,116.183059692383
43.2316589355469,-92.1812210083008,9.79538822174072,-93.4940185546875,9.65672779083252,-31.6605224609375,-17.9277458190918,-90.8235931396484,-25.955696105957,72.9141235351562,12.0729932785034,-35.5927200317383,-35.028247833252,161.467193603516,-45.3977317810059,-11.6100797653198,44.5962219238281,-17.2973098754883,54.0403900146484,-36.967041015625,-76.2830657958984,22.6347045898438,-2.70286321640015,-27.3218097686768,53.1550025939941,-37.1910552978516,-22.5475578308105,-40.2483062744141,70.4288177490234,86.0492401123047
34.2996101379395,-84.9347457885742,-40.9020156860352,-69.483268737793,19.7036991119385,-26.1784324645996,-19.0672206878662,-59.1470108032227,-15.0481719970703,72.4525680541992,0.660902500152588,-34.5824737548828,-64.6570816040039,82.895263671875,-36.8188171386719,-52.5774269104004,-6.96716737747192,-22.8400726318359,35.4075546264648,-32.2148284912109,-45.6240043640137,19.7043418884277,22.205602645874,-39.5970764160156,23.1211948394775,-57.2767791748047,-23.3209972381592,-60.7357902526855,81.2034912109375,52.5277633666992
-31.8746700286865,-50.2144393920898,-93.5097045898438,-63.7145729064941,-6.93235015869141,-25.1688556671143,-40.0465126037598,-78.9472274780273,-39.0096664428711,39.2293243408203,-0.451223820447922,-71.3138961791992,-73.1441345214844,89.0827026367188,-32.1091918945312,-86.62841796875,-88.7098159790039,-24.1055202484131,-57.2550849914551,-47.0487594604492,6.97440814971924,61.7780113220215,40.7687377929688,-7.69196605682373,-60.3977661132812,-54.1275825500488,-20.9178924560547,-123.960083007812,73.4954376220703,22.2653331756592
-92.2979965209961,-57.3859672546387,-133.303131103516,-61.5206336975098,-38.8808784484863,-33.8852844238281,-47.2977600097656,-120.736373901367,-42.5918617248535,15.6705236434937,16.5319194793701,-105.898849487305,11.9545640945435,92.8664779663086,1.29209232330322,-115.350891113281,-129.932556152344,-33.1967620849609,-112.362258911133,-68.4853668212891,63.9399833679199,77.2207107543945,81.1939926147461,24.7686557769775,-145.193771362305,-15.3340492248535,-35.4585800170898,-123.078773498535,25.5517482757568,2.23464322090149
-161.965530395508,-19.2636051177979,-160.490631103516,-15.0832271575928,-67.0992050170898,-1.33042907714844,-46.9186973571777,-89.354133605957,-40.1309661865234,31.3605461120605,8.14836692810059,-92.3212585449219,54.0086288452148,34.509838104248,0.374227195978165,-107.289848327637,-136.011810302734,-39.1015815734863,-112.750137329102,-73.5072250366211,55.4680252075195,27.8264560699463,75.6120376586914,6.53996896743774,-189.565170288086,38.6284255981445,-52.5981597900391,-54.2282600402832,-42.5893402099609,37.790699005127
-233.82487487793,67.2501373291016,-172.578308105469,32.261848449707,-99.7947692871094,63.4444770812988,-69.5265579223633,-24.8147430419922,-78.1501007080078,96.417854309082,-36.1637191772461,-78.8379364013672,11.2635917663574,-23.4915142059326,-41.3546905517578,-88.3735656738281,-123.04264831543,-4.42460012435913,-139.298522949219,-32.7826080322266,26.9857234954834,-5.9260516166687,4.12166833877563,13.0925741195679,-220.847396850586,100.05753326416,-70.6229476928711,-7.18711233139038,-64.0133438110352,95.9444961547852
-250.668731689453,97.2509689331055,-167.138320922852,43.3555603027344,-130.721618652344,122.188552856445,-77.6298522949219,-24.2848091125488,-88.3420715332031,137.496383666992,-64.6483306884766,-75.1821594238281,-9.67757606506348,-46.2528762817383,-29.8492221832275,-115.553749084473,-94.1291885375977,28.1448974609375,-139.915496826172,-6.70000696182251,25.0334281921387,2.49280643463135,-27.1405143737793,25.2991390228271,-222.285903930664,145.716552734375,-69.0563354492188,3.14780783653259,-34.1606674194336,95.912467956543
-203.190628051758,119.344604492188,-144.356658935547,47.4166297912598,-111.953422546387,167.501907348633,-57.3532180786133,-34.7621459960938,-29.8420219421387,96.7600708007812,-43.1902656555176,-60.2147064208984,27.3297538757324,-30.1581897735596,17.1833591461182,-149.44709777832,-69.4136428833008,9.7921199798584,-95.9775848388672,-24.7414169311523,16.5884552001953,4.07168245315552,-21.4887962341309,-1.33886611461639,-154.802993774414,151.989105224609,-47.579418182373,-3.34890508651733,23.7008171081543,33.3340911865234
-114.302528381348,173.435882568359,-115.930267333984,31.8175659179688,-48.9495277404785,171.129959106445,-68.0603637695312,-24.5735301971436,16.501314163208,23.5685920715332,-19.3925895690918,-86.4595108032227,120.78084564209,-49.2241744995117,33.3333282470703,-191.045700073242,-49.6300964355469,-5.45008659362793,-80.4596633911133,-30.6161632537842,12.5696229934692,-7.32086563110352,-37.4610900878906,-10.9735012054443,-69.9698104858398,141.672927856445,-51.3731231689453,-37.1125755310059,91.7590408325195,-61.6653060913086
-66.5162582397461,182.618453979492,-103.521415710449,-3.11083602905273,-21.5357856750488,119.581108093262,-100.897415161133,-78.9295196533203,40.8375129699707,-58.7731628417969,-29.8787403106689,-153.728042602539,202.75227355957,-165.953598022461,22.1818599700928,-275.158660888672,-26.205904006958,9.71726417541504,-67.6546325683594,-32.6927795410156,28.3863430023193,-10.3830509185791,-34.1722412109375,-44.5143280029297,-31.6739845275879,105.623756408691,-59.312686920166,-76.1915435791016,116.183059692383,-178.08088684082
-92.1812210083008,143.955932617188,-93.4940185546875,-4.27790689468384,-31.6605224609375,61.0006217956543,-90.8235931396484,-142.244598388672,72.9141235351562,-129.739562988281,-35.5927200317383,-192.343399047852,161.467193603516,-250.37678527832,-11.6100797653198,-308.184997558594,-17.2973098754883,23.0301856994629,-36.967041015625,-35.4460945129395,22.6347045898438,4.85223531723022,-27.3218097686768,-110.937957763672,-37.1910552978516,35.7595520019531,-40.2483062744141,-78.66796875,86.0492401123047,-276.569213867188
-84.9347457885742,113.766632080078,-69.483268737793,30.1200485229492,-26.1784324645996,37.2693405151367,-59.1470108032227,-100.167984008789,72.4525680541992,-135.029724121094,-34.5824737548828,-193.589431762695,82.895263671875,-241.003555297852,-52.5774269104004,-256.611083984375,-22.8400726318359,62.4986000061035,-32.2148284912109,20.7905559539795,19.7043418884277,20.3199043273926,-39.5970764160156,-75.890869140625,-57.2767791748047,16.2378444671631,-60.7357902526855,-48.6271705627441,52.5277633666992,-291.901672363281
-50.2144393920898,110.958198547363,-63.7145729064941,72.4285736083984,-25.1688556671143,34.6932830810547,-78.9472274780273,-28.178804397583,39.2293243408203,-135.010299682617,-71.3138961791992,-153.953308105469,89.0827026367188,-264.553070068359,-86.62841796875,-211.910568237305,-24.1055202484131,132.014785766602,-47.0487594604492,109.06982421875,61.7780113220215,-14.7441282272339,-7.69196605682373,19.8661766052246,-54.1275825500488,59.7859420776367,-123.960083007812,-8.8585205078125,22.2653331756592,-228.048919677734
-57.3859672546387,114.891036987305,-61.5206336975098,108.464324951172,-33.8852844238281,8.67447090148926,-120.736373901367,0.566028535366058,15.6705236434937,-187.591857910156,-105.898849487305,-69.611930847168,92.8664779663086,-265.087371826172,-115.350891113281,-155.664581298828,-33.1967620849609,157.350082397461,-68.4853668212891,151.983734130859,77.2207107543945,-59.1264305114746,24.7686557769775,50.1528739929199,-15.3340492248535,70.3848190307617,-123.078773498535,31.9827461242676,2.23464322090149,-166.910369873047
-19.2636051177979,113.288291931152,-15.0832271575928,124.301559448242,-1.33042907714844,-23.4791030883789,-89.354133605957,38.2720947265625,31.3605461120605,-192.38232421875,-92.3212585449219,7.20842981338501,34.509838104248,-97.3445510864258,-107.289848327637,-45.0077629089355,-39.1015815734863,137.778259277344,-73.5072250366211,155.989654541016,27.8264560699463,-4.13340520858765,6.53996896743774,66.1939010620117,38.6284255981445,80.7306747436523,-54.2282600402832,64.1258010864258,37.790699005127,-109.552505493164
67.2501373291016,157.802032470703,32.261848449707,126.631080627441,63.4444770812988,26.3567695617676,-24.8147430419922,71.9879379272461,96.417854309082,-93.3448638916016,-78.8379364013672,54.0823364257812,-23.4915142059326,86.7186431884766,-88.3735656738281,27.1258602142334,-4.42460012435913,121.718421936035,-32.7826080322266,148.944610595703,-5.9260516166687,75.7649307250977,13.0925741195679,78.6272659301758,100.05753326416,173.115585327148,-7.18711233139038,69.5517196655273,95.9444961547852,14.0843877792358
97.2509689331055,236.65510559082,43.3555603027344,99.7268371582031,122.188552856445,136.529083251953,-24.2848091125488,45.6757774353027,137.496383666992,32.7361793518066,-75.1821594238281,63.2420997619629,-46.2528762817383,107.582679748535,-115.553749084473,-0.67271876335144,28.1448974609375,96.4981079101562,-6.70000696182251,114.656623840332,2.49280643463135,55.61279296875,25.2991390228271,28.6846160888672,145.716552734375,245.147964477539,3.14780783653259,38.7705421447754,95.912467956543,135.868927001953
119.344604492188,243.023101806641,47.4166297912598,40.3768424987793,167.501907348633,189.821655273438,-34.7621459960938,8.20728206634521,96.7600708007812,135.463806152344,-60.2147064208984,31.7093105316162,-30.1581897735596,89.6280975341797,-149.44709777832,-50.289249420166,9.7921199798584,68.6340942382812,-24.7414169311523,68.2957916259766,4.07168245315552,57.7689018249512,-1.33886611461639,-17.5920219421387,151.989105224609,205.370498657227,-3.34890508651733,18.8006324768066,33.3340911865234,165.107391357422
173.435882568359,182.591033935547,31.8175659179688,39.4895858764648,171.129959106445,185.890213012695,-24.5735301971436,37.4664497375488,23.5685920715332,207.782440185547,-86.4595108032227,36.8570518493652,-49.2241744995117,143.618469238281,-191.045700073242,-53.999095916748,-5.45008659362793,69.5972900390625,-30.6161632537842,69.0418243408203,-7.32086563110352,165.221725463867,-10.9735012054443,-16.3636245727539,141.672927856445,153.376541137695,-37.1125755310059,64.9798202514648,-61.6653060913086,169.532241821289
182.618453979492,136.602523803711,-3.11083602905273,114.429496765137,119.581108093262,157.179336547852,-78.9295196533203,104.761375427246,-58.7731628417969,198.828796386719,-153.728042602539,79.306266784668,-165.953598022461,149.882934570312,-275.158660888672,-66.7553405761719,9.71726417541504,70.5897598266602,-32.6927795410156,93.767951965332,-10.3830509185791,208.374038696289,-44.5143280029297,-19.3985900878906,105.623756408691,139.057662963867,-76.1915435791016,105.526763916016,-178.08088684082,144.824569702148
143.955932617188,113.004928588867,-4.27790689468384,141.624465942383,61.0006217956543,67.9562072753906,-142.244598388672,117.841110229492,-129.739562988281,78.4501419067383,-192.343399047852,59.6612739562988,-250.37678527832,65.3607940673828,-308.184997558594,-118.469467163086,23.0301856994629,52.6410865783691,-35.4460945129395,69.9839248657227,4.85223531723022,157.861694335938,-110.937957763672,-23.5190677642822,35.7595520019531,90.1889495849609,-78.66796875,59.0646896362305,-276.569213867188,15.1812658309937
113.766632080078,92.3138198852539,30.1200485229492,84.2355270385742,37.2693405151367,-21.1563625335693,-100.167984008789,68.6377029418945,-135.029724121094,-39.9702033996582,-193.589431762695,14.6323804855347,-241.003555297852,3.68826460838318,-256.611083984375,-110.526924133301,62.4986000061035,39.5926780700684,20.7905559539795,32.3648490905762,20.3199043273926,157.858596801758,-75.890869140625,-11.2085075378418,16.2378444671631,26.0833892822266,-48.6271705627441,12.4776172637939,-291.901672363281,-93.1693572998047
110.958198547363,47.2041053771973,72.4285736083984,12.5383768081665,34.6932830810547,-26.64990234375,-28.178804397583,17.7179660797119,-135.010299682617,-57.801872253418,-153.953308105469,4.16824150085449,-264.553070068359,-23.9322967529297,-211.910568237305,-34.880744934082,132.014785766602,19.9659690856934,109.06982421875,10.7222356796265,-14.7441282272339,169.070739746094,19.8661766052246,-25.2192630767822,59.7859420776367,-16.5936450958252,-8.8585205078125,9.1375093460083,-228.048919677734,-92.6953430175781
114.891036987305,-45.3191566467285,108.464324951172,-63.9233055114746,8.67447090148926,-36.5551986694336,0.566028535366058,-44.8165817260742,-187.591857910156,-98.7335510253906,-69.611930847168,-43.6679725646973,-265.087371826172,-71.3969268798828,-155.664581298828,-22.0529193878174,157.350082397461,-27.9066619873047,151.983734130859,-59.1709136962891,-59.1264305114746,95.6681060791016,50.1528739929199,-75.8019561767578,70.3848190307617,-124.340606689453,31.9827461242676,-69.1258544921875,-166.910369873047,-138.112884521484
113.288291931152,-173.676666259766,124.301559448242,-179.775268554688,-23.4791030883789,-145.800384521484,38.2720947265625,-152.136291503906,-192.38232421875,-253.369766235352,7.20842981338501,-143.371276855469,-97.3445510864258,-133.605255126953,-45.0077629089355,-96.2095489501953,137.778259277344,-102.635795593262,155.989654541016,-156.99299621582,-4.13340520858765,-25.4014320373535,66.1939010620117,-111.08610534668,80.7306747436523,-293.836273193359,64.1258010864258,-217.581573486328,-109.552505493164,-265.354827880859
157.802032470703,-294.289825439453,126.631080627441,-298.900421142578,26.3567695617676,-285.489807128906,71.9879379272461,-248.914627075195,-93.3448638916016,-372.973693847656,54.0823364257812,-225.977569580078,86.7186431884766,-215.904891967773,27.1258602142334,-176.82438659668,121.718421936035,-200.453979492188,148.944610595703,-216.439437866211,75.7649307250977,-155.723098754883,78.6272659301758,-117.924591064453,173.115585327148,-375.434600830078,69.5517196655273,-285.635131835938,14.0843877792358,-333.831115722656
236.65510559082,-317.138610839844,99.7268371582031,-317.285400390625,136.529083251953,-334.032470703125,45.6757774353027,-264.936828613281,32.7361793518066,-364.822174072266,63.2420997619629,-253.099044799805,107.582679748535,-251.525451660156,-0.67271876335144,-199.047271728516,96.4981079101562,-270.101226806641,114.656623840332,-244.387756347656,55.61279296875,-226.61506652832,28.6846160888672,-129.436004638672,245.147964477539,-337.395568847656,38.7705421447754,-240.130813598633,135.868927001953,-322.464477539062
243.023101806641,-245.916015625,40.3768424987793,-226.568893432617,189.821655273438,-269.366882324219,8.20728206634521,-208.149368286133,135.463806152344,-297.919403076172,31.7093105316162,-212.048843383789,89.6280975341797,-167.885131835938,-50.289249420166,-155.25373840332,68.6340942382812,-256.376007080078,68.2957916259766,-223.070709228516,57.7689018249512,-150.250427246094,-17.5920219421387,-138.736129760742,205.370498657227,-275.367797851562,18.8006324768066,-161.470230102539,165.107391357422,-283.485656738281
182.591033935547,-215.362045288086,39.4895858764648,-166.247619628906,185.890213012695,-189.646759033203,37.4664497375488,-143.300109863281,207.782440185547,-206.178665161133,36.8570518493652,-148.476928710938,143.618469238281,-138.582763671875,-53.999095916748,-143.756072998047,69.5972900390625,-224.732070922852,69.0418243408203,-186.909118652344,165.221725463867,-16.0591773986816,-16.3636245727539,-136.24626159668,153.376541137695,-253.062271118164,64.9798202514648,-103.72191619873,169.532241821289,-220.885345458984
136.602523803711,-244.287689208984,114.429496765137,-192.45573425293,157.179336547852,-156.543045043945,104.761375427246,-102.83757019043,198.828796386719,-99.0980911254883,79.306266784668,-89.8912658691406,149.882934570312,-240.062057495117,-66.7553405761719,-162.586212158203,70.5897598266602,-250.046295166016,93.767951965332,-226.56591796875,208.374038696289,38.5588073730469,-19.3985900878906,-128.506362915039,139.057662963867,-288.288909912109,105.526763916016,-54.2662048339844,144.824569702148,-133.968368530273
113.004928588867,-281.616180419922,141.624465942383,-211.097671508789,67.9562072753906,-117.394920349121,117.841110229492,-39.9929656982422,78.4501419067383,-1.25929343700409,59.6612739562988,19.9880962371826,65.3607940673828,-198.830505371094,-118.469467163086,-56.4012870788574,52.6410865783691,-264.715911865234,69.9839248657227,-244.549560546875,157.861694335938,42.5118522644043,-23.5190677642822,-69.0842666625977,90.1889495849609,-326.601531982422,59.0646896362305,16.6779670715332,15.1812658309937,-24.8572368621826
92.3138198852539,-338.873016357422,84.2355270385742,-198.846069335938,-21.1563625335693,-74.8323059082031,68.6377029418945,37.9891929626465,-39.9702033996582,66.3664169311523,14.6323804855347,122.895332336426,3.68826460838318,12.8315582275391,-110.526924133301,85.9099807739258,39.5926780700684,-214.634643554688,32.3648490905762,-152.850036621094,157.858596801758,51.3733139038086,-11.2085075378418,14.4604415893555,26.0833892822266,-303.449066162109,12.4776172637939,45.5505867004395,-93.1693572998047,54.2224731445312
47.2041053771973,-340.667755126953,12.5383768081665,-209.485702514648,-26.64990234375,-92.6194152832031,17.7179660797119,28.6651992797852,-57.801872253418,60.8683776855469,4.16824150085449,98.7775955200195,-23.9322967529297,106.125312805176,-34.880744934082,75.4635620117188,19.9659690856934,-170.381149291992,10.7222356796265,-99.0169448852539,169.070739746094,37.3105850219727,-25.2192630767822,-2.23950147628784,-16.5936450958252,-267.935394287109,9.1375093460083,-28.0781707763672,-92.6953430175781,39.9950103759766
-45.3191566467285,-256.818328857422,-63.9233055114746,-214.0625,-36.5551986694336,-142.368347167969,-44.8165817260742,-40.6121253967285,-98.7335510253906,2.93302583694458,-43.6679725646973,32.2832908630371,-71.3969268798828,87.2635498046875,-22.0529193878174,49.9895172119141,-27.9066619873047,-155.714599609375,-59.1709136962891,-118.944732666016,95.6681060791016,-8.45212745666504,-75.8019561767578,-82.2162780761719,-124.340606689453,-258.061981201172,-69.1258544921875,-91.4253921508789,-138.112884521484,-6.29516172409058
-173.676666259766,-218.30989074707,-179.775268554688,-155.86946105957,-145.800384521484,-185.976470947266,-152.136291503906,-38.372875213623,-253.369766235352,-38.8948135375977,-143.371276855469,42.8640785217285,-133.605255126953,92.9235992431641,-96.2095489501953,112.12670135498,-102.635795593262,-114.331535339355,-156.99299621582,-94.0161819458008,-25.4014320373535,-54.9423980712891,-111.08610534668,-113.795265197754,-293.836273193359,-233.634384155273,-217.581573486328,-46.4684104919434,-265.354827880859,-23.3803100585938
-294.289825439453,-226.753051757812,-298.900421142578,-67.9425201416016,-285.489807128906,-227.467529296875,-248.914627075195,10.8206968307495,-372.973693847656,-57.2790565490723,-225.977569580078,79.5805511474609,-215.904891967773,66.6934585571289,-176.82438659668,127.824310302734,-200.453979492188,-63.0439414978027,-216.439437866211,-71.6215667724609,-155.723098754883,-82.8721618652344,-117.924591064453,-128.768356323242,-375.434600830078,-220.669769287109,-285.635131835938,22.0201396942139,-333.831115722656,-46.4904479980469
-317.138610839844,-209.687194824219,-317.285400390625,-29.6463966369629,-334.032470703125,-228.70246887207,-264.936828613281,19.3844661712646,-364.822174072266,-24.6719245910645,-253.099044799805,97.1836776733398,-251.525451660156,43.196159362793,-199.047271728516,125.28279876709,-270.101226806641,-56.4449577331543,-244.387756347656,-116.287788391113,-226.61506652832,-74.9275283813477,-129.436004638672,-134.476593017578,-337.395568847656,-254.689453125,-240.130813598633,28.8215446472168,-322.464477539062,-45.5096549987793
-245.916015625,-227.15055847168,-226.568893432617,-68.9367065429688,-269.366882324219,-203.173736572266,-208.149368286133,3.25896286964417,-297.919403076172,63.6896781921387,-212.048843383789,116.554718017578,-167.885131835938,87.3484954833984,-155.25373840332,181.788665771484,-256.376007080078,-78.2525100708008,-223.070709228516,-139.313262939453,-150.250427246094,-33.1067504882812,-138.736129760742,-89.0848236083984,-275.367797851562,-275.292785644531,-161.470230102539,-9.41147994995117,-283.485656738281,28.6208019256592
-215.362045288086,-280.382690429688,-166.247619628906,-138.576324462891,-189.646759033203,-211.313812255859,-143.300109863281,-12.6138362884521,-206.178665161133,120.762344360352,-148.476928710938,132.314697265625,-138.582763671875,130.643142700195,-143.756072998047,217.148788452148,-224.732070922852,-97.1431579589844,-186.909118652344,-107.702140808105,-16.0591773986816,-2.05863499641418,-136.24626159668,-24.5581874847412,-253.062271118164,-249.756332397461,-103.72191619873,-37.804931640625,-220.885345458984,119.388946533203
-244.287689208984,-285.630828857422,-192.45573425293,-171.768112182617,-156.543045043945,-197.22428894043,-102.83757019043,1.36364006996155,-99.0980911254883,166.558990478516,-89.8912658691406,153.304702758789,-240.062057495117,212.253799438477,-162.586212158203,234.785949707031,-250.046295166016,-110.132476806641,-226.56591796875,-82.5078735351562,38.5588073730469,8.43061542510986,-128.506362915039,50.4808921813965,-288.288909912109,-224.889144897461,-54.2662048339844,-0.887012660503387,-133.968368530273,183.70475769043
-281.616180419922,-232.6845703125,-211.097671508789,-154.902191162109,-117.394920349121,-113.826332092285,-39.9929656982422,77.2005233764648,-1.25929343700409,244.289627075195,19.9880962371826,190.465866088867,-198.830505371094,314.853820800781,-56.4012870788574,235.888671875,-264.715911865234,-101.209197998047,-244.549560546875,-74.4352340698242,42.5118522644043,31.167179107666,-69.0842666625977,99.5142517089844,-326.601531982422,-215.067260742188,16.6779670715332,84.9483795166016,-24.8572368621826,212.423583984375
-338.873016357422,-160.688873291016,-198.846069335938,-119.749710083008,-74.8323059082031,-41.2780456542969,37.9891929626465,139.758850097656,66.3664169311523,237.944290161133,122.895332336426,207.584732055664,12.8315582275391,245.641250610352,85.9099807739258,134.474884033203,-214.634643554688,-59.7286682128906,-152.850036621094,-48.2733955383301,51.3733139038086,42.252067565918,14.4604415893555,53.8169212341309,-303.449066162109,-172.172927856445,45.5505867004395,137.191741943359,54.2224731445312,183.682968139648
