Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
-66.7999420166016,-102.52995300293,-34.8498153686523,-55.0009956359863,-0.616033971309662,-166.096832275391,-82.0612564086914,-85.395881652832,-22.711877822876,-194.09782409668,-29.8055019378662,84.9757080078125,-47.5843887329102,-4.84427833557129,20.4929389953613,45.7810935974121,3.39023804664612,-51.3946685791016,39.3620834350586,24.7543621063232,-42.4339332580566,-42.8293495178223,33.9582710266113,121.590896606445,-130.872329711914,305.269317626953,-26.7776737213135,359.993713378906,127.025215148926,140.692031860352,-13.6152153015137,-10.7695779800415
-31.3992691040039,-161.310897827148,-37.4839859008789,-117.774459838867,-25.9940567016602,-204.127227783203,-74.8865280151367,-93.6497650146484,-33.2792129516602,-175.529998779297,-29.5336227416992,90.411994934082,36.3282203674316,-9.99198627471924,30.9801540374756,24.9247779846191,51.5804405212402,-56.411750793457,46.4260787963867,17.6440277099609,4.38948535919189,-147.327255249023,53.4402770996094,92.2452774047852,-107.357086181641,393.623931884766,48.6920738220215,426.982696533203,139.030258178711,148.93083190918,-32.9452934265137,-41.1179313659668
-8.26537132263184,-196.389999389648,-12.8770904541016,-196.987640380859,-45.5327224731445,-193.620361328125,-64.3728942871094,-114.01220703125,-26.7539520263672,-157.51171875,-45.6642875671387,62.2649421691895,93.4909362792969,-22.3579635620117,21.8268013000488,27.4735565185547,100.448883056641,-57.3655433654785,28.506950378418,80.9593505859375,35.8119773864746,-170.476913452148,105.614196777344,2.77510070800781,-76.7302322387695,479.480438232422,55.6254119873047,381.470855712891,103.987480163574,120.461898803711,-35.2590751647949,-23.0695209503174
21.3396663665771,-212.055740356445,-6.12850332260132,-225.201705932617,-30.8351268768311,-182.441009521484,-88.3469619750977,-113.163864135742,-40.5227851867676,-140.959579467773,-56.6847457885742,20.5004405975342,93.8367767333984,-45.4638023376465,7.8703670501709,28.3834247589111,103.294692993164,-87.3012924194336,29.2308559417725,139.514297485352,65.344482421875,-112.989639282227,119.03816986084,-18.4207973480225,-46.6294136047363,539.587524414062,52.4697151184082,400.223022460938,119.475204467773,80.7141571044922,-43.1595230102539,-10.4126539230347
37.1504592895508,-232.939025878906,-46.4039459228516,-194.060852050781,-45.7282104492188,-201.872039794922,-113.486312866211,-74.1561050415039,-65.5282592773438,-152.602981567383,-41.5119323730469,4.51459121704102,81.3841857910156,-35.9094886779785,16.5976734161377,-16.2311744689941,149.180740356445,-95.5486907958984,84.7169189453125,135.448547363281,58.2754135131836,-69.7380523681641,81.8302841186523,28.3590488433838,-11.1529216766357,597.440490722656,127.828491210938,446.529479980469,212.906433105469,75.6862411499023,-86.3427886962891,-9.64224624633789
-5.06371831893921,-236.08415222168,-82.7425155639648,-161.24479675293,-121.434669494629,-177.837951660156,-127.643882751465,-15.0247573852539,-113.073471069336,-138.336227416992,-41.4502830505371,8.69413280487061,76.3823318481445,-20.8109588623047,16.0863132476807,-99.1841278076172,205.471267700195,-99.1124114990234,125.765808105469,82.2800140380859,35.025074005127,-80.6655731201172,48.1259346008301,65.9727783203125,14.7563209533691,643.341064453125,212.670593261719,466.378753662109,230.891906738281,49.3051109313965,-103.864097595215,23.6722717285156
-51.6194114685059,-197.857849121094,-71.7383193969727,-172.126174926758,-173.127136230469,-116.342658996582,-145.667617797852,35.1148529052734,-155.895034790039,-71.4371948242188,-63.0009078979492,2.21200799942017,53.3333282470703,-30.8747425079346,-10.6576147079468,-169.501708984375,155.166778564453,-111.535362243652,100.833999633789,35.6308097839355,55.0281372070312,-100.216087341309,66.9305877685547,58.857364654541,30.2313289642334,634.348571777344,209.971389770508,506.387969970703,136.835906982422,18.2085914611816,-82.4595184326172,49.1531410217285
-39.7825469970703,-154.150238037109,-39.3784408569336,-208.642501831055,-168.854888916016,-88.0013046264648,-132.062133789062,41.7601890563965,-147.327209472656,-45.1202583312988,-44.4672050476074,-31.3504772186279,30.9722328186035,-71.7729415893555,-9.79411220550537,-183.739791870117,85.1364212036133,-100.890785217285,79.0916900634766,16.0043849945068,83.2543487548828,-84.7371978759766,96.7508392333984,6.96226453781128,77.4479904174805,602.435729980469,118.06143951416,524.040954589844,105.345878601074,20.1321067810059,-52.7814903259277,0.505441009998322
-20.0932102203369,-136.487930297852,-25.5364875793457,-214.205352783203,-149.435363769531,-87.7208557128906,-94.145263671875,10.6207313537598,-151.017013549805,-61.5847015380859,15.3590679168701,-107.15559387207,34.836856842041,-140.499221801758,33.0696868896484,-129.723083496094,71.6137084960938,-84.6174545288086,95.5390777587891,-7.31005382537842,79.136589050293,-50.1846313476562,80.7992858886719,-34.4799156188965,161.069519042969,610.284423828125,47.6688919067383,510.648803710938,158.600708007812,4.36334133148193,-5.15766668319702,-80.4951324462891
-45.9448623657227,-128.396255493164,-31.4444942474365,-186.544998168945,-138.968994140625,-95.6355819702148,-82.2467880249023,-30.1193885803223,-189.538665771484,-78.3611373901367,61.462474822998,-213.051971435547,23.2563972473145,-143.776184082031,60.3191604614258,-51.1616287231445,19.6763114929199,-80.842643737793,80.2066879272461,-20.5971927642822,44.5330543518066,-37.8211631774902,81.2143783569336,-32.8686408996582,236.953506469727,640.203430175781,153.216705322266,539.349731445312,161.374847412109,-3.97872591018677,23.1557769775391,-121.816963195801
-102.52995300293,-101.229904174805,-55.0009956359863,-157.61116027832,-166.096832275391,-105.491111755371,-85.395881652832,-54.5015563964844,-194.09782409668,-118.517036437988,84.9757080078125,-277.274993896484,-4.84427833557129,-62.0935668945312,45.7810935974121,-25.8298969268799,-51.3946685791016,-54.9830093383789,24.7543621063232,17.302095413208,-42.8293495178223,-45.3110466003418,121.590896606445,-17.1147727966309,305.269317626953,639.169250488281,359.993713378906,551.746765136719,140.692031860352,52.3251724243164,-10.7695779800415,-137.573669433594
-161.310897827148,-70.2073822021484,-117.774459838867,-119.47078704834,-204.127227783203,-106.050819396973,-93.6497650146484,-38.8055267333984,-175.529998779297,-147.762435913086,90.411994934082,-273.228393554688,-9.99198627471924,-33.3179931640625,24.9247779846191,-68.8527145385742,-56.411750793457,0.16792456805706,17.6440277099609,66.7735290527344,-147.327255249023,-16.6338081359863,92.2452774047852,17.4494323730469,393.623931884766,592.039306640625,426.982696533203,501.508666992188,148.93083190918,91.4908752441406,-41.1179313659668,-164.052474975586
-196.389999389648,-81.2215270996094,-196.987640380859,-87.6852798461914,-193.620361328125,-127.342750549316,-114.01220703125,-29.0890960693359,-157.51171875,-158.810363769531,62.2649421691895,-273.296875,-22.3579635620117,-54.7120018005371,27.4735565185547,-104.867324829102,-57.3655433654785,51.667537689209,80.9593505859375,84.2113189697266,-170.476913452148,67.7880477905273,2.77510070800781,52.8134498596191,479.480438232422,531.914978027344,381.470855712891,493.177124023438,120.461898803711,46.3643379211426,-23.0695209503174,-195.933959960938
-212.055740356445,-115.582778930664,-225.201705932617,-87.2550430297852,-182.441009521484,-178.767990112305,-113.163864135742,-55.9001731872559,-140.959579467773,-193.223754882812,20.5004405975342,-299.068450927734,-45.4638023376465,-22.5395317077637,28.3834247589111,-65.6596450805664,-87.3012924194336,98.7180480957031,139.514297485352,115.727638244629,-112.989639282227,136.886383056641,-18.4207973480225,25.6019992828369,539.587524414062,510.950836181641,400.223022460938,538.693359375,80.7141571044922,17.5050106048584,-10.4126539230347,-215.596694946289
-232.939025878906,-116.815010070801,-194.060852050781,-83.1300277709961,-201.872039794922,-205.251235961914,-74.1561050415039,-44.7001037597656,-152.602981567383,-198.165435791016,4.51459121704102,-294.35693359375,-35.9094886779785,19.9615859985352,-16.2311744689941,23.2466430664062,-95.5486907958984,150.742324829102,135.448547363281,182.709091186523,-69.7380523681641,157.96826171875,28.3590488433838,-31.7579898834229,597.440490722656,524.701843261719,446.529479980469,541.41796875,75.6862411499023,92.1960067749023,-9.64224624633789,-200.957153320312
-236.08415222168,-90.3679580688477,-161.24479675293,-78.87939453125,-177.837951660156,-189.751571655273,-15.0247573852539,0.457453101873398,-138.336227416992,-167.167831420898,8.69413280487061,-266.350280761719,-20.8109588623047,26.8845252990723,-99.1841278076172,85.1420211791992,-99.1124114990234,177.608367919922,82.2800140380859,214.543899536133,-80.6655731201172,194.368865966797,65.9727783203125,-43.388744354248,643.341064453125,535.535400390625,466.378753662109,496.276123046875,49.3051109313965,167.351638793945,23.6722717285156,-162.638229370117
-197.857849121094,-55.0286254882812,-172.126174926758,-102.920196533203,-116.342658996582,-157.500381469727,35.1148529052734,8.37353134155273,-71.4371948242188,-149.638748168945,2.21200799942017,-253.131011962891,-30.8747425079346,13.479998588562,-169.501708984375,103.702095031738,-111.535362243652,185.876876831055,35.6308097839355,171.668228149414,-100.216087341309,238.96940612793,58.857364654541,-14.12526512146,634.348571777344,543.9580078125,506.387969970703,466.921295166016,18.2085914611816,131.288970947266,49.1531410217285,-155.224578857422
-154.150238037109,-10.2289819717407,-208.642501831055,-110.776344299316,-88.0013046264648,-105.996124267578,41.7601890563965,23.2905597686768,-45.1202583312988,-98.4145355224609,-31.3504772186279,-232.968765258789,-71.7729415893555,-39.6317253112793,-183.739791870117,127.032295227051,-100.890785217285,232.703979492188,16.0043849945068,117.48551940918,-84.7371978759766,223.408660888672,6.96226453781128,16.9337100982666,602.435729980469,534.879699707031,524.040954589844,485.736053466797,20.1321067810059,67.7783126831055,0.505441009998322,-162.870025634766
-136.487930297852,20.0487480163574,-214.205352783203,-94.6824264526367,-87.7208557128906,-40.1041793823242,10.6207313537598,77.4525604248047,-61.5847015380859,-18.7687969207764,-107.15559387207,-184.627639770508,-140.499221801758,-94.2660064697266,-129.723083496094,173.582763671875,-84.6174545288086,299.175994873047,-7.31005382537842,123.319519042969,-50.1846313476562,182.215408325195,-34.4799156188965,20.6047325134277,610.284423828125,494.002197265625,510.648803710938,506.412933349609,4.36334133148193,73.8428039550781,-80.4951324462891,-119.450263977051
-128.396255493164,27.4682273864746,-186.544998168945,-88.9702453613281,-95.6355819702148,12.0798292160034,-30.1193885803223,122.884536743164,-78.3611373901367,39.0175285339355,-213.051971435547,-129.662353515625,-143.776184082031,-98.0707550048828,-51.1616287231445,221.172744750977,-80.842643737793,325.242370605469,-20.5971927642822,176.481353759766,-37.8211631774902,157.731994628906,-32.8686408996582,-3.96244144439697,640.203430175781,467.242431640625,539.349731445312,469.103607177734,-3.97872591018677,104.908332824707,-121.816963195801,-56.6775741577148
-101.229904174805,24.8998966217041,-157.61116027832,-70.5799255371094,-105.491111755371,52.0891036987305,-54.5015563964844,158.244140625,-118.517036437988,115.851638793945,-277.274993896484,-100.783004760742,-62.0935668945312,-79.9979782104492,-25.8298969268799,254.036376953125,-54.9830093383789,319.532775878906,17.302095413208,211.248474121094,-45.3110466003418,115.762367248535,-17.1147727966309,-22.8572177886963,639.169250488281,451.688507080078,551.746765136719,428.844207763672,52.3251724243164,112.001937866211,-137.573669433594,-26.7868423461914
-70.2073822021484,9.09139060974121,-119.47078704834,-47.0595779418945,-106.050819396973,95.3600540161133,-38.8055267333984,197.959426879883,-147.762435913086,187.86637878418,-273.228393554688,-91.3988189697266,-33.3179931640625,-43.3644714355469,-68.8527145385742,258.600494384766,0.16792456805706,289.9169921875,66.7735290527344,186.48307800293,-16.6338081359863,83.2214279174805,17.4494323730469,-14.7508764266968,592.039306640625,409.7177734375,501.508666992188,424.628112792969,91.4908752441406,79.6750335693359,-164.052474975586,13.097020149231
-81.2215270996094,-1.02623975276947,-87.6852798461914,-35.9744567871094,-127.342750549316,126.398292541504,-29.0890960693359,249.622039794922,-158.810363769531,200.921340942383,-273.296875,-43.8650169372559,-54.7120018005371,15.813497543335,-104.867324829102,229.769729614258,51.667537689209,225.549179077148,84.2113189697266,127.220222473145,67.7880477905273,116.291229248047,52.8134498596191,19.2759323120117,531.914978027344,395.272155761719,493.177124023438,367.643829345703,46.3643379211426,0.0871213376522064,-195.933959960938,87.9945983886719
-115.582778930664,7.59291648864746,-87.2550430297852,9.56145191192627,-178.767990112305,138.173324584961,-55.9001731872559,317.338714599609,-193.223754882812,215.724029541016,-299.068450927734,35.3937110900879,-22.5395317077637,76.9552307128906,-65.6596450805664,178.190139770508,98.7180480957031,145.205764770508,115.727638244629,81.6776885986328,136.886383056641,169.200897216797,25.6019992828369,53.6843528747559,510.950836181641,412.556671142578,538.693359375,256.403991699219,17.5050106048584,-78.500732421875,-215.596694946289,151.460083007812
-116.815010070801,6.55456495285034,-83.1300277709961,74.0816345214844,-205.251235961914,161.831130981445,-44.7001037597656,365.886871337891,-198.165435791016,252.888244628906,-294.35693359375,73.8597030639648,19.9615859985352,168.798202514648,23.2466430664062,99.0477981567383,150.742324829102,40.7390060424805,182.709091186523,36.4178733825684,157.96826171875,177.774261474609,-31.7579898834229,60.356029510498,524.701843261719,355.627075195312,541.41796875,176.29035949707,92.1960067749023,-115.542785644531,-200.957153320312,188.934753417969
-90.3679580688477,13.9323616027832,-78.87939453125,120.01293182373,-189.751571655273,209.364730834961,0.457453101873398,412.554138183594,-167.167831420898,275.807159423828,-266.350280761719,98.2002563476562,26.8845252990723,243.669494628906,85.1420211791992,10.1205444335938,177.608367919922,-76.8398361206055,214.543899536133,-25.0318813323975,194.368865966797,156.695785522461,-43.388744354248,64.3071594238281,535.535400390625,242.842864990234,496.276123046875,103.205055236816,167.351638793945,-109.535583496094,-162.638229370117,223.763870239258
-55.0286254882812,66.4845428466797,-102.920196533203,179.82112121582,-157.500381469727,248.719711303711,8.37353134155273,472.26611328125,-149.638748168945,285.4091796875,-253.131011962891,148.062545776367,13.479998588562,190.855895996094,103.702095031738,-18.8418216705322,185.876876831055,-128.829833984375,171.668228149414,-44.9963531494141,238.96940612793,152.678665161133,-14.12526512146,76.0935134887695,543.9580078125,183.522872924805,466.921295166016,16.1397304534912,131.288970947266,-67.1726837158203,-155.224578857422,240.946823120117
-10.2289819717407,116.625495910645,-110.776344299316,221.519943237305,-105.996124267578,244.0185546875,23.2905597686768,459.811462402344,-98.4145355224609,260.366119384766,-232.968765258789,142.714920043945,-39.6317253112793,89.5314178466797,127.032295227051,22.2184562683105,232.703979492188,-107.950164794922,117.48551940918,-20.2666912078857,223.408660888672,176.984970092773,16.9337100982666,66.4326477050781,534.879699707031,156.707275390625,485.736053466797,-39.4197616577148,67.7783126831055,-40.7991943359375,-162.870025634766,211.629089355469
20.0487480163574,127.726913452148,-94.6824264526367,216.261352539062,-40.1041793823242,200.813903808594,77.4525604248047,397.739379882812,-18.7687969207764,212.357070922852,-184.627639770508,75.1435394287109,-94.2660064697266,76.8876037597656,173.582763671875,57.5363159179688,299.175994873047,-83.5925750732422,123.319519042969,-22.4663009643555,182.215408325195,178.306167602539,20.6047325134277,52.8735542297363,494.002197265625,108.90355682373,506.412933349609,-75.9879989624023,73.8428039550781,-39.3628883361816,-119.450263977051,167.568328857422
27.4682273864746,146.087646484375,-88.9702453613281,238.950820922852,12.0798292160034,179.213745117188,122.884536743164,382.663024902344,39.0175285339355,194.065383911133,-129.662353515625,52.6084861755371,-98.0707550048828,92.7137451171875,221.172744750977,58.7373542785645,325.242370605469,-86.8354187011719,176.481353759766,-45.0362968444824,157.731994628906,105.044342041016,-3.96244144439697,42.5968399047852,467.242431640625,59.9797668457031,469.103607177734,-99.9775009155273,104.908332824707,-9.041823387146,-56.6775741577148,156.214492797852
24.8998966217041,184.448928833008,-70.5799255371094,275.275512695312,52.0891036987305,199.80241394043,158.244140625,361.499084472656,115.851638793945,184.143173217773,-100.783004760742,80.0957641601562,-79.9979782104492,38.415340423584,254.036376953125,52.9688110351562,319.532775878906,-119.352729797363,211.248474121094,-58.8911094665527,115.762367248535,21.3812694549561,-22.8572177886963,16.4546070098877,451.688507080078,-5.89761877059937,428.844207763672,-94.8268203735352,112.001937866211,-2.68385791778564,-26.7868423461914,160.101577758789
9.09139060974121,195.180603027344,-47.0595779418945,266.671295166016,95.3600540161133,198.865921020508,197.959426879883,318.829559326172,187.86637878418,160.913909912109,-91.3988189697266,90.1423263549805,-43.3644714355469,-50.6587295532227,258.600494384766,47.2776870727539,289.9169921875,-157.171432495117,186.48307800293,-76.3192520141602,83.2214279174805,41.9207534790039,-14.7508764266968,7.53298377990723,409.7177734375,-103.444435119629,424.628112792969,-112.741004943848,79.6750335693359,-62.682445526123,13.097020149231,148.285354614258
-1.02623975276947,167.061386108398,-35.9744567871094,262.862335205078,126.398292541504,167.701232910156,249.622039794922,320.509521484375,200.921340942383,136.329055786133,-43.8650169372559,70.9539566040039,15.813497543335,-87.2722244262695,229.769729614258,53.9380035400391,225.549179077148,-172.858734130859,127.220222473145,-69.7237777709961,116.291229248047,114.669830322266,19.2759323120117,14.3646955490112,395.272155761719,-174.733871459961,367.643829345703,-169.506454467773,0.0871213376522064,-88.455924987793,87.9945983886719,123.078155517578
7.59291648864746,130.862884521484,9.56145191192627,252.558303833008,138.173324584961,153.896850585938,317.338714599609,301.315185546875,215.724029541016,92.1814727783203,35.3937110900879,43.9424667358398,76.9552307128906,-42.1669845581055,178.190139770508,73.3266220092773,145.205764770508,-179.480392456055,81.6776885986328,-45.4103660583496,169.200897216797,88.0692367553711,53.6843528747559,4.14276361465454,412.556671142578,-209.886901855469,256.403991699219,-210.668258666992,-78.500732421875,-64.4450225830078,151.460083007812,83.1456832885742
6.55456495285034,99.3994445800781,74.0816345214844,188.812789916992,161.831130981445,129.216049194336,365.886871337891,229.912124633789,252.888244628906,44.62060546875,73.8597030639648,31.4191188812256,168.798202514648,19.2762317657471,99.0477981567383,65.4325866699219,40.7390060424805,-158.991744995117,36.4178733825684,-54.3843727111816,177.774261474609,-6.34601736068726,60.356029510498,1.11789548397064,355.627075195312,-250.336990356445,176.29035949707,-233.91227722168,-115.542785644531,-58.8425979614258,188.934753417969,43.6402168273926
13.9323616027832,70.4748458862305,120.01293182373,148.450729370117,209.364730834961,75.0538940429688,412.554138183594,192.897308349609,275.807159423828,22.9330081939697,98.2002563476562,20.9516468048096,243.669494628906,26.164083480835,10.1205444335938,45.5543556213379,-76.8398361206055,-81.6567306518555,-25.0318813323975,-59.0164756774902,156.695785522461,-50.6162414550781,64.3071594238281,-9.34822845458984,242.842864990234,-284.482025146484,103.205055236816,-251.91064453125,-109.535583496094,-34.8971252441406,223.763870239258,36.9487037658691
66.4845428466797,50.9408149719238,179.82112121582,149.034606933594,248.719711303711,41.0017547607422,472.26611328125,183.030364990234,285.4091796875,8.67956352233887,148.062545776367,3.0637788772583,190.855895996094,17.7117958068848,-18.8418216705322,58.2998847961426,-128.829833984375,1.78695487976074,-44.9963531494141,-29.4152393341064,152.678665161133,-87.5513076782227,76.0935134887695,-46.0266418457031,183.522872924805,-308.737609863281,16.1397304534912,-245.199966430664,-67.1726837158203,12.7001934051514,240.946823120117,47.178783416748
116.625495910645,32.048698425293,221.519943237305,119.559928894043,244.0185546875,21.7553100585938,459.811462402344,162.428588867188,260.366119384766,-2.15407180786133,142.714920043945,29.3969707489014,89.5314178466797,58.309326171875,22.2184562683105,61.6948013305664,-107.950164794922,44.4917640686035,-20.2666912078857,-10.393048286438,176.984970092773,-148.413192749023,66.4326477050781,-50.6788291931152,156.707275390625,-337.23583984375,-39.4197616577148,-217.310211181641,-40.7991943359375,10.2239246368408,211.629089355469,41.6813087463379
127.726913452148,-5.26824426651001,216.261352539062,86.0177612304688,200.813903808594,-9.37253952026367,397.739379882812,150.955200195312,212.357070922852,-15.4089965820312,75.1435394287109,85.3204193115234,76.8876037597656,106.64582824707,57.5363159179688,39.4673385620117,-83.5925750732422,68.0901184082031,-22.4663009643555,3.28753304481506,178.306167602539,-138.912384033203,52.8735542297363,-33.5722694396973,108.90355682373,-327.8037109375,-75.9879989624023,-176.818084716797,-39.3628883361816,-14.905951499939,167.568328857422,30.7715740203857
146.087646484375,-44.9237251281738,238.950820922852,64.601188659668,179.213745117188,-26.5551414489746,382.663024902344,138.04621887207,194.065383911133,-39.2594032287598,52.6084861755371,92.551628112793,92.7137451171875,110.477058410645,58.7373542785645,55.3978080749512,-86.8354187011719,92.8522415161133,-45.0362968444824,18.3665218353271,105.044342041016,-82.2747421264648,42.5968399047852,-47.3559837341309,59.9797668457031,-275.340484619141,-99.9775009155273,-128.935363769531,-9.041823387146,3.26480317115784,156.214492797852,41.8711738586426
184.448928833008,-57.5024108886719,275.275512695312,19.3740692138672,199.80241394043,-15.0200614929199,361.499084472656,133.541885375977,184.143173217773,-24.5379695892334,80.0957641601562,89.2439804077148,38.415340423584,117.915733337402,52.9688110351562,84.4562911987305,-119.352729797363,100.035629272461,-58.8911094665527,2.97630405426025,21.3812694549561,-90.615119934082,16.4546070098877,-71.4799041748047,-5.89761877059937,-235.648986816406,-94.8268203735352,-101.435821533203,-2.68385791778564,40.9021110534668,160.101577758789,79.300163269043
195.180603027344,-39.5609321594238,266.671295166016,4.0917387008667,198.865921020508,25.5705432891846,318.829559326172,154.202774047852,160.913909912109,39.4406700134277,90.1423263549805,126.655006408691,-50.6587295532227,159.293670654297,47.2776870727539,65.5969390869141,-157.171432495117,64.0230941772461,-76.3192520141602,-9.90388107299805,41.9207534790039,-132.6494140625,7.53298377990723,-92.3517303466797,-103.444435119629,-208.984405517578,-112.741004943848,-100.456649780273,-62.682445526123,55.2597198486328,148.285354614258,102.447006225586
167.061386108398,-14.4569616317749,262.862335205078,38.0648612976074,167.701232910156,72.4424743652344,320.509521484375,145.118316650391,136.329055786133,85.2194976806641,70.9539566040039,142.611312866211,-87.2722244262695,172.241394042969,53.9380035400391,40.1250762939453,-172.858734130859,24.8814144134521,-69.7237777709961,8.33638763427734,114.669830322266,-128.759536743164,14.3646955490112,-92.1162261962891,-174.733871459961,-184.510543823242,-169.506454467773,-95.9423294067383,-88.455924987793,33.5511932373047,123.078155517578,81.856071472168
