Fp1_Col1,Fp1_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
-403.706146240234,-343.924346923828,-505.209991455078,-350.222686767578,-180.998886108398,-95.6495361328125,-543.434143066406,-406.656677246094,-144.265884399414,-79.8671417236328,-294.565643310547,-321.761596679688,120.407913208008,-201.171585083008,-198.593597412109,-311.587036132812,120.875076293945,-200.227478027344,-400.994964599609,-280.643310546875,-103.637596130371,-43.0349617004395,-455.196960449219,-326.323272705078,-262.008514404297,-269.463195800781,48.4501991271973,-7.30064868927002,-324.066619873047,-321.170440673828,-124.434661865234,-319.944854736328
-414.102508544922,-272.181060791016,-487.352874755859,-279.273101806641,-152.869430541992,-81.8873596191406,-504.754272460938,-355.680816650391,-58.6938018798828,-59.396842956543,-259.896789550781,-297.693878173828,97.1638488769531,-56.8189468383789,-225.235626220703,-328.921081542969,75.2728500366211,1.97733163833618,-353.005584716797,-234.288497924805,-75.5942306518555,-2.80825352668762,-423.167663574219,-278.824920654297,-240.109832763672,-274.640197753906,6.30816459655762,-43.3513412475586,-377.293823242188,-226.158996582031,-181.579467773438,-235.484024047852
-362.725006103516,-243.257415771484,-438.604064941406,-262.477386474609,-115.515098571777,-79.351188659668,-434.719848632812,-310.916137695312,-27.1924381256104,-17.5086059570312,-227.358383178711,-233.658111572266,74.5224609375,-14.1948890686035,-263.177734375,-301.606201171875,67.1614227294922,-6.77207708358765,-308.260833740234,-206.199554443359,-36.4916229248047,9.74118995666504,-388.523193359375,-218.794647216797,-245.703643798828,-214.103012084961,-4.58563184738159,-49.6782913208008,-356.406646728516,-167.346237182617,-263.480163574219,-194.459854125977
-329.938903808594,-252.174591064453,-404.566375732422,-260.200134277344,-92.8464660644531,-86.4875717163086,-406.400573730469,-289.556304931641,-61.0467681884766,-11.1213350296021,-272.821868896484,-229.04345703125,16.2281723022461,-51.5937728881836,-300.995635986328,-257.822784423828,28.4117374420166,-66.8595352172852,-288.897399902344,-217.099411010742,3.79820227622986,-15.1866245269775,-367.491088867188,-195.827911376953,-334.529693603516,-212.765594482422,9.38448715209961,1.79726994037628,-317.061370849609,-210.040084838867,-348.420227050781,-160.373062133789
-322.204833984375,-269.681243896484,-374.338714599609,-235.042861938477,-43.9730415344238,-75.0550537109375,-396.133209228516,-254.196090698242,-67.7150497436523,-63.4530143737793,-328.435607910156,-224.787292480469,-105.866363525391,-39.3497047424316,-339.194580078125,-198.098480224609,-104.316757202148,-37.299877166748,-275.977600097656,-228.487503051758,19.0362720489502,-28.688362121582,-337.220520019531,-194.506973266602,-379.507537841797,-219.108917236328,-9.3434362411499,39.9163017272949,-341.326477050781,-238.945663452148,-435.22802734375,-100.411911010742
-297.260162353516,-234.68782043457,-363.925537109375,-157.639831542969,6.76537227630615,-63.2418518066406,-397.174774169922,-158.926254272461,-58.2953414916992,-81.3031692504883,-328.268463134766,-160.597244262695,-182.383377075195,-44.2133560180664,-330.721466064453,-131.876403808594,-143.770477294922,-17.6009273529053,-272.053588867188,-178.651016235352,5.97001171112061,-23.0774974822998,-311.531463623047,-152.851516723633,-298.663177490234,-156.97087097168,-6.58154153823853,-35.5355377197266,-346.279693603516,-174.761596679688,-450.958770751953,-95.7789688110352
-310.125793457031,-103.533729553223,-369.251525878906,-58.3417091369629,-12.8189430236816,-46.4592361450195,-388.548461914062,-74.0563354492188,-65.5181198120117,-15.9602251052856,-304.195526123047,-146.669296264648,-92.4818954467773,-48.732048034668,-269.777130126953,-126.880767822266,60.3238983154297,-18.0592880249023,-307.763000488281,-65.7783584594727,-26.1171092987061,-34.4741020202637,-309.836975097656,-91.3348617553711,-241.573440551758,-118.93856048584,52.9779281616211,-110.799034118652,-317.008270263672,-130.835983276367,-386.132720947266,-130.38298034668
-367.752868652344,-4.93728399276733,-365.759674072266,-33.2174415588379,-54.8594589233398,-2.13549137115479,-370.683074951172,-64.7142639160156,-58.8122711181641,25.3642768859863,-301.227325439453,-170.241073608398,25.944429397583,47.5465431213379,-239.869110107422,-150.868377685547,171.100616455078,32.3429946899414,-350.845581054688,-1.01592826843262,-62.3779373168945,-45.0608711242676,-322.464447021484,-57.4259452819824,-266.963562011719,-133.404830932617,74.2294769287109,-19.4140472412109,-328.935882568359,-151.737701416016,-351.563629150391,-103.579544067383
-403.360778808594,-13.4691715240479,-388.003631591797,-39.3112754821777,-66.6504898071289,27.2003345489502,-392.545349121094,-52.8853950500488,-49.3527030944824,-3.84892725944519,-301.017364501953,-135.35546875,-43.6699714660645,111.795692443848,-258.065887451172,-127.018173217773,-82.8952789306641,68.8487930297852,-346.380187988281,-29.2056941986084,-79.2165145874023,-29.9570465087891,-337.986022949219,-44.9969940185547,-248.438446044922,-123.145095825195,41.6104545593262,84.8086395263672,-358.924957275391,-104.764175415039,-374.742797851562,-45.0576324462891
-397.723815917969,11.1416187286377,-407.324584960938,32.0837364196777,-83.3533096313477,28.0586051940918,-424.598815917969,17.5611896514893,-66.0150146484375,-26.9633541107178,-301.847381591797,-77.2943496704102,-207.80029296875,60.3948783874512,-280.949279785156,-89.9731140136719,-322.49365234375,52.1284217834473,-315.499542236328,-16.0565891265869,-71.6326293945312,-10.4069328308105,-343.252716064453,-26.2065734863281,-221.202163696289,-73.8510818481445,17.2980346679688,33.5248146057129,-362.619659423828,25.9842529296875,-380.0244140625,7.17277240753174
-343.924346923828,108.986976623535,-350.222686767578,155.443222045898,-95.6495361328125,70.280517578125,-406.656677246094,111.199287414551,-79.8671417236328,-7.60087871551514,-321.761596679688,-19.4517974853516,-201.171585083008,45.0969734191895,-311.587036132812,-62.0444030761719,-200.227478027344,71.7381134033203,-280.643310546875,89.5213928222656,-43.0349617004395,20.1013927459717,-326.323272705078,38.3269348144531,-269.463195800781,-20.4465713500977,-7.30064868927002,-19.3398151397705,-321.170440673828,115.975540161133,-319.944854736328,74.8567047119141
-272.181060791016,190.712188720703,-279.273101806641,268.81396484375,-81.8873596191406,142.941711425781,-355.680816650391,201.442276000977,-59.396842956543,44.0201606750488,-297.693878173828,10.9278163909912,-56.8189468383789,76.0937271118164,-328.921081542969,-31.0719146728516,1.97733163833618,88.2653884887695,-234.288497924805,184.508758544922,-2.80825352668762,64.12890625,-278.824920654297,132.05859375,-274.640197753906,16.2650203704834,-43.3513412475586,10.7234468460083,-226.158996582031,159.549072265625,-235.484024047852,95.3729782104492
-243.257415771484,235.455993652344,-262.477386474609,316.541046142578,-79.351188659668,159.61833190918,-310.916137695312,246.687347412109,-17.5086059570312,88.4630432128906,-233.658111572266,-25.6687965393066,-14.1948890686035,13.3219890594482,-301.606201171875,-32.27978515625,-6.77207708358765,-48.3003387451172,-206.199554443359,236.329864501953,9.74118995666504,69.1111602783203,-218.794647216797,173.460357666016,-214.103012084961,51.8749847412109,-49.6782913208008,-12.7931680679321,-167.346237182617,178.546768188477,-194.459854125977,14.287769317627
-252.174591064453,218.847595214844,-260.200134277344,257.230743408203,-86.4875717163086,136.903793334961,-289.556304931641,212.612548828125,-11.1213350296021,83.2175598144531,-229.04345703125,-45.2974586486816,-51.5937728881836,-127.64762878418,-257.822784423828,-48.7253036499023,-66.8595352172852,-242.493743896484,-217.099411010742,243.932647705078,-15.1866245269775,43.0131378173828,-195.827911376953,157.691223144531,-212.765594482422,102.317054748535,1.79726994037628,-83.4874572753906,-210.040084838867,135.443344116211,-160.373062133789,-90.9505844116211
-269.681243896484,147.003921508789,-235.042861938477,174.332061767578,-75.0550537109375,130.355239868164,-254.196090698242,154.265884399414,-63.4530143737793,66.048828125,-224.787292480469,-42.8724899291992,-39.3497047424316,-201.406600952148,-198.098480224609,-46.4068450927734,-37.299877166748,-256.653076171875,-228.487503051758,176.005065917969,-28.688362121582,45.0598068237305,-194.506973266602,131.620529174805,-219.108917236328,115.453224182129,39.9163017272949,-84.5230712890625,-238.945663452148,114.311721801758,-100.411911010742,-119.088447570801
-234.68782043457,108.267547607422,-157.639831542969,145.920669555664,-63.2418518066406,113.077423095703,-158.926254272461,122.201599121094,-81.3031692504883,40.6251373291016,-160.597244262695,-80.4527893066406,-44.2133560180664,-146.34260559082,-131.876403808594,-50.7325592041016,-17.6009273529053,-143.958618164062,-178.651016235352,103.14102935791,-23.0774974822998,49.3336906433105,-152.851516723633,102.042518615723,-156.97087097168,60.333667755127,-35.5355377197266,-61.0224647521973,-174.761596679688,168.678604125977,-95.7789688110352,-63.26904296875
-103.533729553223,115.113273620605,-58.3417091369629,128.615264892578,-46.4592361450195,57.3783950805664,-74.0563354492188,101.235542297363,-15.9602251052856,-36.7644424438477,-146.669296264648,-55.8805770874023,-48.732048034668,-80.0719680786133,-126.880767822266,-31.8714733123779,-18.0592880249023,-120.836952209473,-65.7783584594727,111.946189880371,-34.4741020202637,12.9692621231079,-91.3348617553711,95.9623565673828,-118.93856048584,15.6014108657837,-110.799034118652,-111.485076904297,-130.835983276367,167.754272460938,-130.38298034668,-4.808274269104
-4.93728399276733,122.095825195312,-33.2174415588379,96.3277435302734,-2.13549137115479,-14.6639270782471,-64.7142639160156,98.5747680664062,25.3642768859863,-85.6839370727539,-170.241073608398,47.3220863342285,47.5465431213379,-100.642021179199,-150.868377685547,46.5529937744141,32.3429946899414,-151.712173461914,-1.01592826843262,155.971878051758,-45.0608711242676,-27.8610687255859,-57.4259452819824,128.748153686523,-133.404830932617,54.6242141723633,-19.4140472412109,-165.147354125977,-151.737701416016,87.078857421875,-103.579544067383,12.1519069671631
-13.4691715240479,110.896667480469,-39.3112754821777,70.5499038696289,27.2003345489502,-55.4044723510742,-52.8853950500488,120.591209411621,-3.84892725944519,-65.7020263671875,-135.35546875,118.97102355957,111.795692443848,-103.169006347656,-127.018173217773,139.554046630859,68.8487930297852,-84.4500732421875,-29.2056941986084,157.586776733398,-29.9570465087891,-30.7026500701904,-44.9969940185547,149.107269287109,-123.145095825195,137.43977355957,84.8086395263672,-88.2632827758789,-104.764175415039,35.3989524841309,-45.0576324462891,29.2463340759277
11.1416187286377,69.3432388305664,32.0837364196777,72.0308074951172,28.0586051940918,-27.400318145752,17.5611896514893,122.965278625488,-26.9633541107178,-71.9875640869141,-77.2943496704102,175.886337280273,60.3948783874512,-28.524341583252,-89.9731140136719,219.034942626953,52.1284217834473,27.5059108734131,-16.0565891265869,113.807182312012,-10.4069328308105,-3.44523286819458,-26.2065734863281,130.847061157227,-73.8510818481445,161.737823486328,33.5248146057129,41.9059715270996,25.9842529296875,26.0670719146729,7.17277240753174,49.1956443786621
108.986976623535,36.8986587524414,155.443222045898,94.2222518920898,70.280517578125,15.6888837814331,111.199287414551,103.083847045898,-7.60087871551514,-83.2281875610352,-19.4517974853516,202.09423828125,45.0969734191895,21.6748466491699,-62.0444030761719,262.657897949219,71.7381134033203,67.8479614257812,89.5213928222656,70.7158737182617,20.1013927459717,8.16419410705566,38.3269348144531,96.189567565918,-20.4465713500977,109.703605651855,-19.3398151397705,42.5926246643066,115.975540161133,40.1917610168457,74.8567047119141,44.7854461669922
190.712188720703,51.0754776000977,268.81396484375,80.1478424072266,142.941711425781,0.968719184398651,201.442276000977,97.5757598876953,44.0201606750488,-38.6725387573242,10.9278163909912,168.286926269531,76.0937271118164,50.122013092041,-31.0719146728516,254.144561767578,88.2653884887695,79.5434646606445,184.508758544922,63.2711448669434,64.12890625,-18.9345359802246,132.05859375,72.7230987548828,16.2650203704834,79.7002334594727,10.7234468460083,-24.4657573699951,159.549072265625,69.3774719238281,95.3729782104492,63.8002166748047
235.455993652344,78.590217590332,316.541046142578,53.7269020080566,159.61833190918,-21.4295921325684,246.687347412109,103.214416503906,88.4630432128906,16.4398326873779,-25.6687965393066,186.186569213867,13.3219890594482,127.987434387207,-32.27978515625,251.637176513672,-48.3003387451172,129.32292175293,236.329864501953,87.7629776000977,69.1111602783203,-32.6236686706543,173.460357666016,83.5725250244141,51.8749847412109,111.813667297363,-12.7931680679321,-7.50419092178345,178.546768188477,84.5855560302734,14.287769317627,127.924285888672
218.847595214844,110.251945495605,257.230743408203,102.295425415039,136.903793334961,13.3618459701538,212.612548828125,133.053985595703,83.2175598144531,84.8324584960938,-45.2974586486816,236.698135375977,-127.64762878418,193.647277832031,-48.7253036499023,261.049041748047,-242.493743896484,157.275573730469,243.932647705078,126.333778381348,43.0131378173828,-0.317934811115265,157.691223144531,115.06103515625,102.317054748535,141.761306762695,-83.4874572753906,18.2848834991455,135.443344116211,106.058242797852,-90.9505844116211,155.219161987305
147.003921508789,140.644119262695,174.332061767578,172.159240722656,130.355239868164,63.6929168701172,154.265884399414,190.835113525391,66.048828125,143.370666503906,-42.8724899291992,209.74885559082,-201.406600952148,169.524719238281,-46.4068450927734,228.386138916016,-256.653076171875,99.8168487548828,176.005065917969,145.696975708008,45.0598068237305,26.1963882446289,131.620529174805,128.380966186523,115.453224182129,135.635772705078,-84.5230712890625,-7.58361768722534,114.311721801758,132.422103881836,-119.088447570801,108.27709197998
108.267547607422,136.46028137207,145.920669555664,187.260055541992,113.077423095703,84.5139617919922,122.201599121094,199.767990112305,40.6251373291016,122.127494812012,-80.4527893066406,160.841934204102,-146.34260559082,88.3714141845703,-50.7325592041016,184.712753295898,-143.958618164062,16.9576396942139,103.14102935791,113.348045349121,49.3336906433105,18.1082992553711,102.042518615723,106.492691040039,60.333667755127,99.513313293457,-61.0224647521973,18.9957695007324,168.678604125977,122.45671081543,-63.26904296875,58.8367652893066
115.113273620605,128.690444946289,128.615264892578,180.79313659668,57.3783950805664,86.7131881713867,101.235542297363,150.335266113281,-36.7644424438477,110.03092956543,-55.8805770874023,123.600532531738,-80.0719680786133,28.9942474365234,-31.8714733123779,152.045623779297,-120.836952209473,1.57748985290527,111.946189880371,64.4983749389648,12.9692621231079,-2.14027690887451,95.9623565673828,68.3419036865234,15.6014108657837,51.7047882080078,-111.485076904297,82.7394485473633,167.754272460938,110.774864196777,-4.808274269104,46.4201126098633
122.095825195312,141.709854125977,96.3277435302734,150.169723510742,-14.6639270782471,71.331901550293,98.5747680664062,120.581878662109,-85.6839370727539,150.383560180664,47.3220863342285,73.667594909668,-100.642021179199,32.2888488769531,46.5529937744141,106.272415161133,-151.712173461914,65.3704376220703,155.971878051758,53.2521209716797,-27.8610687255859,-22.3872127532959,128.748153686523,54.5671424865723,54.6242141723633,32.5711250305176,-165.147354125977,98.9147338867188,87.078857421875,118.159690856934,12.1519069671631,43.9533462524414
110.896667480469,141.249633789062,70.5499038696289,97.8900451660156,-55.4044723510742,32.9681358337402,120.591209411621,113.56697845459,-65.7020263671875,123.728897094727,118.97102355957,74.8164138793945,-103.169006347656,95.3875579833984,139.554046630859,94.666633605957,-84.4500732421875,177.325653076172,157.586776733398,64.9699935913086,-30.7026500701904,-25.3236675262451,149.107269287109,69.0078277587891,137.43977355957,54.3656311035156,-88.2632827758789,113.309288024902,35.3989524841309,113.645988464355,29.2463340759277,81.0290145874023
69.3432388305664,142.855911254883,72.0308074951172,92.7801361083984,-27.400318145752,5.47608041763306,122.965278625488,117.065521240234,-71.9875640869141,68.7710647583008,175.886337280273,127.813766479492,-28.524341583252,199.780426025391,219.034942626953,125.394859313965,27.5059108734131,272.572692871094,113.807182312012,74.6389694213867,-3.44523286819458,-9.18074607849121,130.847061157227,93.7893371582031,161.737823486328,93.2151870727539,41.9059715270996,130.44157409668,26.0670719146729,120.053977966309,49.1956443786621,167.915374755859
36.8986587524414,157.126159667969,94.2222518920898,109.347290039062,15.6888837814331,7.62370824813843,103.083847045898,125.959526062012,-83.2281875610352,83.9057464599609,202.09423828125,128.608047485352,21.6748466491699,243.906356811523,262.657897949219,99.6717147827148,67.8479614257812,212.556915283203,70.7158737182617,92.5556640625,8.16419410705566,-11.9997482299805,96.189567565918,132.744201660156,109.703605651855,99.8370590209961,42.5926246643066,95.2073211669922,40.1917610168457,123.728614807129,44.7854461669922,166.900344848633
51.0754776000977,128.87776184082,80.1478424072266,68.4902267456055,0.968719184398651,-3.15771675109863,97.5757598876953,68.2484588623047,-38.6725387573242,76.7896881103516,168.286926269531,48.9957695007324,50.122013092041,131.88981628418,254.144561767578,12.5629177093506,79.5434646606445,21.6380577087402,63.2711448669434,100.51139831543,-18.9345359802246,-28.4021377563477,72.7230987548828,138.733657836914,79.7002334594727,42.3674850463867,-24.4657573699951,78.2695007324219,69.3774719238281,66.7087631225586,63.8002166748047,43.4923248291016
78.590217590332,67.8501586914062,53.7269020080566,-1.0964173078537,-21.4295921325684,-36.7227783203125,103.214416503906,-19.2715282440186,16.4398326873779,3.3160936832428,186.186569213867,-8.0866527557373,127.987434387207,30.8763828277588,251.637176513672,-12.5747470855713,129.32292175293,1.54990816116333,87.7629776000977,66.3806457519531,-32.6236686706543,-23.9269371032715,83.5725250244141,83.0453567504883,111.813667297363,-4.93096971511841,-7.50419092178345,135.233703613281,84.5855560302734,8.83200073242188,127.924285888672,0.984765529632568
110.251945495605,57.1778182983398,102.295425415039,-21.3119869232178,13.3618459701538,-36.2692489624023,133.053985595703,-9.62955856323242,84.8324584960938,-25.3053588867188,236.698135375977,39.743522644043,193.647277832031,105.609931945801,261.049041748047,54.071102142334,157.275573730469,173.143493652344,126.333778381348,39.2775764465332,-0.317934811115265,-18.2340145111084,115.06103515625,67.5250015258789,141.761306762695,8.41865539550781,18.2848834991455,153.272354125977,106.058242797852,38.4058113098145,155.219161987305,84.0086975097656
140.644119262695,115.85213470459,172.159240722656,20.3076915740967,63.6929168701172,14.0074224472046,190.835113525391,40.743091583252,143.370666503906,38.0969619750977,209.74885559082,87.9659042358398,169.524719238281,149.259506225586,228.386138916016,92.7891616821289,99.8168487548828,159.701675415039,145.696975708008,89.4597549438477,26.1963882446289,-10.6698045730591,128.380966186523,121.178665161133,135.635772705078,15.9063148498535,-7.58361768722534,51.3554573059082,132.422103881836,119.822692871094,108.27709197998,86.3500823974609
136.46028137207,173.652038574219,187.260055541992,63.2959213256836,84.5139617919922,74.2192535400391,199.767990112305,22.4188709259033,122.127494812012,116.644752502441,160.841934204102,44.5098457336426,88.3714141845703,32.9061737060547,184.712753295898,50.5850982666016,16.9576396942139,-4.94629955291748,113.348045349121,156.182632446289,18.1082992553711,37.4441261291504,106.492691040039,127.506217956543,99.513313293457,19.4491271972656,18.9957695007324,-46.7348976135254,122.45671081543,175.915573120117,58.8367652893066,-3.54523921012878
128.690444946289,168.231643676758,180.79313659668,67.1430816650391,86.7131881713867,114.540466308594,150.335266113281,-24.1275539398193,110.03092956543,120.406799316406,123.600532531738,27.7481079101562,28.9942474365234,-19.4095039367676,152.045623779297,21.7859191894531,1.57748985290527,14.1381425857544,64.4983749389648,133.369888305664,-2.14027690887451,84.7405014038086,68.3419036865234,61.8603858947754,51.7047882080078,41.179859161377,82.7394485473633,-3.54648947715759,110.774864196777,184.379684448242,46.4201126098633,-0.93566220998764
141.709854125977,128.308044433594,150.169723510742,66.0376205444336,71.331901550293,124.646911621094,120.581878662109,-52.7673683166504,150.383560180664,68.8282470703125,73.667594909668,67.1977691650391,32.2888488769531,32.765552520752,106.272415161133,42.49951171875,65.3704376220703,49.5086402893066,53.2521209716797,68.4991912841797,-22.3872127532959,69.322021484375,54.5671424865723,1.47561490535736,32.5711250305176,14.1115446090698,98.9147338867188,75.4335174560547,118.159690856934,165.847244262695,43.9533462524414,66.7827758789062
141.249633789062,123.337074279785,97.8900451660156,80.7263565063477,32.9681358337402,115.19686126709,113.56697845459,-62.9983901977539,123.728897094727,54.5487976074219,74.8164138793945,24.0387649536133,95.3875579833984,8.99539470672607,94.666633605957,23.075101852417,177.325653076172,-80.8756790161133,64.9699935913086,75.4458999633789,-25.3236675262451,26.2516994476318,69.0078277587891,-7.13472461700439,54.3656311035156,-23.0734157562256,113.309288024902,38.1340599060059,113.645988464355,149.303802490234,81.0290145874023,44.516845703125
142.855911254883,145.484786987305,92.7801361083984,90.961540222168,5.47608041763306,108.625465393066,117.065521240234,-37.7377090454102,68.7710647583008,69.2736663818359,127.813766479492,-87.557746887207,199.780426025391,-45.7416725158691,125.394859313965,-68.5586318969727,272.572692871094,-103.311752319336,74.6389694213867,131.398468017578,-9.18074607849121,12.7744731903076,93.7893371582031,39.604923248291,93.2151870727539,-6.3076639175415,130.44157409668,-14.7992877960205,120.053977966309,151.748458862305,167.915374755859,-29.3978672027588
157.126159667969,132.685745239258,109.347290039062,93.8413696289062,7.62370824813843,118.990737915039,125.959526062012,17.1210498809814,83.9057464599609,45.4817276000977,128.608047485352,-132.637680053711,243.906356811523,-26.012975692749,99.6717147827148,-130.632568359375,212.556915283203,8.62747287750244,92.5556640625,142.133651733398,-11.9997482299805,39.4775047302246,132.744201660156,88.5974807739258,99.8370590209961,-11.8228349685669,95.2073211669922,22.2322387695312,123.728614807129,162.669982910156,166.900344848633,-37.9064521789551
128.87776184082,92.1317520141602,68.4902267456055,93.1746826171875,-3.15771675109863,140.000579833984,68.2484588623047,77.24951171875,76.7896881103516,12.4941082000732,48.9957695007324,-55.7415390014648,131.88981628418,11.6850366592407,12.5629177093506,-62.6846733093262,21.6380577087402,43.292594909668,100.51139831543,108.64527130127,-28.4021377563477,84.4063491821289,138.733657836914,91.8501052856445,42.3674850463867,-11.6316299438477,78.2695007324219,45.8388519287109,66.7087631225586,156.298416137695,43.4923248291016,20.3461894989014
67.8501586914062,87.5653610229492,-1.0964173078537,104.01114654541,-36.7227783203125,136.146530151367,-19.2715282440186,125.545715332031,3.3160936832428,27.8158531188965,-8.0866527557373,98.1703643798828,30.8763828277588,37.8855171203613,-12.5747470855713,80.6459655761719,1.54990816116333,52.5221214294434,66.3806457519531,86.4089965820312,-23.9269371032715,98.2093276977539,83.0453567504883,71.867790222168,-4.93096971511841,83.4240798950195,135.233703613281,22.5358352661133,8.83200073242188,152.070190429688,0.984765529632568,106.079803466797
