Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F8_Col1,F8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-236.20085144043,31.9580421447754,-151.567474365234,-77.5790100097656,-201.649353027344,33.3373832702637,-142.216506958008,-45.0021438598633,-193.15966796875,89.8871536254883,-196.218658447266,132.110961914062,-239.440399169922,71.2360229492188,-173.65087890625,214.179702758789,-237.784591674805,85.7509536743164,-84.3798446655273,-81.8961868286133,-222.479431152344,113.84774017334,1.32502949237823,9.12894344329834,-153.308395385742,-16.7394733428955,-194.341384887695,72.6201934814453
-203.229568481445,68.0660858154297,-154.320541381836,-89.1080627441406,-119.96085357666,37.1211357116699,-151.950973510742,-62.3863372802734,-119.645874023438,109.31787109375,-162.463485717773,125.39185333252,-253.107025146484,70.9519119262695,-220.771667480469,99.1862106323242,-216.272476196289,121.868690490723,-124.995185852051,-85.0998458862305,-163.206604003906,135.189514160156,12.6992139816284,36.5995597839355,-80.9011611938477,-17.8115882873535,-161.350845336914,77.8460845947266
-113.557708740234,51.9062690734863,-145.512390136719,-67.4295654296875,-64.1404571533203,72.2451629638672,-138.717498779297,-63.2684364318848,-68.7184371948242,130.401824951172,-123.165832519531,148.249069213867,-175.877944946289,155.749374389648,-211.457534790039,90.2082595825195,-149.648651123047,256.219787597656,-112.545547485352,-40.1680870056152,-111.018058776855,173.061645507812,-4.67780876159668,43.8505210876465,-45.4948616027832,30.4245491027832,-119.416915893555,140.58283996582
-61.9558563232422,109.371231079102,-120.673751831055,31.5686988830566,-82.1110000610352,175.028244018555,-115.327598571777,32.9465599060059,-39.8545227050781,214.533752441406,-103.221229553223,226.005615234375,-72.463737487793,185.277786254883,-201.426300048828,181.414199829102,-72.561279296875,227.801818847656,-67.5938186645508,37.3237037658691,-118.346946716309,180.209289550781,-8.29667282104492,28.6498126983643,-68.197639465332,139.42073059082,-74.6036071777344,279.512542724609
-74.5049057006836,194.332611083984,-69.3479537963867,112.905616760254,-65.5567092895508,271.471008300781,-81.1181335449219,133.943222045898,26.0950775146484,287.368286132812,-56.9564590454102,261.324188232422,-21.9535217285156,108.812385559082,-197.00749206543,261.157989501953,-1.30620861053467,53.8151931762695,-50.9313659667969,87.680793762207,-118.807899475098,195.033172607422,7.17397832870483,53.220272064209,-80.3297119140625,214.921768188477,4.5799355506897,310.652709960938
-52.6612510681152,172.660934448242,-41.5998916625977,117.95166015625,-12.0043125152588,273.569274902344,-47.1770668029785,136.232727050781,82.6012649536133,277.370056152344,27.2076358795166,288.116363525391,5.95991802215576,64.8374176025391,-134.75422668457,318.971710205078,11.5589408874512,66.4155960083008,-40.2624473571777,87.9552307128906,-64.8257598876953,286.640747070312,37.6332511901855,104.593360900879,-37.2576675415039,208.647003173828,46.5000267028809,246.215057373047
3.44723439216614,118.266304016113,-57.2850723266602,113.258941650391,10.3460474014282,214.074661254883,-50.5327033996582,107.297142028809,95.5404357910156,247.920806884766,82.2709503173828,341.347198486328,-37.445384979248,145.525344848633,-58.0405960083008,358.689483642578,-62.8247032165527,224.521179199219,-38.431095123291,63.6177597045898,-42.6396064758301,358.652221679688,46.5801887512207,132.771926879883,3.03122091293335,179.9091796875,9.60557746887207,283.733032226562
-30.577657699585,176.14875793457,-78.6700744628906,124.814994812012,13.3286285400391,194.327453613281,-100.584281921387,134.059631347656,82.8933639526367,264.193939208984,22.884349822998,354.614044189453,-98.3452072143555,250.53059387207,-3.90339732170105,336.386383056641,-91.5153427124023,272.160003662109,-84.8355178833008,62.8159408569336,-84.8257751464844,310.619201660156,21.2413444519043,134.825714111328,-21.7418670654297,181.433746337891,-35.3586196899414,374.097839355469
-116.168441772461,219.217056274414,-92.0853500366211,115.747970581055,15.704532623291,236.399795532227,-132.548431396484,145.738830566406,50.0987281799316,295.523071289062,-42.5175247192383,303.768951416016,-21.6154670715332,260.988616943359,112.932228088379,282.693115234375,15.3554210662842,262.655639648438,-119.532196044922,61.6514205932617,-57.1041030883789,208.058807373047,4.02428674697876,103.491668701172,-56.0289268493652,189.415603637695,-35.6362686157227,335.829437255859
-83.3510971069336,135.661026000977,-88.3117980957031,76.343994140625,22.0946426391602,259.073089599609,-91.7505874633789,62.9958801269531,47.6673355102539,282.754638671875,37.5813407897949,234.173828125,83.4404830932617,192.784072875977,241.038818359375,253.133514404297,107.253562927246,245.467529296875,-95.8575973510742,3.46828174591064,53.8393363952637,147.250640869141,1.51042914390564,50.5623207092285,-37.8160095214844,168.039855957031,19.0644760131836,217.079391479492
31.9580421447754,112.845840454102,-77.5790100097656,16.7480449676514,33.3373832702637,212.702697753906,-45.0021438598633,-31.2827186584473,89.8871536254883,222.227478027344,132.110961914062,177.140441894531,71.2360229492188,102.937118530273,214.179702758789,224.115081787109,85.7509536743164,126.60669708252,-81.8961868286133,-68.6227951049805,113.84774017334,125.603828430176,9.12894344329834,29.4709243774414,-16.7394733428955,124.357551574707,72.6201934814453,171.117889404297
68.0660858154297,197.584030151367,-89.1080627441406,-19.1346092224121,37.1211357116699,146.011215209961,-62.3863372802734,-30.45583152771,109.31787109375,162.743728637695,125.39185333252,129.671997070312,70.9519119262695,38.9968795776367,99.1862106323242,199.123458862305,121.868690490723,-4.90089273452759,-85.0998458862305,-79.3014602661133,135.189514160156,116.131698608398,36.5995597839355,41.9500732421875,-17.8115882873535,93.1377029418945,77.8460845947266,183.28564453125
51.9062690734863,201.744750976562,-67.4295654296875,20.0266380310059,72.2451629638672,118.360046386719,-63.2684364318848,32.6156883239746,130.401824951172,134.700210571289,148.249069213867,100.40616607666,155.749374389648,37.3708610534668,90.2082595825195,185.525604248047,256.219787597656,-15.5995407104492,-40.1680870056152,-27.4023818969727,173.061645507812,131.188247680664,43.8505210876465,29.747579574585,30.4245491027832,95.0596084594727,140.58283996582,164.095092773438
109.371231079102,139.691040039062,31.5686988830566,68.5445022583008,175.028244018555,119.519592285156,32.9465599060059,66.709228515625,214.533752441406,127.648963928223,226.005615234375,106.283676147461,185.277786254883,63.6851463317871,181.414199829102,118.786460876465,227.801818847656,60.3944320678711,37.3237037658691,26.4330825805664,180.209289550781,152.642364501953,28.6498126983643,-20.7479019165039,139.42073059082,113.259391784668,279.512542724609,140.865188598633
194.332611083984,137.00813293457,112.905616760254,39.1959686279297,271.471008300781,101.969215393066,133.943222045898,55.0951042175293,287.368286132812,128.063430786133,261.324188232422,117.369941711426,108.812385559082,67.6404342651367,261.157989501953,34.0809707641602,53.8151931762695,113.229522705078,87.680793762207,14.4876956939697,195.033172607422,145.349212646484,53.220272064209,-51.0090866088867,214.921768188477,119.556564331055,310.652709960938,158.133010864258
172.660934448242,160.907730102539,117.95166015625,10.6423149108887,273.569274902344,68.934684753418,136.232727050781,41.2812805175781,277.370056152344,123.031364440918,288.116363525391,109.96019744873,64.8374176025391,50.6838150024414,318.971710205078,39.5682106018066,66.4155960083008,73.1118774414062,87.9552307128906,-33.8146705627441,286.640747070312,132.576065063477,104.593360900879,-24.778112411499,208.647003173828,104.128562927246,246.215057373047,164.449066162109
118.266304016113,135.699462890625,113.258941650391,42.38623046875,214.074661254883,51.8904571533203,107.297142028809,24.2812995910645,247.920806884766,95.0935134887695,341.347198486328,105.670471191406,145.525344848633,29.4200534820557,358.689483642578,98.2941665649414,224.521179199219,33.0456924438477,63.6177597045898,-37.4240417480469,358.652221679688,117.154838562012,132.771926879883,13.2620258331299,179.9091796875,83.1945877075195,283.733032226562,124.319198608398
176.14875793457,55.3947525024414,124.814994812012,35.1244964599609,194.327453613281,38.665699005127,134.059631347656,-22.0529022216797,264.193939208984,58.1272315979004,354.614044189453,93.4575958251953,250.53059387207,17.6275577545166,336.386383056641,117.967979431152,272.160003662109,80.4243392944336,62.8159408569336,-15.3959741592407,310.619201660156,71.6130523681641,134.825714111328,1.74219262599945,181.433746337891,81.8987884521484,374.097839355469,78.0077667236328
219.217056274414,7.26611423492432,115.747970581055,-0.805030345916748,236.399795532227,35.3526725769043,145.738830566406,-31.8436450958252,295.523071289062,51.7858200073242,303.768951416016,66.506462097168,260.988616943359,2.22505927085876,282.693115234375,96.8474578857422,262.655639648438,71.9275207519531,61.6514205932617,-0.887944161891937,208.058807373047,49.146900177002,103.491668701172,-66.4496536254883,189.415603637695,91.7335586547852,335.829437255859,76.2874908447266
135.661026000977,61.9153671264648,76.343994140625,33.4130973815918,259.073089599609,66.0048828125,62.9958801269531,37.1996116638184,282.754638671875,74.9871444702148,234.173828125,71.4624862670898,192.784072875977,-40.3459014892578,253.133514404297,77.7182083129883,245.467529296875,-53.0017433166504,3.46828174591064,22.0968780517578,147.250640869141,86.6810150146484,50.5623207092285,-121.506011962891,168.039855957031,97.84619140625,217.079391479492,107.80158996582
112.845840454102,129.713821411133,16.7480449676514,69.244140625,212.702697753906,95.3494644165039,-31.2827186584473,80.4024200439453,222.227478027344,93.7383651733398,177.140441894531,108.066566467285,102.937118530273,-64.2890396118164,224.115081787109,70.1921081542969,126.60669708252,-97.4575805664062,-68.6227951049805,33.5145034790039,125.603828430176,117.662376403809,29.4709243774414,-81.1508255004883,124.357551574707,123.892395019531,171.117889404297,110.09294128418
197.584030151367,157.053817749023,-19.1346092224121,76.9254913330078,146.011215209961,117.53337097168,-30.45583152771,79.2254104614258,162.743728637695,111.080467224121,129.671997070312,133.741149902344,38.9968795776367,-21.1717681884766,199.123458862305,41.2181396484375,-4.90089273452759,15.1815061569214,-79.3014602661133,53.3363494873047,116.131698608398,110.297065734863,41.9500732421875,-4.87565803527832,93.1377029418945,168.16423034668,183.28564453125,125.25057220459
201.744750976562,214.047637939453,20.0266380310059,149.046600341797,118.360046386719,168.321701049805,32.6156883239746,139.972991943359,134.700210571289,151.833572387695,100.40616607666,144.230926513672,37.3708610534668,35.851978302002,185.525604248047,44.4171905517578,-15.5995407104492,105.706871032715,-27.4023818969727,123.519729614258,131.188247680664,92.8731079101562,29.747579574585,-12.6241607666016,95.0596084594727,195.367050170898,164.095092773438,234.875335693359
139.691040039062,268.954559326172,68.5445022583008,211.875,119.519592285156,214.744064331055,66.709228515625,208.597198486328,127.648963928223,202.120468139648,106.283676147461,145.673324584961,63.6851463317871,41.2630920410156,118.786460876465,149.473297119141,60.3944320678711,54.9073448181152,26.4330825805664,175.246887207031,152.642364501953,81.7389755249023,-20.7479019165039,-49.9584808349609,113.259391784668,213.395599365234,140.865188598633,306.489624023438
137.00813293457,231.752807617188,39.1959686279297,176.196075439453,101.969215393066,217.534088134766,55.0951042175293,179.126693725586,128.063430786133,210.686660766602,117.369941711426,141.739212036133,67.6404342651367,21.7090549468994,34.0809707641602,200.015670776367,113.229522705078,-4.10471487045288,14.4876956939697,162.937622070312,145.349212646484,84.1847763061523,-51.0090866088867,-30.0614643096924,119.556564331055,220.763381958008,158.133010864258,216.873184204102
160.907730102539,134.431198120117,10.6423149108887,147.085357666016,68.934684753418,182.223419189453,41.2812805175781,133.355590820312,123.031364440918,159.827423095703,109.96019744873,126.408111572266,50.6838150024414,40.1758308410645,39.5682106018066,89.3388595581055,73.1118774414062,53.5196418762207,-33.8146705627441,143.336334228516,132.576065063477,70.7274017333984,-24.778112411499,-14.3167839050293,104.128562927246,175.369003295898,164.449066162109,131.081756591797
135.699462890625,107.104782104492,42.38623046875,167.169967651367,51.8904571533203,132.081665039062,24.2812995910645,152.305282592773,95.0935134887695,111.733772277832,105.670471191406,73.4002532958984,29.4200534820557,82.7783508300781,98.2941665649414,-1.86017918586731,33.0456924438477,100.22346496582,-37.4240417480469,145.004104614258,117.154838562012,29.3916168212891,13.2620258331299,-23.3074436187744,83.1945877075195,111.774528503418,124.319198608398,169.559661865234
55.3947525024414,200.935165405273,35.1244964599609,171.292358398438,38.665699005127,124.023635864258,-22.0529022216797,181.553161621094,58.1272315979004,116.086715698242,93.4575958251953,31.0295562744141,17.6275577545166,81.3706970214844,117.967979431152,-4.76760339736938,80.4243392944336,55.161003112793,-15.3959741592407,151.08447265625,71.6130523681641,38.9053382873535,1.74219262599945,2.84363627433777,81.8987884521484,107.204330444336,78.0077667236328,229.236297607422
7.26611423492432,241.310043334961,-0.805030345916748,156.718414306641,35.3526725769043,159.794357299805,-31.8436450958252,174.740081787109,51.7858200073242,144.668502807617,66.506462097168,83.2021026611328,2.22505927085876,49.8570175170898,96.8474578857422,-11.4987077713013,71.9275207519531,40.754524230957,-0.887944161891937,128.474868774414,49.146900177002,112.377182006836,-66.4496536254883,48.5349655151367,91.7335586547852,142.25456237793,76.2874908447266,245.134429931641
61.9153671264648,126.90983581543,33.4130973815918,136.13037109375,66.0048828125,167.935623168945,37.1996116638184,143.972518920898,74.9871444702148,158.131622314453,71.4624862670898,142.762969970703,-40.3459014892578,44.8886642456055,77.7182083129883,-8.97159957885742,-53.0017433166504,51.432430267334,22.0968780517578,87.6031036376953,86.6810150146484,125.184997558594,-121.506011962891,58.7884368896484,97.84619140625,152.005737304688,107.80158996582,197.061401367188
129.713821411133,61.4553985595703,69.244140625,117.199989318848,95.3494644165039,127.856384277344,80.4024200439453,109.315048217773,93.7383651733398,113.821403503418,108.066566467285,61.6483993530273,-64.2890396118164,33.123779296875,70.1921081542969,-44.5797462463379,-97.4575805664062,-3.37314939498901,33.5145034790039,96.6671447753906,117.662376403809,17.2999591827393,-81.1508255004883,8.1370906829834,123.892395019531,103.450187683105,110.09294128418,57.5503273010254
157.053817749023,94.1894226074219,76.9254913330078,84.9751281738281,117.53337097168,36.2490653991699,79.2254104614258,57.9694709777832,111.080467224121,3.21327638626099,133.741149902344,-92.1350250244141,-21.1717681884766,-33.5709075927734,41.2181396484375,-181.558731079102,15.1815061569214,-77.4277954101562,53.3363494873047,95.4745330810547,110.297065734863,-121.53881072998,-4.87565803527832,-63.8203659057617,168.16423034668,-7.74588108062744,125.25057220459,-101.972328186035
214.047637939453,16.8158836364746,149.046600341797,-18.1490001678467,168.321701049805,-102.098640441895,139.972991943359,-32.3169822692871,151.833572387695,-98.1514205932617,144.230926513672,-187.835052490234,35.851978302002,-125.733879089355,44.4171905517578,-284.239196777344,105.706871032715,-140.760955810547,123.519729614258,-7.19461345672607,92.8731079101562,-193.675506591797,-12.6241607666016,-72.0475845336914,195.367050170898,-119.139335632324,234.875335693359,-209.866363525391
268.954559326172,-152.077987670898,211.875,-114.146919250488,214.744064331055,-197.460876464844,208.597198486328,-98.1275024414062,202.120468139648,-182.082977294922,145.673324584961,-249.531600952148,41.2630920410156,-174.655456542969,149.473297119141,-272.627716064453,54.9073448181152,-173.09521484375,175.246887207031,-72.2917785644531,81.7389755249023,-200.006195068359,-49.9584808349609,-65.9264907836914,213.395599365234,-151.238479614258,306.489624023438,-261.16015625
231.752807617188,-236.240097045898,176.196075439453,-69.7698516845703,217.534088134766,-193.083221435547,179.126693725586,-70.5692672729492,210.686660766602,-279.040313720703,141.739212036133,-277.738159179688,21.7090549468994,-133.53759765625,200.015670776367,-223.784027099609,-4.10471487045288,-117.630393981934,162.937622070312,-9.29561519622803,84.1847763061523,-181.870788574219,-30.0614643096924,-175.649002075195,220.763381958008,-112.138710021973,216.873184204102,-250.862396240234
134.431198120117,-211.949478149414,147.085357666016,8.03913593292236,182.223419189453,-133.51286315918,133.355590820312,-21.2268962860107,159.827423095703,-284.842987060547,126.408111572266,-204.601959228516,40.1758308410645,-69.569938659668,89.3388595581055,-174.259506225586,53.5196418762207,-68.2360916137695,143.336334228516,29.6704425811768,70.7274017333984,-131.368408203125,-14.3167839050293,-323.017791748047,175.369003295898,-50.8792190551758,131.081756591797,-231.100143432617
107.104782104492,-147.573806762695,167.169967651367,-28.2050838470459,132.081665039062,-75.6505432128906,152.305282592773,-31.8698425292969,111.733772277832,-194.646575927734,73.4002532958984,-96.289176940918,82.7783508300781,-93.4423675537109,-1.86017918586731,-142.836730957031,100.22346496582,-127.436897277832,145.004104614258,-6.73067140579224,29.3916168212891,-65.8231506347656,-23.3074436187744,-326.469085693359,111.774528503418,-15.9354524612427,169.559661865234,-254.631317138672
200.935165405273,-138.476303100586,171.292358398438,-96.9581146240234,124.023635864258,-81.2333679199219,181.553161621094,-75.9589309692383,116.086715698242,-182.98518371582,31.0295562744141,-84.7627029418945,81.3706970214844,-161.661666870117,-4.76760339736938,-157.633636474609,55.161003112793,-202.681060791016,151.08447265625,-38.3546752929688,38.9053382873535,-78.5721893310547,2.84363627433777,-219.783096313477,107.204330444336,-61.6892700195312,229.236297607422,-280.794189453125
241.310043334961,-203.61376953125,156.718414306641,-119.095031738281,159.794357299805,-158.649383544922,174.740081787109,-125.335006713867,144.668502807617,-242.025527954102,83.2021026611328,-178.121505737305,49.8570175170898,-176.994445800781,-11.4987077713013,-207.215911865234,40.754524230957,-197.055633544922,128.474868774414,-73.6549072265625,112.377182006836,-167.373443603516,48.5349655151367,-153.142929077148,142.25456237793,-137.412734985352,245.134429931641,-294.977844238281
126.90983581543,-229.218566894531,136.13037109375,-150.401123046875,167.935623168945,-204.431549072266,143.972518920898,-174.820907592773,158.131622314453,-243.575759887695,142.762969970703,-256.735626220703,44.8886642456055,-159.331085205078,-8.97159957885742,-249.439315795898,51.432430267334,-138.229461669922,87.6031036376953,-118.138526916504,125.184997558594,-205.870895385742,58.7884368896484,-132.321731567383,152.005737304688,-122.948181152344,197.061401367188,-316.191802978516
61.4553985595703,-188.810974121094,117.199989318848,-188.625946044922,127.856384277344,-158.28515625,109.315048217773,-197.597595214844,113.821403503418,-206.112121582031,61.6483993530273,-215.50666809082,33.123779296875,-146.063247680664,-44.5797462463379,-235.719635009766,-3.37314939498901,-104.378753662109,96.6671447753906,-139.966339111328,17.2999591827393,-163.213775634766,8.1370906829834,-102.51229095459,103.450187683105,-63.4560661315918,57.5503273010254,-316.956939697266
94.1894226074219,-163.309387207031,84.9751281738281,-172.068069458008,36.2490653991699,-104.511489868164,57.9694709777832,-184.045791625977,3.21327638626099,-170.990966796875,-92.1350250244141,-139.796524047852,-33.5709075927734,-143.71809387207,-181.558731079102,-211.785690307617,-77.4277954101562,-135.81103515625,95.4745330810547,-148.708068847656,-121.53881072998,-127.076873779297,-63.8203659057617,-106.409484863281,-7.74588108062744,-77.3212051391602,-101.972328186035,-285.994476318359
16.8158836364746,-156.0888671875,-18.1490001678467,-129.061126708984,-102.098640441895,-129.099319458008,-32.3169822692871,-153.243789672852,-98.1514205932617,-153.311553955078,-187.835052490234,-158.340087890625,-125.733879089355,-167.215972900391,-284.239196777344,-247.508224487305,-140.760955810547,-193.427017211914,-7.19461345672607,-139.698974609375,-193.675506591797,-141.469604492188,-72.0475845336914,-151.324401855469,-119.139335632324,-111.424270629883,-209.866363525391,-227.835052490234
-152.077987670898,-119.071166992188,-114.146919250488,-113.796615600586,-197.460876464844,-169.667572021484,-98.1275024414062,-129.157485961914,-182.082977294922,-166.318267822266,-249.531600952148,-185.709228515625,-174.655456542969,-180.103118896484,-272.627716064453,-265.146362304688,-173.09521484375,-221.358825683594,-72.2917785644531,-114.776000976562,-200.006195068359,-176.644668579102,-65.9264907836914,-133.031372070312,-151.238479614258,-92.6024703979492,-261.16015625,-142.657913208008
-236.240097045898,-38.3527565002441,-69.7698516845703,-96.2311935424805,-193.083221435547,-125.344680786133,-70.5692672729492,-115.124588012695,-279.040313720703,-152.063537597656,-277.738159179688,-155.410125732422,-133.53759765625,-140.063354492188,-223.784027099609,-217.494918823242,-117.630393981934,-192.275756835938,-9.29561519622803,-108.368995666504,-181.870788574219,-189.127365112305,-175.649002075195,-37.4333534240723,-112.138710021973,-61.5241470336914,-250.862396240234,-68.6328887939453
-211.949478149414,42.8496284484863,8.03913593292236,-60.4726333618164,-133.51286315918,-47.6802711486816,-21.2268962860107,-81.8833541870117,-284.842987060547,-111.489929199219,-204.601959228516,-156.680862426758,-69.569938659668,-90.3006973266602,-174.259506225586,-177.24951171875,-68.2360916137695,-143.250350952148,29.6704425811768,-100.059112548828,-131.368408203125,-161.583358764648,-323.017791748047,27.2423667907715,-50.8792190551758,-31.6765995025635,-231.100143432617,-25.5263652801514
-147.573806762695,56.8997077941895,-28.2050838470459,-53.7752952575684,-75.6505432128906,-18.9705810546875,-31.8698425292969,-35.8976745605469,-194.646575927734,-92.8243408203125,-96.289176940918,-146.608856201172,-93.4423675537109,-67.6624145507812,-142.836730957031,-146.212783813477,-127.436897277832,-140.90364074707,-6.73067140579224,-59.8195915222168,-65.8231506347656,-113.738983154297,-326.469085693359,19.2550277709961,-15.9354524612427,-17.9379653930664,-254.631317138672,-15.9234247207642
-138.476303100586,-12.433367729187,-96.9581146240234,-64.1175155639648,-81.2333679199219,-26.231128692627,-75.9589309692383,-28.2529544830322,-182.98518371582,-60.3629913330078,-84.7627029418945,-78.6985168457031,-161.661666870117,-40.4652786254883,-157.633636474609,-135.811248779297,-202.681060791016,-111.105751037598,-38.3546752929688,-27.3371200561523,-78.5721893310547,-91.2639694213867,-219.783096313477,-15.312442779541,-61.6892700195312,-64.6822280883789,-280.794189453125,-57.962963104248
-203.61376953125,-128.362899780273,-119.095031738281,-35.669750213623,-158.649383544922,-75.0288925170898,-125.335006713867,-33.1604461669922,-242.025527954102,-55.0066680908203,-178.121505737305,-96.4782562255859,-176.994445800781,10.7396755218506,-207.215911865234,-202.77360534668,-197.055633544922,2.63781142234802,-73.6549072265625,-15.314492225647,-167.373443603516,-124.022750854492,-153.142929077148,-9.06297397613525,-137.412734985352,-110.230041503906,-294.977844238281,-76.2697296142578
-229.218566894531,-182.981857299805,-150.401123046875,25.7258205413818,-204.431549072266,-121.574371337891,-174.820907592773,24.9743156433105,-243.575759887695,-123.146789550781,-256.735626220703,-185.665802001953,-159.331085205078,55.3414573669434,-249.439315795898,-260.986511230469,-138.229461669922,30.7716102600098,-118.138526916504,23.8898735046387,-205.870895385742,-152.321960449219,-132.321731567383,70.9759140014648,-122.948181152344,-86.8825454711914,-316.191802978516,-3.15634536743164
-188.810974121094,-80.4002685546875,-188.625946044922,71.6638031005859,-158.28515625,-75.2776794433594,-197.597595214844,96.4462585449219,-206.112121582031,-139.725372314453,-215.50666809082,-185.474578857422,-146.063247680664,47.5778732299805,-235.719635009766,-228.273651123047,-104.378753662109,-67.5981597900391,-139.966339111328,67.3624649047852,-163.213775634766,-109.048194885254,-102.51229095459,141.109512329102,-63.4560661315918,-45.4368438720703,-316.956939697266,49.5275039672852
