F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,P8_Col1,P8_Col2,Cz_Col1,Cz_Col2
-129.249298095703,-13.8714723587036,-113.736694335938,37.3903198242188,-64.2231521606445,57.5454559326172,-43.2661399841309,154.547134399414,-82.2767944335938,-78.6993865966797,-36.1897315979004,65.4850082397461,-84.06689453125,-108.973976135254,-153.481323242188,-72.4342651367188,23.4519309997559,193.784622192383,48.3878440856934,-273.663146972656,-23.3124980926514,74.1023941040039,-87.4644927978516,-33.1610069274902,-75.0085830688477,63.3328895568848
-32.8568305969238,25.3539962768555,-146.088272094727,96.1501693725586,-45.1537017822266,7.93100547790527,-40.8602981567383,144.754302978516,-110.312866210938,-14.8408193588257,-53.4993057250977,12.7353448867798,-112.771003723145,-53.1415901184082,-163.676910400391,-4.96724510192871,40.0320587158203,161.046737670898,-50.172004699707,-271.349395751953,-71.8454437255859,93.6933670043945,-1.67906475067139,-68.0426483154297,-1.47510087490082,68.3169021606445
-47.4713172912598,77.1085433959961,-141.988739013672,171.515228271484,-11.2146606445312,5.019371509552,-23.9589462280273,181.882553100586,-62.1992874145508,-14.1396169662476,-46.2858963012695,-25.3101863861084,-92.9958419799805,-59.5701751708984,-119.917274475098,-167.151062011719,6.80863952636719,158.493240356445,-52.3182373046875,-244.165496826172,-8.59548091888428,143.232971191406,-7.21527862548828,-78.2935409545898,5.19683170318604,113.268966674805
-118.791831970215,87.5653686523438,-124.130599975586,164.650939941406,47.4158706665039,73.9322814941406,-1.30869364738464,171.643127441406,44.7843170166016,-79.7653198242188,4.97904491424561,-25.9096088409424,0.413573116064072,-107.361618041992,-114.006248474121,-312.987396240234,-64.6549606323242,139.294586181641,28.0272750854492,-216.480224609375,11.5088634490967,96.025390625,-70.7269287109375,-78.3356323242188,12.6681060791016,110.597274780273
-111.533828735352,75.9368438720703,-112.830101013184,55.3879814147949,108.304420471191,104.461845397949,29.08620262146,74.9624862670898,108.095649719238,-110.068473815918,62.1128273010254,14.5137510299683,112.973152160645,-117.962356567383,-194.186218261719,-122.627975463867,-131.102981567383,80.1714553833008,5.60830497741699,-228.370559692383,-15.8250732421875,-6.18281650543213,-60.0657234191895,-126.81135559082,78.6673355102539,16.1594123840332
27.1687469482422,61.7677574157715,-81.8410797119141,-42.8532638549805,162.024002075195,58.2876586914062,64.399658203125,-23.9827136993408,71.2098541259766,-74.8870468139648,76.4064254760742,97.6145095825195,105.235809326172,-78.8662872314453,-215.418197631836,163.493133544922,-121.551872253418,5.02901077270508,-100.533493041992,-201.738510131836,-61.6723747253418,-65.0621490478516,-68.5919952392578,-107.788124084473,98.100341796875,-50.6032867431641
136.371505737305,60.8488922119141,2.4184045791626,-66.5518951416016,163.737609863281,-24.9883308410645,80.0476989746094,-42.1311340332031,-48.9543113708496,-60.916820526123,12.4354066848755,157.601821899414,-47.2966041564941,-50.4996223449707,-112.54411315918,128.50910949707,40.1699752807617,-25.7943592071533,-155.023590087891,-158.144668579102,-104.449974060059,-96.5329437255859,-138.059539794922,-30.8890380859375,70.8981704711914,-31.6811943054199
113.505821228027,72.9717483520508,92.9344253540039,-58.2183647155762,74.2192687988281,-82.1521759033203,105.880546569824,-0.333020627498627,-161.687255859375,-81.2862014770508,-69.8153686523438,163.059524536133,-167.166137695312,-60.960563659668,-94.6388473510742,-49.8408126831055,232.130676269531,21.9390163421631,-208.595031738281,-175.727752685547,-55.9648170471191,-80.3898544311523,-154.692245483398,-40.2060508728027,109.042671203613,-30.9722957611084
51.6084251403809,56.5575637817383,100.440155029297,-27.8877754211426,2.03160452842712,-55.0307807922363,167.508453369141,21.9438419342041,-185.60270690918,-48.6704940795898,-50.5051193237305,154.016326904297,-177.384613037109,-40.5168304443359,-209.214248657227,-24.902027130127,293.870208740234,57.1535949707031,-290.232574462891,-174.530914306641,64.2639617919922,0.380966991186142,-111.52857208252,-45.5715789794922,152.17268371582,-65.6939010620117
5.57451343536377,-6.0598030090332,49.1985359191895,3.49210476875305,34.8485221862793,10.5779600143433,191.902618408203,-28.5863780975342,-143.643981933594,34.6164894104004,41.7577056884766,123.421981811523,-155.128707885742,34.6758613586426,-219.344482421875,136.794509887695,253.175918579102,9.61828136444092,-301.748748779297,-124.785484313965,108.45817565918,9.43849849700928,-55.2482223510742,29.0163536071777,114.059356689453,-87.4093170166016
-13.8714723587036,-82.6821594238281,37.3903198242188,-35.5709915161133,57.5454559326172,37.9260444641113,154.547134399414,-108.236595153809,-78.6993865966797,114.853729248047,65.4850082397461,65.2680053710938,-108.973976135254,136.866226196289,-72.4342651367188,234.589828491211,193.784622192383,-61.2304077148438,-273.663146972656,-124.884895324707,74.1023941040039,-82.7390060424805,-33.1610069274902,63.5447959899902,63.3328895568848,-90.3415679931641
25.3539962768555,-88.8479919433594,96.1501693725586,-99.8411636352539,7.93100547790527,72.0242080688477,144.754302978516,-101.007148742676,-14.8408193588257,222.632797241211,12.7353448867798,39.9203186035156,-53.1415901184082,274.9013671875,-4.96724510192871,204.06071472168,161.046737670898,-112.224029541016,-271.349395751953,-162.492034912109,93.6933670043945,-103.875816345215,-68.0426483154297,56.5565032958984,68.3169021606445,-30.4500370025635
77.1085433959961,30.6337661743164,171.515228271484,-68.8475875854492,5.019371509552,146.011764526367,181.882553100586,-17.0245895385742,-14.1396169662476,294.559539794922,-25.3101863861084,58.1101989746094,-59.5701751708984,315.483947753906,-167.151062011719,134.395874023438,158.493240356445,-108.634483337402,-244.165496826172,-172.306259155273,143.232971191406,-53.064208984375,-78.2935409545898,59.4308929443359,113.268966674805,76.6125869750977
87.5653686523438,135.679168701172,164.650939941406,18.3862724304199,73.9322814941406,158.788482666016,171.643127441406,-0.0648947134613991,-79.7653198242188,203.597015380859,-25.9096088409424,78.7968902587891,-107.361618041992,168.268371582031,-312.987396240234,154.469543457031,139.294586181641,-27.7089767456055,-216.480224609375,-179.836364746094,96.025390625,-90.5711822509766,-78.3356323242188,34.0036163330078,110.597274780273,135.248611450195
75.9368438720703,94.0963363647461,55.3879814147949,67.5780334472656,104.461845397949,90.3747024536133,74.9624862670898,-39.8229751586914,-110.068473815918,105.391448974609,14.5137510299683,117.86808013916,-117.962356567383,109.874130249023,-122.627975463867,217.189163208008,80.1714553833008,16.507396697998,-228.370559692383,-227.915817260742,-6.18281650543213,-160.773193359375,-126.81135559082,26.5950260162354,16.1594123840332,171.978317260742
61.7677574157715,71.8309097290039,-42.8532638549805,134.338348388672,58.2876586914062,100.779052734375,-23.9827136993408,7.43676328659058,-74.8870468139648,191.936508178711,97.6145095825195,185.539428710938,-78.8662872314453,251.921401977539,163.493133544922,228.824844360352,5.02901077270508,-63.1429252624512,-201.738510131836,-317.926422119141,-65.0621490478516,-103.896202087402,-107.788124084473,67.5854187011719,-50.6032867431641,248.398483276367
60.8488922119141,198.606552124023,-66.5518951416016,230.82177734375,-24.9883308410645,229.086090087891,-42.1311340332031,119.452072143555,-60.916820526123,291.02978515625,157.601821899414,211.692886352539,-50.4996223449707,295.36083984375,128.50910949707,204.124359130859,-25.7943592071533,-181.564804077148,-158.144668579102,-369.744079589844,-96.5329437255859,5.12904024124146,-30.8890380859375,46.7480850219727,-31.6811943054199,292.796539306641
72.9717483520508,290.827575683594,-58.2183647155762,228.233688354492,-82.1521759033203,285.177551269531,-0.333020627498627,162.236297607422,-81.2862014770508,257.167083740234,163.059524536133,178.452941894531,-60.960563659668,220.882720947266,-49.8408126831055,177.934219360352,21.9390163421631,-223.633117675781,-175.727752685547,-300.925018310547,-80.3898544311523,10.3584604263306,-40.2060508728027,-33.5750694274902,-30.9722957611084,252.29377746582
56.5575637817383,242.159515380859,-27.8877754211426,138.229904174805,-55.0307807922363,197.022872924805,21.9438419342041,117.732025146484,-48.6704940795898,242.845458984375,154.016326904297,181.353775024414,-40.5168304443359,265.120025634766,-24.902027130127,216.050354003906,57.1535949707031,-164.840972900391,-174.530914306641,-198.678695678711,0.380966991186142,-39.6753959655762,-45.5715789794922,-23.0654430389404,-65.6939010620117,198.995635986328
-6.0598030090332,168.636627197266,3.49210476875305,93.814208984375,10.5779600143433,94.4905395507812,-28.5863780975342,60.552173614502,34.6164894104004,283.469940185547,123.421981811523,232.608581542969,34.6758613586426,333.553161621094,136.794509887695,267.750335693359,9.61828136444092,-101.718505859375,-124.785484313965,-172.345779418945,9.43849849700928,-23.2086963653564,29.0163536071777,80.2691497802734,-87.4093170166016,178.657073974609
-82.6821594238281,106.829093933105,-35.5709915161133,96.6006317138672,37.9260444641113,17.0576858520508,-108.236595153809,52.408130645752,114.853729248047,229.083023071289,65.2680053710938,220.912521362305,136.866226196289,251.134887695312,234.589828491211,180.203247070312,-61.2304077148438,-92.0946197509766,-124.884895324707,-160.619293212891,-82.7390060424805,40.0419692993164,63.5447959899902,134.576934814453,-90.3415679931641,139.670288085938
-88.8479919433594,47.0554275512695,-99.8411636352539,96.1716995239258,72.0242080688477,-52.5838928222656,-101.007148742676,77.7586364746094,222.632797241211,112.340782165527,39.9203186035156,136.892456054688,274.9013671875,148.984344482422,204.06071472168,100.885238647461,-112.224029541016,-41.2951927185059,-162.492034912109,-79.9800643920898,-103.875816345215,52.263298034668,56.5565032958984,115.845581054688,-30.4500370025635,76.1108093261719
30.6337661743164,39.4612007141113,-68.8475875854492,78.5876388549805,146.011764526367,-61.1134605407715,-17.0245895385742,51.8428649902344,294.559539794922,95.2167358398438,58.1101989746094,67.9371490478516,315.483947753906,172.598999023438,134.395874023438,171.497863769531,-108.634483337402,39.8813514709473,-172.306259155273,60.363655090332,-53.064208984375,-4.87047433853149,59.4308929443359,87.2178726196289,76.6125869750977,52.5701484680176
135.679168701172,47.0448722839355,18.3862724304199,34.326229095459,158.788482666016,-46.8922500610352,-0.0648947134613991,-25.7338333129883,203.597015380859,148.8173828125,78.7968902587891,36.199893951416,168.268371582031,210.692672729492,154.469543457031,149.576293945312,-27.7089767456055,48.6004371643066,-179.836364746094,176.716781616211,-90.5711822509766,-29.9411029815674,34.0036163330078,41.098217010498,135.248611450195,42.1197471618652
94.0963363647461,31.8290996551514,67.5780334472656,27.4463272094727,90.3747024536133,-66.2514572143555,-39.8229751586914,-54.0332412719727,105.391448974609,120.497665405273,117.86808013916,42.9165916442871,109.874130249023,123.306594848633,217.189163208008,35.5677337646484,16.507396697998,52.7443733215332,-227.915817260742,150.836700439453,-160.773193359375,49.25341796875,26.5950260162354,8.57345390319824,171.978317260742,-21.4071960449219
71.8309097290039,58.5942039489746,134.338348388672,84.9655151367188,100.779052734375,-45.4139556884766,7.43676328659058,-20.1108856201172,191.936508178711,17.4746971130371,185.539428710938,80.3008346557617,251.921401977539,-19.8643646240234,228.824844360352,119.416122436523,-63.1429252624512,87.5990371704102,-317.926422119141,22.8669853210449,-103.896202087402,139.678466796875,67.5854187011719,68.3005523681641,248.398483276367,-80.1484832763672
198.606552124023,90.9712677001953,230.82177734375,106.065086364746,229.086090087891,10.6071939468384,119.452072143555,6.49092483520508,291.02978515625,-38.7456741333008,211.692886352539,91.1422958374023,295.36083984375,-90.1421813964844,204.124359130859,272.756072998047,-181.564804077148,70.2485733032227,-369.744079589844,0.327300041913986,5.12904024124146,141.395889282227,46.7480850219727,138.846343994141,292.796539306641,-64.5852813720703
290.827575683594,31.3211975097656,228.233688354492,70.0668106079102,285.177551269531,20.8390254974365,162.236297607422,11.0392141342163,257.167083740234,-16.9776477813721,178.452941894531,73.7458724975586,220.882720947266,-40.1247138977051,177.934219360352,215.282577514648,-223.633117675781,44.3590660095215,-300.925018310547,121.576133728027,10.3584604263306,89.8481597900391,-33.5750694274902,100.981025695801,252.29377746582,-16.6449642181396
242.159515380859,-59.9109992980957,138.229904174805,32.683292388916,197.022872924805,20.6642932891846,117.732025146484,11.2970371246338,242.845458984375,43.057258605957,181.353775024414,70.4056930541992,265.120025634766,95.237907409668,216.050354003906,39.6559257507324,-164.840972900391,43.6874885559082,-198.678695678711,189.629653930664,-39.6753959655762,52.9140319824219,-23.0654430389404,34.4303779602051,198.995635986328,5.65418243408203
168.636627197266,-84.453971862793,93.814208984375,-0.795859575271606,94.4905395507812,48.5213394165039,60.552173614502,27.3424911499023,283.469940185547,76.8286972045898,232.608581542969,75.1622772216797,333.553161621094,124.976020812988,267.750335693359,-43.7445373535156,-101.718505859375,-19.4804859161377,-172.345779418945,102.905288696289,-23.2086963653564,84.3290176391602,80.2691497802734,42.9763412475586,178.657073974609,10.7654418945312
106.829093933105,-50.6351776123047,96.6006317138672,-0.0498662814497948,17.0576858520508,97.9625091552734,52.408130645752,73.9425659179688,229.083023071289,24.7398300170898,220.912521362305,89.5111846923828,251.134887695312,-24.5460681915283,180.203247070312,16.1132488250732,-92.0946197509766,-126.872215270996,-160.619293212891,-8.05353927612305,40.0419692993164,171.124969482422,134.576934814453,79.1883087158203,139.670288085938,30.9713325500488
47.0554275512695,-20.4568347930908,96.1716995239258,14.6248903274536,-52.5838928222656,161.571731567383,77.7586364746094,101.050201416016,112.340782165527,-48.4800758361816,136.892456054688,116.058258056641,148.984344482422,-85.0787353515625,100.885238647461,121.801887512207,-41.2951927185059,-160.883575439453,-79.9800643920898,-4.81329393386841,52.263298034668,187.278778076172,115.845581054688,87.7301940917969,76.1108093261719,34.1093521118164
39.4612007141113,-47.8038902282715,78.5876388549805,-48.6556549072266,-61.1134605407715,161.125991821289,51.8428649902344,64.4344635009766,95.2167358398438,-43.2327842712402,67.9371490478516,120.231086730957,172.598999023438,27.6620578765869,171.497863769531,177.438980102539,39.8813514709473,-89.4663543701172,60.363655090332,91.260009765625,-4.87047433853149,116.581893920898,87.2178726196289,79.2630386352539,52.5701484680176,-14.3176460266113
47.0448722839355,-88.3569107055664,34.326229095459,-137.653747558594,-46.8922500610352,102.290199279785,-25.7338333129883,20.4787311553955,148.8173828125,-5.64209651947021,36.199893951416,100.069953918457,210.692672729492,61.6750984191895,149.576293945312,192.462326049805,48.6004371643066,-2.30242824554443,176.716781616211,176.885818481445,-29.9411029815674,96.9253921508789,41.098217010498,58.6666526794434,42.1197471618652,-28.4316711425781
31.8290996551514,-63.1433601379395,27.4463272094727,-145.817092895508,-66.2514572143555,111.268928527832,-54.0332412719727,30.0293769836426,120.497665405273,-22.7099456787109,42.9165916442871,77.8869247436523,123.306594848633,-24.596248626709,35.5677337646484,130.76806640625,52.7443733215332,20.1615467071533,150.836700439453,157.018600463867,49.25341796875,155.818984985352,8.57345390319824,53.9439697265625,-21.4071960449219,38.0092735290527
58.5942039489746,-34.8532752990723,84.9655151367188,-106.713478088379,-45.4139556884766,143.669189453125,-20.1108856201172,62.0149154663086,17.4746971130371,-58.7881774902344,80.3008346557617,52.4292869567871,-19.8643646240234,-60.0217170715332,119.416122436523,-8.1904182434082,87.5990371704102,22.9941158294678,22.8669853210449,46.8934097290039,139.678466796875,203.199859619141,68.3005523681641,105.549880981445,-80.1484832763672,74.2005386352539
90.9712677001953,-74.0320663452148,106.065086364746,-97.0406188964844,10.6071939468384,81.4385299682617,6.49092483520508,39.0370445251465,-38.7456741333008,-1.8668464422226,91.1422958374023,7.800133228302,-90.1421813964844,22.1326789855957,272.756072998047,-40.5962333679199,70.2485733032227,19.6152439117432,0.327300041913986,46.252368927002,141.395889282227,160.414367675781,138.846343994141,137.213195800781,-64.5852813720703,24.5239315032959
31.3211975097656,-110.735260009766,70.0668106079102,-144.829559326172,20.8390254974365,-20.7267208099365,11.0392141342163,-48.1808204650879,-16.9776477813721,128.023590087891,73.7458724975586,-70.4173355102539,-40.1247138977051,142.825393676758,215.282577514648,49.0190925598145,44.3590660095215,-55.9679260253906,121.576133728027,232.411544799805,89.8481597900391,30.2945899963379,100.981025695801,66.8713073730469,-16.6449642181396,-45.9469947814941
-59.9109992980957,-95.205696105957,32.683292388916,-194.467956542969,20.6642932891846,-81.4709167480469,11.2970371246338,-100.46265411377,43.057258605957,158.805526733398,70.4056930541992,-144.917587280273,95.237907409668,165.729431152344,39.6559257507324,61.7050247192383,43.6874885559082,-138.908737182617,189.629653930664,356.578948974609,52.9140319824219,-41.5132293701172,34.4303779602051,-1.83202767372131,5.65418243408203,-66.3825302124023
-84.453971862793,-62.0858039855957,-0.795859575271606,-154.77961730957,48.5213394165039,-73.8695602416992,27.3424911499023,-61.1533317565918,76.8286972045898,102.581901550293,75.1622772216797,-158.929138183594,124.976020812988,128.705551147461,-43.7445373535156,2.38447380065918,-19.4804859161377,-140.942520141602,102.905288696289,277.446228027344,84.3290176391602,6.97639274597168,42.9763412475586,7.15289068222046,10.7654418945312,-1.25023400783539
-50.6351776123047,-36.8054962158203,-0.0498662814497948,-65.7157287597656,97.9625091552734,-3.33639526367188,73.9425659179688,3.50564408302307,24.7398300170898,110.644302368164,89.5111846923828,-114.087341308594,-24.5460681915283,117.591735839844,16.1132488250732,-21.3545150756836,-126.872215270996,-109.281120300293,-8.05353927612305,145.427291870117,171.124969482422,46.807243347168,79.1883087158203,4.21462154388428,30.9713325500488,79.5548400878906
-20.4568347930908,0.86587131023407,14.6248903274536,-7.42809867858887,161.571731567383,46.4673347473145,101.050201416016,51.9604301452637,-48.4800758361816,89.8832626342773,116.058258056641,-43.5697250366211,-85.0787353515625,29.1565284729004,121.801887512207,-33.8967781066895,-160.883575439453,-100.024070739746,-4.81329393386841,52.9836959838867,187.278778076172,67.0534439086914,87.7301940917969,-15.7289590835571,34.1093521118164,85.4859390258789
-47.8038902282715,105.689247131348,-48.6556549072266,54.2241554260254,161.125991821289,52.033016204834,64.4344635009766,97.2984619140625,-43.2327842712402,-7.8583607673645,120.231086730957,-25.8621444702148,27.6620578765869,-51.1898612976074,177.438980102539,-25.0071239471436,-89.4663543701172,-164.314514160156,91.260009765625,12.8273687362671,116.581893920898,121.938011169434,79.2630386352539,-2.01024103164673,-14.3176460266113,67.0944747924805
-88.3569107055664,236.600311279297,-137.653747558594,118.226104736328,102.290199279785,65.5259704589844,20.4787311553955,110.099952697754,-5.64209651947021,45.2566986083984,100.069953918457,-109.309288024902,61.6750984191895,68.3429107666016,192.462326049805,23.3170394897461,-2.30242824554443,-280.611053466797,176.885818481445,56.1183128356934,96.9253921508789,117.4140625,58.6666526794434,-3.45176124572754,-28.4316711425781,66.6421890258789
-63.1433601379395,235.786529541016,-145.817092895508,97.9950561523438,111.268928527832,40.5793914794922,30.0293769836426,61.9075202941895,-22.7099456787109,214.120880126953,77.8869247436523,-164.599319458008,-24.596248626709,187.19563293457,130.76806640625,4.82230854034424,20.1615467071533,-294.515350341797,157.018600463867,102.643112182617,155.818984985352,42.5762596130371,53.9439697265625,6.18302965164185,38.0092735290527,37.5467834472656
-34.8532752990723,99.2269134521484,-106.713478088379,-7.17333793640137,143.669189453125,-45.6959419250488,62.0149154663086,-6.18180799484253,-58.7881774902344,219.753219604492,52.4292869567871,-106.042839050293,-60.0217170715332,131.480239868164,-8.1904182434082,-95.4267501831055,22.9941158294678,-216.144134521484,46.8934097290039,64.2408447265625,203.199859619141,0.250663816928864,105.549880981445,82.5652770996094,74.2005386352539,5.70067262649536
-74.0320663452148,14.4931840896606,-97.0406188964844,-73.7172393798828,81.4385299682617,-97.9183197021484,39.0370445251465,-19.5181789398193,-1.8668464422226,98.1527252197266,7.800133228302,-51.4201583862305,22.1326789855957,57.4840469360352,-40.5962333679199,-107.609527587891,19.6152439117432,-206.908828735352,46.252368927002,-17.8963890075684,160.414367675781,4.34215021133423,137.213195800781,125.72306060791,24.5239315032959,16.4274883270264
-110.735260009766,53.9577407836914,-144.829559326172,-14.2067184448242,-20.7267208099365,-94.6699371337891,-48.1808204650879,25.6576805114746,128.023590087891,52.6321411132812,-70.4173355102539,-57.0975685119629,142.825393676758,60.3167533874512,49.0190925598145,9.54903984069824,-55.9679260253906,-245.954345703125,232.411544799805,-58.7334060668945,30.2945899963379,42.7984580993652,66.8713073730469,75.598258972168,-45.9469947814941,28.1685676574707
-95.205696105957,97.9038009643555,-194.467956542969,70.4645614624023,-81.4709167480469,-90.8349990844727,-100.46265411377,34.773998260498,158.805526733398,98.6219711303711,-144.917587280273,-76.8839874267578,165.729431152344,111.248840332031,61.7050247192383,66.5413513183594,-138.908737182617,-233.569396972656,356.578948974609,14.2216186523438,-41.5132293701172,73.311408996582,-1.83202767372131,1.23246002197266,-66.3825302124023,1.72507655620575
-62.0858039855957,48.4152450561523,-154.77961730957,40.2370529174805,-73.8695602416992,-93.0777206420898,-61.1533317565918,-14.0688362121582,102.581901550293,125.363792419434,-158.929138183594,-87.2343826293945,128.705551147461,107.3173828125,2.38447380065918,-4.00589323043823,-140.942520141602,-159.161254882812,277.446228027344,145.797790527344,6.97639274597168,23.6839122772217,7.15289068222046,-43.3858070373535,-1.25023400783539,-44.4909057617188
-36.8054962158203,-53.6294631958008,-65.7157287597656,-55.5227088928223,-3.33639526367188,-99.4982223510742,3.50564408302307,-37.6406135559082,110.644302368164,83.9687271118164,-114.087341308594,-42.0436363220215,117.591735839844,23.2883129119873,-21.3545150756836,-51.8544311523438,-109.281120300293,-60.0535316467285,145.427291870117,171.988708496094,46.807243347168,-56.9940185546875,4.21462154388428,-6.64093017578125,79.5548400878906,-52.8163452148438
0.86587131023407,-124.240058898926,-7.42809867858887,-104.487083435059,46.4673347473145,-119.012306213379,51.9604301452637,-27.4617233276367,89.8832626342773,93.2405395507812,-43.5697250366211,36.8851051330566,29.1565284729004,65.6566314697266,-33.8967781066895,-31.0176124572754,-100.024070739746,-33.4145011901855,52.9836959838867,93.0216064453125,67.0534439086914,-92.5870895385742,-15.7289590835571,104.46964263916,85.4859390258789,1.22374939918518
