Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,T7_Col1,T7_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2
-246.359313964844,-65.6833648681641,-167.115615844727,91.2260589599609,-283.734008789062,-13.8123064041138,-165.651168823242,91.8546981811523,-35.2218017578125,-168.449462890625,-80.0941619873047,-52.6291542053223,-36.8085594177246,-34.4272155761719,-54.8947296142578,-56.5673866271973,-58.5436401367188,-127.612419128418,-20.8724842071533,-118.253974914551,-267.565002441406,-39.829345703125,-75.7515411376953,-5.14375019073486,-167.066497802734,112.769187927246,-42.9322319030762,-88.8309707641602
-251.612289428711,-23.554666519165,-124.807441711426,110.68970489502,-249.759399414062,-10.2979764938354,-132.613800048828,59.7462882995605,7.64156341552734,-198.942321777344,-73.3374633789062,-175.927917480469,7.35407590866089,-73.7913131713867,-58.2427673339844,-151.466461181641,18.8586463928223,-161.116683959961,-14.6860265731812,-191.859756469727,-258.214447021484,-11.361231803894,-91.8023452758789,-14.8103895187378,-147.047866821289,142.68359375,-93.8632431030273,-150.754089355469
-222.006927490234,4.50177717208862,-165.997985839844,107.004035949707,-220.575012207031,-20.3740482330322,-152.993606567383,97.7305526733398,-10.1978998184204,-177.198150634766,-87.1900787353516,-141.336227416992,60.1065864562988,-109.015510559082,-102.243110656738,-128.624282836914,35.2021255493164,-162.674591064453,-87.4826965332031,-155.287261962891,-180.515686035156,26.4634208679199,-57.0631294250488,5.40551996231079,-135.053039550781,149.173736572266,-123.625465393066,-70.495964050293
-107.080894470215,22.6257190704346,-157.933654785156,128.122573852539,-134.31787109375,-27.592700958252,-180.626022338867,148.510192871094,-51.4673347473145,-123.022857666016,-133.671951293945,-57.4817886352539,57.8620452880859,-89.4757461547852,-141.299713134766,-87.7519912719727,-28.9127750396729,-168.935913085938,-183.327026367188,-75.9463119506836,-47.055534362793,35.6925582885742,39.6955871582031,40.3865203857422,-88.6585464477539,180.391052246094,-117.559768676758,-2.70096111297607
-30.9128608703613,19.9592227935791,-68.3545150756836,137.517196655273,-56.6812362670898,26.4699573516846,-169.711975097656,167.630233764648,-48.3662452697754,-87.2182159423828,-140.97004699707,-68.2557754516602,69.1059417724609,-69.9798431396484,-132.899765014648,-136.241973876953,-99.8858032226562,-210.812454223633,-157.358154296875,-109.640983581543,14.8878059387207,29.3191108703613,74.4568481445312,73.7221069335938,-99.3347091674805,225.542663574219,-99.6986999511719,-25.9241161346436
-84.8999328613281,16.3385105133057,-82.5758361816406,113.283981323242,-76.8496322631836,81.447151184082,-145.931091308594,159.976806640625,-44.8584136962891,-101.215461730957,-89.1525650024414,-102.98998260498,86.1009902954102,-113.767974853516,-88.7189407348633,-175.087203979492,-94.5179977416992,-258.083801269531,-38.7191047668457,-153.076232910156,-4.47376251220703,34.5372352600098,39.6250915527344,27.7187194824219,-135.437728881836,181.796951293945,-112.979362487793,-61.8730888366699
-67.7646789550781,29.4785766601562,-140.877380371094,93.7348480224609,-91.7994689941406,34.9994773864746,-159.05436706543,95.0937042236328,-27.2075958251953,-120.930397033691,-101.665405273438,-132.253433227539,104.944244384766,-145.078765869141,-89.5914611816406,-179.043106079102,-13.606650352478,-252.865859985352,-29.4829044342041,-149.443161010742,28.1154918670654,25.4403915405273,52.8371162414551,-52.8532371520996,-68.3290557861328,71.7821807861328,-165.817504882812,-69.7057418823242
82.6827163696289,19.0751953125,-55.6867980957031,85.468505859375,-50.5598182678223,-27.2341423034668,-132.495269775391,-13.6126070022583,23.3480129241943,-116.321784973145,-176.085845947266,-148.059844970703,151.066711425781,-145.501693725586,-152.446563720703,-204.239837646484,22.5317192077637,-256.727569580078,-122.639358520508,-233.833206176758,72.1850967407227,18.098030090332,124.158203125,-66.9044036865234,54.4030647277832,-0.28398796916008,-160.274810791016,-43.9100761413574
100.890235900879,-5.57062530517578,50.1011047363281,104.098983764648,-22.7923698425293,-32.6397323608398,-0.974349677562714,-67.8600921630859,15.233250617981,-120.625511169434,-124.144020080566,-95.1449432373047,135.778686523438,-167.889785766602,-128.481048583984,-199.54443359375,-17.9648361206055,-343.912902832031,-141.177047729492,-301.762451171875,28.4984321594238,34.0129623413086,148.600402832031,-44.2435836791992,103.049468994141,-32.2132186889648,-46.6295433044434,-0.418509960174561
-26.2185878753662,-21.3848056793213,68.6376495361328,133.886810302734,-17.8090190887451,-41.1045875549316,106.829818725586,-39.7188682556152,-79.2863388061523,-121.90007019043,-2.186448097229,-32.1413078308105,36.2935752868652,-174.104583740234,-28.478702545166,-131.284530639648,-73.8887023925781,-361.268432617188,-91.3208923339844,-201.381729125977,-31.6038341522217,34.6498069763184,75.1508102416992,-26.0567531585693,94.5789184570312,-21.6076812744141,9.10394859313965,9.98167514801025
-65.6833648681641,-22.3456268310547,91.2260589599609,106.034660339355,-13.8123064041138,-41.6801643371582,91.8546981811523,7.8867449760437,-168.449462890625,-79.1206817626953,-52.6291542053223,7.05623960494995,-34.4272155761719,-124.013442993164,-56.5673866271973,-69.2648544311523,-127.612419128418,-227.82551574707,-118.253974914551,-104.364295959473,-39.829345703125,13.2426328659058,-5.14375019073486,-23.0849113464355,112.769187927246,30.8160419464111,-88.8309707641602,8.66225814819336
-23.554666519165,-8.79478073120117,110.68970489502,29.3173980712891,-10.2979764938354,-31.9566192626953,59.7462882995605,29.4319667816162,-198.942321777344,-34.3547554016113,-175.927917480469,84.1200485229492,-73.7913131713867,-65.2999954223633,-151.466461181641,-35.0435218811035,-161.116683959961,-137.26872253418,-191.859756469727,-96.1640548706055,-11.361231803894,-28.0831508636475,-14.8103895187378,-46.566463470459,142.68359375,6.10674715042114,-150.754089355469,30.2341632843018
4.50177717208862,-49.2340087890625,107.004035949707,-24.145435333252,-20.3740482330322,-71.4047927856445,97.7305526733398,-18.1646595001221,-177.198150634766,-15.152172088623,-141.336227416992,113.93571472168,-109.015510559082,-45.4225730895996,-128.624282836914,-15.2272787094116,-162.674591064453,-151.046920776367,-155.287261962891,-59.0161666870117,26.4634208679199,-77.9967880249023,5.40551996231079,-34.3893356323242,149.173736572266,-114.030876159668,-70.495964050293,2.843097448349
22.6257190704346,-125.025741577148,128.122573852539,-40.6656227111816,-27.592700958252,-107.264617919922,148.510192871094,-143.401351928711,-123.022857666016,19.2890014648438,-57.4817886352539,8.68754196166992,-89.4757461547852,-55.7969436645508,-87.7519912719727,-61.3137702941895,-168.935913085938,-165.880798339844,-75.9463119506836,-47.7912521362305,35.6925582885742,-72.1509094238281,40.3865203857422,25.203067779541,180.391052246094,-177.482437133789,-2.70096111297607,-84.3934936523438
19.9592227935791,-116.146537780762,137.517196655273,-75.2053756713867,26.4699573516846,-78.6711044311523,167.630233764648,-246.551574707031,-87.2182159423828,41.3234176635742,-68.2557754516602,-102.217910766602,-69.9798431396484,-67.9468688964844,-136.241973876953,-160.550659179688,-210.812454223633,-168.992797851562,-109.640983581543,-126.14200592041,29.3191108703613,-34.5978965759277,73.7221069335938,52.083251953125,225.542663574219,-158.074844360352,-25.9241161346436,-121.250305175781
16.3385105133057,-73.7277069091797,113.283981323242,-142.914047241211,81.447151184082,-43.8947715759277,159.976806640625,-246.698852539062,-101.215461730957,5.85397815704346,-102.98998260498,-109.361686706543,-113.767974853516,-90.171875,-175.087203979492,-183.857238769531,-258.083801269531,-132.044555664062,-153.076232910156,-140.592544555664,34.5372352600098,-42.3682098388672,27.7187194824219,41.8225440979004,181.796951293945,-158.073913574219,-61.8730888366699,-99.6510620117188
29.4785766601562,-109.389678955078,93.7348480224609,-187.781372070312,34.9994773864746,-75.7621765136719,95.0937042236328,-214.325103759766,-120.930397033691,-52.1638793945312,-132.253433227539,-58.897331237793,-145.078765869141,-141.297729492188,-179.043106079102,-103.106430053711,-252.865859985352,-56.6458015441895,-149.443161010742,-29.4457702636719,25.4403915405273,-88.0345611572266,-52.8532371520996,-3.76288509368896,71.7821807861328,-199.153259277344,-69.7057418823242,-113.053146362305
19.0751953125,-193.095764160156,85.468505859375,-225.958618164062,-27.2341423034668,-172.359130859375,-13.6126070022583,-267.596069335938,-116.321784973145,-100.434692382812,-148.059844970703,-41.096607208252,-145.501693725586,-184.515930175781,-204.239837646484,-59.6766395568848,-256.727569580078,-48.8190040588379,-233.833206176758,24.9340858459473,18.098030090332,-163.335372924805,-66.9044036865234,-81.7695693969727,-0.28398796916008,-226.567947387695,-43.9100761413574,-168.533889770508
-5.57062530517578,-239.438842773438,104.098983764648,-264.477661132812,-32.6397323608398,-198.201309204102,-67.8600921630859,-354.420684814453,-120.625511169434,-95.9750823974609,-95.1449432373047,-93.2618942260742,-167.889785766602,-182.274703979492,-199.54443359375,-125.873962402344,-343.912902832031,-93.2281036376953,-301.762451171875,-58.0228805541992,34.0129623413086,-185.804779052734,-44.2435836791992,-76.2619171142578,-32.2132186889648,-181.329650878906,-0.418509960174561,-188.576736450195
-21.3848056793213,-144.183929443359,133.886810302734,-170.665374755859,-41.1045875549316,-63.6384658813477,-39.7188682556152,-285.604644775391,-121.90007019043,-23.0165119171143,-32.1413078308105,-114.556976318359,-174.104583740234,-159.933685302734,-131.284530639648,-166.754165649414,-361.268432617188,-98.6968383789062,-201.381729125977,-82.7263031005859,34.6498069763184,-26.7188873291016,-26.0567531585693,-2.24076271057129,-21.6076812744141,-88.1142959594727,9.98167514801025,-124.483337402344
-22.3456268310547,57.4722747802734,106.034660339355,-7.42945528030396,-41.6801643371582,51.1086006164551,7.8867449760437,-102.400321960449,-79.1206817626953,-4.51002883911133,7.05623960494995,-24.6165962219238,-124.013442993164,-143.454788208008,-69.2648544311523,-73.3606033325195,-227.82551574707,-59.570125579834,-104.364295959473,36.8531951904297,13.2426328659058,165.607696533203,-23.0849113464355,-13.9558382034302,30.8160419464111,-60.0390281677246,8.66225814819336,-21.3704376220703
-8.79478073120117,168.320419311523,29.3173980712891,-15.0065422058105,-31.9566192626953,38.0506439208984,29.4319667816162,-49.973217010498,-34.3547554016113,-53.1508293151855,84.1200485229492,77.502311706543,-65.2999954223633,-102.245223999023,-35.0435218811035,48.6789283752441,-137.26872253418,10.3431253433228,-96.1640548706055,126.628829956055,-28.0831508636475,208.333099365234,-46.566463470459,-29.0106143951416,6.10674715042114,-97.9952545166016,30.2341632843018,57.9293403625488
-49.2340087890625,202.457138061523,-24.145435333252,-81.2908554077148,-71.4047927856445,87.4479751586914,-18.1646595001221,-80.5665893554688,-15.152172088623,18.5718326568604,113.93571472168,150.530136108398,-45.4225730895996,4.57547235488892,-15.2272787094116,119.197830200195,-151.046920776367,67.947624206543,-59.0161666870117,156.236526489258,-77.9967880249023,245.7373046875,-34.3893356323242,88.1200637817383,-114.030876159668,-85.6339874267578,2.843097448349,151.459457397461
-125.025741577148,267.170593261719,-40.6656227111816,6.47230672836304,-107.264617919922,228.239868164062,-143.401351928711,17.4490661621094,19.2890014648438,179.875274658203,8.68754196166992,266.661651611328,-55.7969436645508,126.444519042969,-61.3137702941895,206.900192260742,-165.880798339844,79.2018356323242,-47.7912521362305,218.772659301758,-72.1509094238281,348.853393554688,25.203067779541,193.134979248047,-177.482437133789,-16.7583236694336,-84.3934936523438,269.226989746094
-116.146537780762,259.290405273438,-75.2053756713867,82.7527313232422,-78.6711044311523,244.778427124023,-246.551574707031,144.291427612305,41.3234176635742,215.899536132812,-102.217910766602,371.846313476562,-67.9468688964844,155.161224365234,-160.550659179688,280.160430908203,-168.992797851562,91.1355056762695,-126.14200592041,230.646835327148,-34.5978965759277,354.181610107422,52.083251953125,164.225921630859,-158.074844360352,25.5149593353271,-121.250305175781,296.991302490234
-73.7277069091797,182.215927124023,-142.914047241211,15.5813541412354,-43.8947715759277,147.287628173828,-246.698852539062,139.613235473633,5.85397815704346,164.233734130859,-109.361686706543,371.792327880859,-90.171875,126.438621520996,-183.857238769531,245.995620727539,-132.044555664062,119.79810333252,-140.592544555664,157.241851806641,-42.3682098388672,264.15087890625,41.8225440979004,113.427673339844,-158.073913574219,28.5935840606689,-99.6510620117188,227.980209350586
-109.389678955078,171.379669189453,-187.781372070312,-41.8107719421387,-75.7621765136719,115.49397277832,-214.325103759766,85.3218231201172,-52.1638793945312,173.740509033203,-58.897331237793,305.475341796875,-141.297729492188,168.330978393555,-103.106430053711,171.708114624023,-56.6458015441895,153.121200561523,-29.4457702636719,122.64478302002,-88.0345611572266,205.930892944336,-3.76288509368896,130.473068237305,-199.153259277344,21.3780269622803,-113.053146362305,197.185974121094
-193.095764160156,168.710723876953,-225.958618164062,-20.3493118286133,-172.359130859375,123.799102783203,-267.596069335938,68.5623321533203,-100.434692382812,201.796585083008,-41.096607208252,256.480651855469,-184.515930175781,215.453979492188,-59.6766395568848,150.081405639648,-48.8190040588379,184.164520263672,24.9340858459473,158.780426025391,-163.335372924805,180.702346801758,-81.7695693969727,150.010726928711,-226.567947387695,-0.680771768093109,-168.533889770508,229.014862060547
-239.438842773438,117.563667297363,-264.477661132812,11.238995552063,-198.201309204102,72.2797317504883,-354.420684814453,71.9739990234375,-95.9750823974609,176.068908691406,-93.2618942260742,266.236877441406,-182.274703979492,127.563674926758,-125.873962402344,167.47509765625,-93.2281036376953,141.662353515625,-58.0228805541992,209.218414306641,-185.804779052734,147.251251220703,-76.2619171142578,87.2072143554688,-181.329650878906,-39.6649971008301,-188.576736450195,259.182220458984
-144.183929443359,87.7903137207031,-170.665374755859,9.09808158874512,-63.6384658813477,29.3290977478027,-285.604644775391,52.9106521606445,-23.0165119171143,144.487869262695,-114.556976318359,302.957794189453,-159.933685302734,5.62070226669312,-166.754165649414,180.95378112793,-98.6968383789062,24.8432006835938,-82.7263031005859,215.68766784668,-26.7188873291016,111.572059631348,-2.24076271057129,12.3323850631714,-88.1142959594727,-58.3423767089844,-124.483337402344,278.829620361328
57.4722747802734,75.3826141357422,-7.42945528030396,-53.8470268249512,51.1086006164551,67.6517715454102,-102.400321960449,-14.1021957397461,-4.51002883911133,163.643432617188,-24.6165962219238,291.089385986328,-143.454788208008,14.5858564376831,-73.3606033325195,163.659622192383,-59.570125579834,-34.5143280029297,36.8531951904297,164.257522583008,165.607696533203,100.439682006836,-13.9558382034302,75.8962631225586,-60.0390281677246,-40.8964347839355,-21.3704376220703,284.174530029297
168.320419311523,56.1929588317871,-15.0065422058105,-116.121086120605,38.0506439208984,112.974769592285,-49.973217010498,-48.7773590087891,-53.1508293151855,207.060104370117,77.502311706543,238.856155395508,-102.245223999023,94.1151123046875,48.6789283752441,137.755935668945,10.3431253433228,6.43997812271118,126.628829956055,116.172424316406,208.333099365234,104.669334411621,-29.0106143951416,202.481872558594,-97.9952545166016,-13.4315366744995,57.9293403625488,279.915100097656
202.457138061523,38.4786834716797,-81.2908554077148,-48.6450538635254,87.4479751586914,90.227424621582,-80.5665893554688,32.9255828857422,18.5718326568604,208.055480957031,150.530136108398,215.001922607422,4.57547235488892,99.9901733398438,119.197830200195,122.750915527344,67.947624206543,37.7943229675293,156.236526489258,63.9725494384766,245.7373046875,60.1337051391602,88.1200637817383,186.947937011719,-85.6339874267578,25.9411582946777,151.459457397461,299.916534423828
267.170593261719,-1.42011475563049,6.47230672836304,69.2387466430664,228.239868164062,28.9732704162598,17.4490661621094,139.076675415039,179.875274658203,167.693756103516,266.661651611328,197.061737060547,126.444519042969,20.3505535125732,206.900192260742,77.2285385131836,79.2018356323242,-12.8925609588623,218.772659301758,-4.9471230506897,348.853393554688,-32.4163551330566,193.134979248047,81.8584213256836,-16.7583236694336,66.2178802490234,269.226989746094,290.578460693359
259.290405273438,-49.9632949829102,82.7527313232422,19.0288105010986,244.778427124023,-6.3036675453186,144.291427612305,127.541465759277,215.899536132812,151.757293701172,371.846313476562,116.779144287109,155.161224365234,-40.3099479675293,280.160430908203,15.210015296936,91.1355056762695,-42.3729705810547,230.646835327148,-0.891948044300079,354.181610107422,-79.1626434326172,164.225921630859,53.568962097168,25.5149593353271,47.1051826477051,296.991302490234,184.74577331543
182.215927124023,-61.4436874389648,15.5813541412354,-95.8564071655273,147.287628173828,-3.82846808433533,139.613235473633,20.2107105255127,164.233734130859,159.322784423828,371.792327880859,37.4156379699707,126.438621520996,-17.1653118133545,245.995620727539,6.84917306900024,119.79810333252,28.6433219909668,157.241851806641,46.9707908630371,264.15087890625,-41.0653610229492,113.427673339844,67.5959243774414,28.5935840606689,-16.7493000030518,227.980209350586,104.260803222656
171.379669189453,-29.5446033477783,-41.8107719421387,-14.1183481216431,115.49397277832,-7.49384117126465,85.3218231201172,-17.9837474822998,173.740509033203,131.577087402344,305.475341796875,88.0129470825195,168.330978393555,11.1225881576538,171.708114624023,66.4055252075195,153.121200561523,49.8404655456543,122.64478302002,80.3175201416016,205.930892944336,20.3244667053223,130.473068237305,59.7528266906738,21.3780269622803,-44.2240676879883,197.185974121094,175.644622802734
168.710723876953,21.1614608764648,-20.3493118286133,101.531074523926,123.799102783203,-7.64296054840088,68.5623321533203,76.3541107177734,201.796585083008,105.675140380859,256.480651855469,219.793380737305,215.453979492188,-6.96325016021729,150.081405639648,166.012054443359,184.164520263672,-6.68235731124878,158.780426025391,183.78092956543,180.702346801758,36.4500999450684,150.010726928711,70.5917892456055,-0.680771768093109,-13.3478107452393,229.014862060547,271.893585205078
117.563667297363,50.8899955749512,11.238995552063,20.8804874420166,72.2797317504883,49.5184593200684,71.9739990234375,164.161026000977,176.068908691406,155.965881347656,266.236877441406,269.620574951172,127.563674926758,15.4047145843506,167.47509765625,221.104858398438,141.662353515625,63.5582122802734,209.218414306641,277.1171875,147.251251220703,22.0737247467041,87.2072143554688,82.4511566162109,-39.6649971008301,55.9462051391602,259.182220458984,250.514266967773
87.7903137207031,64.6548919677734,9.09808158874512,-8.12185096740723,29.3290977478027,113.803283691406,52.9106521606445,172.177719116211,144.487869262695,200.777069091797,302.957794189453,224.832077026367,5.62070226669312,67.3446731567383,180.95378112793,161.251647949219,24.8432006835938,172.811737060547,215.68766784668,189.316955566406,111.572059631348,50.2820434570312,12.3323850631714,50.1002731323242,-58.3423767089844,130.000350952148,278.829620361328,187.518295288086
75.3826141357422,112.302520751953,-53.8470268249512,185.852340698242,67.6517715454102,135.544464111328,-14.1021957397461,189.156448364258,163.643432617188,153.022827148438,291.089385986328,193.444641113281,14.5858564376831,60.7332191467285,163.659622192383,90.7891845703125,-34.5143280029297,107.446334838867,164.257522583008,54.2941474914551,100.439682006836,125.072380065918,75.8962631225586,34.696174621582,-40.8964347839355,177.368194580078,284.174530029297,181.371978759766
56.1929588317871,176.683074951172,-116.121086120605,329.899291992188,112.974769592285,177.134323120117,-48.7773590087891,234.265213012695,207.060104370117,130.552719116211,238.856155395508,226.803512573242,94.1151123046875,68.8425674438477,137.755935668945,125.479690551758,6.43997812271118,35.9203033447266,116.172424316406,60.0597648620605,104.669334411621,176.877471923828,202.481872558594,85.6681365966797,-13.4315366744995,206.560989379883,279.915100097656,205.822692871094
38.4786834716797,200.282653808594,-48.6450538635254,251.397918701172,90.227424621582,212.373168945312,32.9255828857422,246.851684570312,208.055480957031,189.437530517578,215.001922607422,267.648773193359,99.9901733398438,121.174873352051,122.750915527344,180.235748291016,37.7943229675293,82.1400756835938,63.9725494384766,99.7966995239258,60.1337051391602,180.134384155273,186.947937011719,119.86173248291,25.9411582946777,201.038345336914,299.916534423828,171.04638671875
-1.42011475563049,192.82958984375,69.2387466430664,86.5171813964844,28.9732704162598,161.556671142578,139.076675415039,207.779251098633,167.693756103516,181.558120727539,197.061737060547,225.572555541992,20.3505535125732,100.969047546387,77.2285385131836,141.729934692383,-12.8925609588623,79.216911315918,-4.9471230506897,34.7166709899902,-32.4163551330566,167.665420532227,81.8584213256836,64.4944000244141,66.2178802490234,143.896606445312,290.578460693359,49.5545616149902
-49.9632949829102,195.8955078125,19.0288105010986,21.353006362915,-6.3036675453186,105.21834564209,127.541465759277,161.964828491211,151.757293701172,99.6148300170898,116.779144287109,160.631698608398,-40.3099479675293,46.7083778381348,15.210015296936,85.9792251586914,-42.3729705810547,39.8587951660156,-0.891948044300079,16.4364891052246,-79.1626434326172,158.514495849609,53.568962097168,-7.90252780914307,47.1051826477051,109.623931884766,184.74577331543,-3.50832557678223
-61.4436874389648,197.631378173828,-95.8564071655273,92.9926910400391,-3.82846808433533,111.870796203613,20.2107105255127,203.424179077148,159.322784423828,78.8724212646484,37.4156379699707,187.92658996582,-17.1653118133545,49.147087097168,6.84917306900024,138.250259399414,28.6433219909668,61.6742401123047,46.9707908630371,168.70703125,-41.0653610229492,132.862548828125,67.5959243774414,-18.328218460083,-16.7493000030518,129.050186157227,104.260803222656,99.8950500488281
-29.5446033477783,158.796768188477,-14.1183481216431,137.345718383789,-7.49384117126465,121.239036560059,-17.9837474822998,291.601318359375,131.577087402344,87.738166809082,88.0129470825195,200.487182617188,11.1225881576538,29.4366931915283,66.4055252075195,187.760375976562,49.8404655456543,32.2832298278809,80.3175201416016,194.534713745117,20.3244667053223,84.6681900024414,59.7528266906738,-14.2408485412598,-44.2240676879883,131.9169921875,175.644622802734,153.433670043945
21.1614608764648,108.555732727051,101.531074523926,87.985466003418,-7.64296054840088,117.153312683105,76.3541107177734,261.429931640625,105.675140380859,52.9641532897949,219.793380737305,113.580871582031,-6.96325016021729,-21.8160591125488,166.012054443359,84.2448196411133,-6.68235731124878,-56.6119689941406,183.78092956543,-29.546236038208,36.4500999450684,55.6491012573242,70.5917892456055,-36.6914482116699,-13.3478107452393,107.597694396973,271.893585205078,80.886474609375
50.8899955749512,115.212326049805,20.8804874420166,80.3388061523438,49.5184593200684,114.918144226074,164.161026000977,162.975692749023,155.965881347656,28.1496429443359,269.620574951172,89.6363906860352,15.4047145843506,-14.7855768203735,221.104858398438,19.5158729553223,63.5582122802734,-43.524543762207,277.1171875,-56.0319938659668,22.0737247467041,70.3170928955078,82.4511566162109,-38.5674324035645,55.9462051391602,85.5368041992188,250.514266967773,80.9678573608398
64.6548919677734,161.01741027832,-8.12185096740723,125.933860778809,113.803283691406,101.90315246582,172.177719116211,170.130905151367,200.777069091797,24.9004592895508,224.832077026367,154.074432373047,67.3446731567383,1.93982362747192,161.251647949219,137.671981811523,172.811737060547,46.0945854187012,189.316955566406,181.264663696289,50.2820434570312,98.7406311035156,50.1002731323242,-19.3355197906494,130.000350952148,56.7670059204102,187.518295288086,142.982208251953
