Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O2_Col1,O2_Col2,F8_Col1,F8_Col2,T8_Col1,T8_Col2,Fz_Col1,Fz_Col2,Cz_Col1,Cz_Col2,Pz_Col1,Pz_Col2
-230.403961181641,-55.4887771606445,-206.073959350586,-119.709976196289,-199.762542724609,-2.56384491920471,-201.662445068359,-101.135543823242,-11.2842874526978,57.9718208312988,-196.44482421875,-60.5343971252441,127.977478027344,96.215934753418,-190.364028930664,-95.4067001342773,-62.5575485229492,-151.696075439453,-191.784683227539,-119.418914794922,-207.300140380859,-106.617279052734,-257.318664550781,72.9158096313477,-51.1582336425781,91.6600875854492,120.90225982666,65.0539474487305
-166.858520507812,-67.651237487793,-151.183227539062,-134.701171875,-194.594009399414,-15.9178237915039,-147.822448730469,-111.30834197998,-58.4770584106445,76.6476821899414,-193.235229492188,-70.7714309692383,53.3980903625488,131.426483154297,-164.989761352539,-96.2316665649414,-115.697158813477,-163.214157104492,-135.554260253906,-84.3741455078125,-182.54719543457,-85.5953826904297,-170.236618041992,91.2271728515625,4.96367216110229,79.3176879882812,85.527946472168,111.857856750488
-62.4572372436523,30.6436748504639,-124.202171325684,-71.5860900878906,-94.6486892700195,35.3397750854492,-147.774429321289,-79.2539901733398,-11.9514541625977,149.689682006836,-146.437362670898,-87.7831192016602,60.6804847717285,180.046890258789,-127.321853637695,-116.044906616211,-156.567413330078,-135.801147460938,-154.409545898438,-66.9008026123047,-226.960800170898,-82.5011749267578,-21.6022720336914,148.34326171875,72.3419189453125,91.6507186889648,122.015213012695,131.908157348633
-22.4290542602539,65.0537643432617,-117.621398925781,-12.4368009567261,8.03790283203125,77.5325927734375,-129.023864746094,-25.993896484375,1.23417091369629,164.480819702148,-90.1808624267578,-88.2880172729492,40.0780029296875,185.208908081055,-102.059455871582,-88.5039901733398,-116.196357727051,-88.4265365600586,-198.366546630859,-64.4066467285156,-246.103927612305,-65.1418991088867,31.3736705780029,188.921768188477,70.8296203613281,122.206649780273,104.448387145996,150.88671875
-68.1752624511719,43.3775482177734,-121.084747314453,25.2543640136719,-13.4065971374512,95.0497894287109,-56.9748878479004,15.6374464035034,-49.6837730407715,145.637298583984,-96.590690612793,-53.0131874084473,-32.8414421081543,169.253173828125,-67.6375274658203,-53.8083229064941,-25.8683910369873,-33.9140739440918,-167.464935302734,-81.7531127929688,-183.167526245117,-66.8697128295898,22.0486679077148,222.772872924805,27.3902931213379,114.00496673584,94.1376190185547,163.357116699219
-67.5864868164062,54.0042877197266,-102.999504089355,52.676097869873,-52.9697647094727,81.0639572143555,-21.2434482574463,80.5783157348633,-13.3882369995117,141.236129760742,-122.574584960938,4.75782346725464,-11.9663286209106,108.07396697998,-55.7476043701172,-30.1958255767822,14.6866388320923,-25.5549049377441,-81.0730972290039,-60.6565856933594,-138.671646118164,-55.1249923706055,64.881233215332,264.927795410156,-17.0900993347168,95.6047439575195,140.55908203125,132.010406494141
-49.5771484375,99.3758850097656,-81.1380996704102,75.5029067993164,-39.4589347839355,86.2196731567383,-50.578498840332,131.271774291992,29.361873626709,151.38606262207,-152.511123657227,48.4078559875488,31.6629219055176,37.2584838867188,-89.0389709472656,17.7072772979736,-6.10161876678467,-34.0524787902832,-18.6519470214844,38.6982307434082,-133.169662475586,13.3864421844482,120.127967834473,298.118255615234,-62.2640228271484,78.7490310668945,140.185729980469,144.328155517578
-34.7170372009277,119.977432250977,-56.1615905761719,103.405158996582,10.2328853607178,128.078857421875,-69.5749359130859,97.2273559570312,10.6772079467773,154.693283081055,-187.938140869141,50.7231788635254,17.537073135376,57.9986305236816,-125.388648986816,58.4636573791504,-58.4942436218262,17.2053756713867,-18.2689170837402,100.539001464844,-134.616744995117,67.8726119995117,168.576431274414,250.330139160156,-76.5314254760742,49.0612525939941,102.14722442627,208.257797241211
43.4427375793457,68.5879287719727,-19.670036315918,87.5265884399414,80.3632125854492,119.584297180176,-70.2187347412109,43.3967323303223,52.4538650512695,113.092422485352,-162.943450927734,26.7485027313232,48.7517547607422,129.018951416016,-146.487747192383,70.7101135253906,-100.668830871582,12.924768447876,-80.0083847045898,31.7769756317139,-157.44172668457,47.9070129394531,197.73664855957,126.285003662109,-27.2134780883789,61.7744178771973,80.838737487793,211.856674194336
53.0471839904785,13.1101655960083,-41.4986686706543,-2.95857691764832,75.2569122314453,67.5388336181641,-81.581169128418,18.9420204162598,93.5833511352539,71.4544982910156,-92.3653793334961,15.0065450668335,94.8243255615234,178.088104248047,-134.536636352539,73.221305847168,-121.875274658203,-67.2514114379883,-133.424789428711,-77.3238525390625,-154.313812255859,-2.76060485839844,142.288955688477,40.4885940551758,54.063606262207,99.2425079345703,55.5294799804688,203.48908996582
-55.4887771606445,9.63095474243164,-119.709976196289,-65.994987487793,-2.56384491920471,29.2166328430176,-101.135543823242,3.02751755714417,57.9718208312988,93.6830902099609,-60.5343971252441,8.47757244110107,96.215934753418,222.665237426758,-95.4067001342773,65.1260681152344,-151.696075439453,-34.5873832702637,-119.418914794922,-95.2201156616211,-106.617279052734,-9.20490169525146,72.9158096313477,18.8482513427734,91.6600875854492,74.0899047851562,65.0539474487305,276.102325439453
-67.651237487793,0.388295620679855,-134.701171875,-19.9728679656982,-15.9178237915039,-8.4050350189209,-111.30834197998,33.996395111084,76.6476821899414,132.8212890625,-70.7714309692383,2.65780854225159,131.426483154297,245.691192626953,-96.2316665649414,66.6401824951172,-163.214157104492,42.8366317749023,-84.3741455078125,-7.05575132369995,-85.5953826904297,40.3118782043457,91.2271728515625,21.7738265991211,79.3176879882812,27.0902786254883,111.857856750488,338.574310302734
30.6436748504639,11.5810585021973,-71.5860900878906,54.7891693115234,35.3397750854492,10.6323680877686,-79.2539901733398,90.6557083129883,149.689682006836,148.710952758789,-87.7831192016602,23.2113723754883,180.046890258789,219.35221862793,-116.044906616211,75.7233581542969,-135.801147460938,14.6499824523926,-66.9008026123047,74.9382629394531,-82.5011749267578,71.0070037841797,148.34326171875,66.4380569458008,91.6507186889648,28.1301021575928,131.908157348633,304.145843505859
65.0537643432617,99.0975341796875,-12.4368009567261,61.2563323974609,77.5325927734375,118.835594177246,-25.993896484375,77.6184768676758,164.480819702148,176.553573608398,-88.2880172729492,47.9725952148438,185.208908081055,195.841690063477,-88.5039901733398,55.6620635986328,-88.4265365600586,1.45987844467163,-64.4066467285156,50.1488571166992,-65.1418991088867,45.2722015380859,188.921768188477,131.750274658203,122.206649780273,44.797908782959,150.88671875,249.847091674805
43.3775482177734,162.170791625977,25.2543640136719,21.4963531494141,95.0497894287109,189.923202514648,15.6374464035034,24.8944625854492,145.637298583984,213.807983398438,-53.0131874084473,65.8857879638672,169.253173828125,210.069229125977,-53.8083229064941,41.034595489502,-33.9140739440918,23.7250671386719,-81.7531127929688,-17.7954559326172,-66.8697128295898,32.2888793945312,222.772872924805,149.013626098633,114.00496673584,42.402416229248,163.357116699219,231.91064453125
54.0042877197266,141.307083129883,52.676097869873,9.99188899993896,81.0639572143555,162.892761230469,80.5783157348633,25.8191623687744,141.236129760742,201.401824951172,4.75782346725464,102.608306884766,108.07396697998,203.235763549805,-30.1958255767822,60.4753684997559,-25.5549049377441,-28.5867652893066,-60.6565856933594,-17.5664024353027,-55.1249923706055,62.213191986084,264.927795410156,113.417770385742,95.6047439575195,23.6991863250732,132.010406494141,182.899124145508
99.3758850097656,111.148635864258,75.5029067993164,43.1577796936035,86.2196731567383,114.6044921875,131.271774291992,79.5100631713867,151.38606262207,136.942596435547,48.4078559875488,120.686965942383,37.2584838867188,152.750259399414,17.7072772979736,64.1913681030273,-34.0524787902832,-75.5729141235352,38.6982307434082,25.0908737182617,13.3864421844482,77.0968780517578,298.118255615234,74.5309219360352,78.7490310668945,1.95160722732544,144.328155517578,106.106422424316
119.977432250977,82.8466644287109,103.405158996582,59.1909828186035,128.078857421875,81.7932586669922,97.2273559570312,116.894317626953,154.693283081055,86.7459030151367,50.7231788635254,90.2206497192383,57.9986305236816,122.311431884766,58.4636573791504,38.2880821228027,17.2053756713867,-54.6463317871094,100.539001464844,41.8632469177246,67.8726119995117,67.6613082885742,250.330139160156,49.285587310791,49.0612525939941,-18.7041301727295,208.257797241211,83.9856262207031
68.5879287719727,19.6263656616211,87.5265884399414,15.8660154342651,119.584297180176,37.4660873413086,43.3967323303223,79.3175277709961,113.092422485352,41.0603332519531,26.7485027313232,44.5024909973145,129.018951416016,88.6972732543945,70.7101135253906,12.9801454544067,12.924768447876,-17.4195556640625,31.7769756317139,34.9580459594727,47.9070129394531,76.0530166625977,126.285003662109,0.0252150259912014,61.7744178771973,-57.8363151550293,211.856674194336,78.2295913696289
13.1101655960083,-36.6501121520996,-2.95857691764832,-40.358715057373,67.5388336181641,-13.975923538208,18.9420204162598,-10.5178575515747,71.4544982910156,-41.4439010620117,15.0065450668335,-4.67324829101562,178.088104248047,7.93581104278564,73.221305847168,6.76368522644043,-67.2514114379883,49.7686805725098,-77.3238525390625,6.24969911575317,-2.76060485839844,81.4736022949219,40.4885940551758,-57.9940910339355,99.2425079345703,-100.607940673828,203.48908996582,51.2871513366699
9.63095474243164,-48.7482032775879,-65.994987487793,-76.1574096679688,29.2166328430176,-39.2292709350586,3.02751755714417,-81.9761810302734,93.6830902099609,-95.7523498535156,8.47757244110107,-52.9872741699219,222.665237426758,-25.3598136901855,65.1260681152344,14.7238330841064,-34.5873832702637,110.576438903809,-95.2201156616211,-56.6381149291992,-9.20490169525146,33.1935997009277,18.8482513427734,-79.9944076538086,74.0899047851562,-124.296852111816,276.102325439453,43.5957984924316
0.388295620679855,-90.7444610595703,-19.9728679656982,-121.266708374023,-8.4050350189209,-90.5769958496094,33.996395111084,-133.129669189453,132.8212890625,-122.482666015625,2.65780854225159,-95.9538726806641,245.691192626953,-21.1875839233398,66.6401824951172,-5.24655199050903,42.8366317749023,85.2919845581055,-7.05575132369995,-115.27033996582,40.3118782043457,-35.6223068237305,21.7738265991211,-143.787933349609,27.0902786254883,-163.226593017578,338.574310302734,-0.0422124154865742
11.5810585021973,-198.654235839844,54.7891693115234,-161.558883666992,10.6323680877686,-214.950897216797,90.6557083129883,-196.270065307617,148.710952758789,-190.373199462891,23.2113723754883,-134.920547485352,219.35221862793,-81.7872009277344,75.7233581542969,-44.7923736572266,14.6499824523926,31.9893798828125,74.9382629394531,-114.833610534668,71.0070037841797,-46.5365676879883,66.4380569458008,-259.510101318359,28.1301021575928,-213.65022277832,304.145843505859,-62.5332870483398
99.0975341796875,-232.19465637207,61.2563323974609,-159.795715332031,118.835594177246,-260.741180419922,77.6184768676758,-241.716232299805,176.553573608398,-202.905136108398,47.9725952148438,-139.560791015625,195.841690063477,-92.2265243530273,55.6620635986328,-56.9462890625,1.45987844467163,1.74670910835266,50.1488571166992,-73.6392288208008,45.2722015380859,-3.85847902297974,131.750274658203,-258.063354492188,44.797908782959,-214.53987121582,249.847091674805,-19.4090690612793
162.170791625977,-133.574493408203,21.4963531494141,-142.056182861328,189.923202514648,-147.061416625977,24.8944625854492,-221.725616455078,213.807983398438,-122.035591125488,65.8857879638672,-117.543792724609,210.069229125977,-8.22199153900146,41.034595489502,-76.9283142089844,23.7250671386719,-45.5151252746582,-17.7954559326172,-66.4726867675781,32.2888793945312,20.6927623748779,149.013626098633,-139.835784912109,42.402416229248,-155.145431518555,231.91064453125,38.7641105651855
141.307083129883,-52.9092063903809,9.99188899993896,-122.027549743652,162.892761230469,-49.6366424560547,25.8191623687744,-148.679656982422,201.401824951172,-79.8845520019531,102.608306884766,-90.2527923583984,203.235763549805,-3.50231289863586,60.4753684997559,-89.4775695800781,-28.5867652893066,-63.1187057495117,-17.5664024353027,-102.661605834961,62.213191986084,6.78446245193481,113.417770385742,-44.369026184082,23.6991863250732,-79.2214279174805,182.899124145508,20.0334033966064
111.148635864258,-26.4215450286865,43.1577796936035,-79.7986297607422,114.6044921875,-15.2076234817505,79.5100631713867,-72.5051879882812,136.942596435547,-37.7799606323242,120.686965942383,-29.471155166626,152.750259399414,-33.7939720153809,64.1913681030273,-19.1310176849365,-75.5729141235352,-0.249613285064697,25.0908737182617,-107.446075439453,77.0968780517578,-6.56502342224121,74.5309219360352,36.8113403320312,1.95160722732544,-31.6449279785156,106.106422424316,24.6151523590088
82.8466644287109,24.0716381072998,59.1909828186035,-30.7202129364014,81.7932586669922,51.4896965026855,116.894317626953,-13.6995677947998,86.7459030151367,71.2805252075195,90.2206497192383,15.7855520248413,122.311431884766,25.5549201965332,38.2880821228027,38.7968902587891,-54.6463317871094,35.5375480651855,41.8632469177246,-53.4031982421875,67.6613082885742,-6.79867935180664,49.285587310791,86.8050765991211,-18.7041301727295,-4.65579271316528,83.9856262207031,15.2907867431641
19.6263656616211,64.7963104248047,15.8660154342651,17.7219257354736,37.4660873413086,85.8824691772461,79.3175277709961,32.1921997070312,41.0603332519531,114.788925170898,44.5024909973145,-2.46081566810608,88.6972732543945,73.8758163452148,12.9801454544067,4.49636888504028,-17.4195556640625,-7.52637100219727,34.9580459594727,6.07701015472412,76.0530166625977,-12.8389291763306,0.0252150259912014,56.4048461914062,-57.8363151550293,32.3714256286621,78.2295913696289,-58.767520904541
-36.6501121520996,93.9947967529297,-40.358715057373,63.7549743652344,-13.975923538208,62.5720863342285,-10.5178575515747,59.8233833312988,-41.4439010620117,82.454963684082,-4.67324829101562,-4.69247627258301,7.93581104278564,77.0318298339844,6.76368522644043,0.123757131397724,49.7686805725098,-4.10212659835815,6.24969911575317,32.6442108154297,81.4736022949219,-8.69576549530029,-57.9940910339355,46.4659690856934,-100.607940673828,49.0350875854492,51.2871513366699,-69.0922698974609
-48.7482032775879,146.586456298828,-76.1574096679688,55.7322578430176,-39.2292709350586,75.6127166748047,-81.9761810302734,61.5048789978027,-95.7523498535156,88.9224853515625,-52.9872741699219,15.0796298980713,-25.3598136901855,94.7735214233398,14.7238330841064,55.203727722168,110.576438903809,74.5466842651367,-56.6381149291992,16.6133213043213,33.1935997009277,32.3714141845703,-79.9944076538086,80.3141479492188,-124.296852111816,61.8442611694336,43.5957984924316,-8.90558433532715
-90.7444610595703,149.819381713867,-121.266708374023,-20.7512855529785,-90.5769958496094,107.971839904785,-133.129669189453,27.8926677703857,-122.482666015625,117.286277770996,-95.9538726806641,6.14022350311279,-21.1875839233398,103.156280517578,-5.24655199050903,86.5397644042969,85.2919845581055,112.715927124023,-115.27033996582,-50.861888885498,-35.6223068237305,71.0921020507812,-143.787933349609,88.6485137939453,-163.226593017578,140.65852355957,-0.0422124154865742,46.8556938171387
-198.654235839844,102.995361328125,-161.558883666992,-89.6241683959961,-214.950897216797,127.930625915527,-196.270065307617,-9.49647521972656,-190.373199462891,152.35871887207,-134.920547485352,12.9681577682495,-81.7872009277344,132.835632324219,-44.7923736572266,109.43522644043,31.9893798828125,102.789657592773,-114.833610534668,-116.335243225098,-46.5365676879883,64.4083251953125,-259.510101318359,112.580078125,-213.65022277832,206.089050292969,-62.5332870483398,100.048225402832
-232.19465637207,84.7427597045898,-159.795715332031,-72.6129455566406,-260.741180419922,147.572875976562,-241.716232299805,23.6674919128418,-202.905136108398,208.652938842773,-139.560791015625,32.6713638305664,-92.2265243530273,201.118057250977,-56.9462890625,116.838111877441,1.74670910835266,100.47730255127,-73.6392288208008,-78.0574264526367,-3.85847902297974,53.9340400695801,-258.063354492188,126.205101013184,-214.53987121582,166.203277587891,-19.4090690612793,101.948928833008
-133.574493408203,72.3677978515625,-142.056182861328,7.7565541267395,-147.061416625977,114.736228942871,-221.725616455078,66.8949890136719,-122.035591125488,216.224990844727,-117.543792724609,27.568510055542,-8.22199153900146,208.696334838867,-76.9283142089844,60.4989128112793,-45.5151252746582,67.0131301879883,-66.4726867675781,33.0556755065918,20.6927623748779,69.3681030273438,-139.835784912109,57.2689781188965,-155.145431518555,87.3234100341797,38.7641105651855,45.0256805419922
-52.9092063903809,33.2413940429688,-122.027549743652,7.69336032867432,-49.6366424560547,30.0796241760254,-148.679656982422,-19.3657474517822,-79.8845520019531,144.382522583008,-90.2527923583984,16.2281665802002,-3.50231289863586,138.287322998047,-89.4775695800781,-6.49618148803711,-63.1187057495117,-1.11133086681366,-102.661605834961,55.2257270812988,6.78446245193481,62.5576782226562,-44.369026184082,-5.08191299438477,-79.2214279174805,19.4421367645264,20.0334033966064,-8.72303104400635
-26.4215450286865,-28.0215225219727,-79.7986297607422,-122.334747314453,-15.2076234817505,-38.8942985534668,-72.5051879882812,-139.932891845703,-37.7799606323242,53.7897300720215,-29.471155166626,-1.14982831478119,-33.7939720153809,76.3459777832031,-19.1310176849365,-3.26843190193176,-0.249613285064697,-6.93675661087036,-107.446075439453,-26.8776340484619,-6.56502342224121,32.1279945373535,36.8113403320312,-4.51510047912598,-31.6449279785156,0.665791749954224,24.6151523590088,-35.8856048583984
24.0716381072998,-100.282165527344,-30.7202129364014,-195.884887695312,51.4896965026855,-84.0396423339844,-13.6995677947998,-122.411422729492,71.2805252075195,9.31142330169678,15.7855520248413,15.1358671188354,25.5549201965332,71.55712890625,38.7968902587891,80.661994934082,35.5375480651855,76.9521942138672,-53.4031982421875,-66.7594833374023,-6.79867935180664,31.6631927490234,86.8050765991211,4.13370561599731,-4.65579271316528,65.1886520385742,15.2907867431641,12.1402473449707
64.7963104248047,-134.786819458008,17.7219257354736,-111.968269348145,85.8824691772461,-117.813400268555,32.1921997070312,-48.1297149658203,114.788925170898,14.9013891220093,-2.46081566810608,63.0523262023926,73.8758163452148,88.9325332641602,4.49636888504028,147.306030273438,-7.52637100219727,150.078536987305,6.07701015472412,-28.1617794036865,-12.8389291763306,43.494701385498,56.4048461914062,10.6188478469849,32.3714256286621,87.491569519043,-58.767520904541,82.9257049560547
93.9947967529297,-136.534378051758,63.7549743652344,-30.1863250732422,62.5720863342285,-141.088302612305,59.8233833312988,-37.0405349731445,82.454963684082,5.21366357803345,-4.69247627258301,27.4495754241943,77.0318298339844,63.1438407897949,0.123757131397724,94.1087417602539,-4.10212659835815,124.844085693359,32.6442108154297,16.9150829315186,-8.69576549530029,40.0629959106445,46.4659690856934,6.091552734375,49.0350875854492,22.8241996765137,-69.0922698974609,56.6055297851562
146.586456298828,-135.313201904297,55.7322578430176,-60.6909255981445,75.6127166748047,-139.456207275391,61.5048789978027,-62.314510345459,88.9224853515625,-36.0911483764648,15.0796298980713,-23.9010601043701,94.7735214233398,19.758825302124,55.203727722168,28.1989517211914,74.5466842651367,48.8179168701172,16.6133213043213,28.8306999206543,32.3714141845703,54.7895469665527,80.3141479492188,-24.3621559143066,61.8442611694336,11.7093629837036,-8.90558433532715,23.2398567199707
149.819381713867,-113.421936035156,-20.7512855529785,-133.560653686523,107.971839904785,-101.982353210449,27.8926677703857,-103.392105102539,117.286277770996,-72.894401550293,6.14022350311279,31.2490863800049,103.156280517578,-10.0244407653809,86.5397644042969,69.66748046875,112.715927124023,40.7695503234863,-50.861888885498,-8.92165374755859,71.0921020507812,68.1777114868164,88.6485137939453,-62.9343414306641,140.65852355957,33.4870719909668,46.8556938171387,26.7731323242188
102.995361328125,-116.780975341797,-89.6241683959961,-149.837646484375,127.930625915527,-86.8002700805664,-9.49647521972656,-124.55403137207,152.35871887207,-107.195037841797,12.9681577682495,54.3620948791504,132.835632324219,-73.1958999633789,109.43522644043,109.502861022949,102.789657592773,109.656196594238,-116.335243225098,-46.1234397888184,64.4083251953125,34.5220413208008,112.580078125,-99.9363784790039,206.089050292969,-0.66748321056366,100.048225402832,-45.3490600585938
84.7427597045898,-147.452850341797,-72.6129455566406,-90.6828384399414,147.572875976562,-109.572998046875,23.6674919128418,-86.9656295776367,208.652938842773,-125.013442993164,32.6713638305664,-20.5904026031494,201.118057250977,-121.861915588379,116.838111877441,75.4408416748047,100.47730255127,136.769378662109,-78.0574264526367,-25.6927623748779,53.9340400695801,-5.38842678070068,126.205101013184,-106.544288635254,166.203277587891,-32.2038497924805,101.948928833008,-109.307014465332
72.3677978515625,-100.811798095703,7.7565541267395,-57.4979476928711,114.736228942871,-90.352783203125,66.8949890136719,-70.175537109375,216.224990844727,-122.541366577148,27.568510055542,-77.8474426269531,208.696334838867,-93.8720703125,60.4989128112793,18.8835639953613,67.0131301879883,68.5965957641602,33.0556755065918,-20.4722309112549,69.3681030273438,-21.8889331817627,57.2689781188965,-82.0914001464844,87.3234100341797,-36.474437713623,45.0256805419922,-72.49169921875
33.2413940429688,-15.1598901748657,7.69336032867432,-103.729522705078,30.0796241760254,-22.5617275238037,-19.3657474517822,-100.05354309082,144.382522583008,-104.175811767578,16.2281665802002,-107.301864624023,138.287322998047,-43.7404441833496,-6.49618148803711,-55.0747337341309,-1.11133086681366,-12.8385944366455,55.2257270812988,-53.0466690063477,62.5576782226562,-35.9557495117188,-5.08191299438477,-71.5134582519531,19.4421367645264,-3.11228108406067,-8.72303104400635,-19.8093967437744
-28.0215225219727,3.29505181312561,-122.334747314453,-131.559555053711,-38.8942985534668,25.2368469238281,-139.932891845703,-106.278015136719,53.7897300720215,-26.7564010620117,-1.14982831478119,-114.816123962402,76.3459777832031,24.8151054382324,-3.26843190193176,-103.044914245605,-6.93675661087036,-55.1412200927734,-26.8776340484619,-45.7873649597168,32.1279945373535,-31.9441165924072,-4.51510047912598,-65.5370712280273,0.665791749954224,74.8810043334961,-35.8856048583984,28.3225955963135
-100.282165527344,-23.7734680175781,-195.884887695312,-120.322784423828,-84.0396423339844,11.0194311141968,-122.411422729492,-122.288650512695,9.31142330169678,5.47563886642456,15.1358671188354,-94.5918807983398,71.55712890625,71.2851638793945,80.661994934082,-93.1500473022461,76.9521942138672,-86.1105499267578,-66.7594833374023,-45.0601844787598,31.6631927490234,-11.0799655914307,4.13370561599731,-79.8732147216797,65.1886520385742,64.8298187255859,12.1402473449707,25.8405055999756
