Fp1_Col1,Fp1_Col2,Fp2_Col1,Fp2_Col2,F3_Col1,F3_Col2,F4_Col1,F4_Col2,C3_Col1,C3_Col2,C4_Col1,C4_Col2,P3_Col1,P3_Col2,P4_Col1,P4_Col2,O1_Col1,O1_Col2,O2_Col1,O2_Col2,F7_Col1,F7_Col2,F8_Col1,F8_Col2,T7_Col1,T7_Col2,T8_Col1,T8_Col2,P7_Col1,P7_Col2,P8_Col1,P8_Col2,Fz_Col1,Fz_Col2,Pz_Col1,Pz_Col2
179.992599487305,187.867980957031,-45.9691696166992,110.186416625977,221.098693847656,291.876342773438,-91.3688888549805,135.110092163086,222.227722167969,341.43505859375,-54.7887573242188,97.4322052001953,229.631164550781,204.872177124023,25.6974315643311,31.8250484466553,242.78288269043,182.76953125,19.0217456817627,-29.1679782867432,209.176666259766,213.546371459961,-104.164360046387,114.60425567627,198.097045898438,268.768341064453,-33.7814674377441,101.545715332031,205.461776733398,205.261428833008,-24.329833984375,41.7149238586426,252.50146484375,326.394256591797,328.083282470703,174.475387573242
149.521102905273,165.662704467773,-8.36643505096436,81.1493301391602,257.362243652344,273.338256835938,3.47532820701599,125.071067810059,267.935699462891,306.518432617188,87.6703643798828,122.984397888184,232.963668823242,227.176773071289,135.223709106445,41.0719718933105,256.506683349609,233.70751953125,122.269226074219,-11.7771434783936,196.025375366211,187.045181274414,-17.1974449157715,115.045692443848,165.311126708984,240.2451171875,83.814697265625,109.277008056641,186.879119873047,178.001419067383,89.9686279296875,22.2685604095459,258.68603515625,288.360076904297,368.607025146484,189.559280395508
150.040069580078,109.574775695801,-0.850499749183655,29.4911804199219,258.357421875,215.77360534668,41.3634147644043,67.1187973022461,286.632629394531,223.928558349609,144.441375732422,117.083961486816,227.040832519531,207.736709594727,182.912887573242,36.5065612792969,264.522430419922,234.717163085938,126.988487243652,0.291100174188614,161.099853515625,120.329139709473,29.3390064239502,37.9997749328613,120.781181335449,179.56884765625,114.858825683594,82.641716003418,146.955932617188,146.943359375,116.90811920166,39.6335830688477,253.765274047852,213.191772460938,334.194213867188,155.818756103516
161.895858764648,84.9850082397461,-19.1831493377686,-15.7648859024048,231.315628051758,118.799224853516,42.5319519042969,18.9339599609375,283.732574462891,149.441757202148,110.10612487793,58.5187110900879,208.008758544922,178.889358520508,140.770248413086,25.9467926025391,279.908721923828,193.501419067383,49.8114395141602,18.7329216003418,151.039169311523,71.8450469970703,23.4506092071533,-5.16141700744629,112.361679077148,146.416000366211,70.6210403442383,53.8137245178223,141.011032104492,161.735702514648,56.5982627868652,51.6697082519531,271.39697265625,127.489349365234,276.793365478516,120.232940673828
195.84391784668,60.6458969116211,43.3531951904297,-25.7767753601074,223.59033203125,26.401912689209,64.1164245605469,13.803521156311,290.722686767578,115.078796386719,59.3559532165527,9.24168491363525,231.006790161133,199.882598876953,76.8900756835938,-0.405026108026505,267.119110107422,169.733901977539,22.1715221405029,-0.681340336799622,186.78108215332,22.489688873291,25.1969871520996,20.7713947296143,168.552947998047,154.239517211914,44.8642463684082,22.9384937286377,187.125152587891,177.099822998047,11.9522495269775,38.5088920593262,305.737762451172,77.3474960327148,259.552276611328,103.938941955566
207.763854980469,51.0419845581055,155.479339599609,-43.7852058410645,239.088043212891,-9.22439098358154,109.499198913574,-5.29612016677856,316.220855712891,87.3265838623047,69.6459197998047,-28.1985969543457,282.392974853516,172.228469848633,109.30396270752,-50.0953788757324,230.376220703125,131.196166992188,88.5367965698242,-68.4670791625977,194.431213378906,2.13822221755981,55.121826171875,11.6668529510498,221.489334106445,170.46174621582,74.4700775146484,13.4702091217041,233.389053344727,151.173110961914,58.4218597412109,37.1929626464844,340.305969238281,52.6285820007324,263.883728027344,56.4337158203125
203.078079223633,71.7283020019531,209.644073486328,-76.5814514160156,279.38525390625,-0.510182857513428,182.253707885742,-42.6145935058594,326.51171875,54.9742317199707,144.596893310547,-69.5141983032227,294.866180419922,80.5163192749023,188.146148681641,-94.0195922851562,226.986480712891,66.92626953125,141.932006835938,-92.5658111572266,205.239669799805,36.9350662231445,110.724662780762,-46.2908248901367,251.203643798828,157.96842956543,143.835571289062,11.0199203491211,263.746154785156,123.338485717773,131.761032104492,23.8853397369385,377.921356201172,40.1001586914062,247.925003051758,-14.3748197555542
223.047805786133,56.2679634094238,229.463333129883,-105.609642028809,335.835906982422,-5.5084080696106,239.332122802734,-65.2760543823242,324.522155761719,21.8563537597656,187.12158203125,-78.4640655517578,299.07421875,11.8183631896973,161.989486694336,-102.901809692383,250.739883422852,21.8880615234375,111.048156738281,-77.7480087280273,256.702514648438,37.9047355651855,154.50959777832,-63.9473037719727,284.939056396484,109.203109741211,165.568756103516,-14.2650728225708,286.429901123047,80.3820037841797,118.061637878418,-14.7489395141602,411.893402099609,31.2669410705566,207.293609619141,-34.5013847351074
209.711395263672,37.3405227661133,226.950012207031,-112.310317993164,350.570678710938,-15.5849618911743,214.3818359375,-77.1718292236328,332.702209472656,-8.43923282623291,155.770080566406,-64.1658706665039,297.031921386719,-21.6846122741699,64.1568222045898,-72.7753295898438,234.642150878906,17.6002559661865,35.4710731506348,-64.5511856079102,254.714248657227,18.5454692840576,127.710601806641,-37.6773834228516,291.284118652344,79.1763305664062,102.521911621094,-17.2278957366943,269.999633789062,23.2647457122803,64.0215530395508,-19.254810333252,408.505554199219,0.419419705867767,162.993209838867,9.70870971679688
178.504806518555,47.7209625244141,167.296905517578,-76.9710388183594,316.711944580078,-24.0254306793213,152.296478271484,-76.5582656860352,341.889831542969,-21.0619068145752,107.787643432617,-56.6268272399902,239.669403076172,-6.53656435012817,20.671558380127,-24.8481330871582,182.362915039062,41.1648101806641,-22.6767196655273,-15.6303281784058,214.534805297852,32.9818649291992,89.6662445068359,-35.748104095459,273.870361328125,67.4062042236328,68.8945007324219,1.66776466369629,227.488311767578,7.20735120773315,53.4667625427246,13.6319780349731,365.721710205078,-43.1166229248047,148.283172607422,55.123161315918
187.867980957031,19.5300483703613,110.186416625977,-63.3963432312012,291.876342773438,-77.1510467529297,135.110092163086,-95.171272277832,341.43505859375,-42.6094970703125,97.4322052001953,-81.4230346679688,204.872177124023,36.9892578125,31.8250484466553,-28.580358505249,182.76953125,41.6297149658203,-29.1679782867432,-4.92525148391724,213.546371459961,-8.5445384979248,114.60425567627,-72.5828628540039,268.768341064453,2.93864989280701,101.545715332031,-31.3169059753418,205.261428833008,-4.74640989303589,41.7149238586426,-2.24952507019043,326.394256591797,-75.6666717529297,174.475387573242,47.2572898864746
165.662704467773,-23.2458744049072,81.1493301391602,-115.991363525391,273.338256835938,-137.053176879883,125.071067810059,-152.954513549805,306.518432617188,-96.2959899902344,122.984397888184,-150.602554321289,227.176773071289,13.0225601196289,41.0719718933105,-103.426498413086,233.70751953125,19.5666103363037,-11.7771434783936,-82.6337127685547,187.045181274414,-88.3136596679688,115.045692443848,-109.265075683594,240.2451171875,-73.8580856323242,109.277008056641,-89.1094970703125,178.001419067383,-45.044677734375,22.2685604095459,-80.3665390014648,288.360076904297,-105.069862365723,189.559280395508,-5.65295743942261
109.574775695801,-27.9028491973877,29.4911804199219,-116.727714538574,215.77360534668,-136.699508666992,67.1187973022461,-150.048965454102,223.928558349609,-131.980377197266,117.083961486816,-157.413986206055,207.736709594727,-52.5126342773438,36.5065612792969,-150.23161315918,234.717163085938,18.2719593048096,0.291100174188614,-103.389953613281,120.329139709473,-71.7540588378906,37.9997749328613,-87.7031021118164,179.56884765625,-74.1715698242188,82.641716003418,-75.8423461914062,146.943359375,-60.1073760986328,39.6335830688477,-108.065063476562,213.191772460938,-111.019218444824,155.818756103516,-53.5625686645508
84.9850082397461,-16.59596824646,-15.7648859024048,-15.4672431945801,118.799224853516,-98.8005523681641,18.9339599609375,-49.5174293518066,149.441757202148,-104.706352233887,58.5187110900879,-55.0252799987793,178.889358520508,-55.8924255371094,25.9467926025391,-123.006057739258,193.501419067383,-0.351894348859787,18.7329216003418,-58.6293678283691,71.8450469970703,1.03393864631653,-5.16141700744629,1.8945152759552,146.416000366211,-18.3994941711426,53.8137245178223,-8.98341464996338,161.735702514648,-38.2875938415527,51.6697082519531,-55.469898223877,127.489349365234,-58.0881195068359,120.232940673828,-59.5933685302734
60.6458969116211,7.67038297653198,-25.7767753601074,30.4055824279785,26.401912689209,-44.7141532897949,13.803521156311,30.9673080444336,115.078796386719,-32.2885704040527,9.24168491363525,13.0935211181641,199.882598876953,-8.52333545684814,-0.405026108026505,-90.4566650390625,169.733901977539,-17.9928340911865,-0.681340336799622,-73.5680923461914,22.489688873291,40.3396453857422,20.7713947296143,57.0666770935059,154.239517211914,47.7044868469238,22.9384937286377,15.141095161438,177.099822998047,20.9343433380127,38.5088920593262,-35.368824005127,77.3474960327148,13.6503171920776,103.938941955566,-29.3469066619873
51.0419845581055,18.5994987487793,-43.7852058410645,-32.9627952575684,-9.22439098358154,4.79022693634033,-5.29612016677856,36.8357238769531,87.3265838623047,33.6661987304688,-28.1985969543457,20.1598472595215,172.228469848633,24.2785301208496,-50.0953788757324,-81.945198059082,131.196166992188,23.3939437866211,-68.4670791625977,-91.6330108642578,2.13822221755981,62.9755859375,11.6668529510498,21.5036430358887,170.46174621582,97.1424255371094,13.4702091217041,-4.85316705703735,151.173110961914,94.9864044189453,37.1929626464844,-61.2554321289062,52.6285820007324,47.6989898681641,56.4337158203125,-3.80580639839172
71.7283020019531,-11.1862411499023,-76.5814514160156,-60.6372718811035,-0.510182857513428,16.6130619049072,-42.6145935058594,14.1068143844604,54.9742317199707,61.5325088500977,-69.5141983032227,53.9845809936523,80.5163192749023,10.3967933654785,-94.0195922851562,-69.9964218139648,66.92626953125,14.7779159545898,-92.5658111572266,-62.8209609985352,36.9350662231445,69.7575607299805,-46.2908248901367,-9.66327095031738,157.96842956543,99.611213684082,11.0199203491211,4.12822246551514,123.338485717773,84.973258972168,23.8853397369385,-53.5547523498535,40.1001586914062,59.103328704834,-14.3748197555542,-17.7488403320312
56.2679634094238,-37.7065315246582,-105.609642028809,-16.3216724395752,-5.5084080696106,32.7320518493652,-65.2760543823242,12.0521326065063,21.8563537597656,70.2951049804688,-78.4640655517578,71.1606063842773,11.8183631896973,-31.100887298584,-102.901809692383,-55.9000473022461,21.8880615234375,-62.3379211425781,-77.7480087280273,-67.0784072875977,37.9047355651855,52.6494789123535,-63.9473037719727,12.8768930435181,109.203109741211,70.9210891723633,-14.2650728225708,30.400426864624,80.3820037841797,17.0131206512451,-14.7489395141602,-36.6680946350098,31.2669410705566,71.5495376586914,-34.5013847351074,-52.6736488342285
37.3405227661133,-42.808406829834,-112.310317993164,7.5043363571167,-15.5849618911743,63.7267417907715,-77.1718292236328,50.2463111877441,-8.43923282623291,62.3987808227539,-64.1658706665039,46.0266609191895,-21.6846122741699,-33.8016395568848,-72.7753295898438,-57.4328727722168,17.6002559661865,-56.2047004699707,-64.5511856079102,-78.7568206787109,18.5454692840576,37.1445808410645,-37.6773834228516,29.5770893096924,79.1763305664062,32.5986709594727,-17.2278957366943,13.6654558181763,23.2647457122803,6.26604747772217,-19.254810333252,-40.3166580200195,0.419419705867767,84.2114486694336,9.70870971679688,-47.8660011291504
47.7209625244141,-24.2564468383789,-76.9710388183594,1.72247087955475,-24.0254306793213,61.781379699707,-76.5582656860352,65.7463836669922,-21.0619068145752,30.8047962188721,-56.6268272399902,30.7402935028076,-6.53656435012817,13.7405300140381,-24.8481330871582,-49.7989845275879,41.1648101806641,2.71340012550354,-15.6303281784058,-29.9160346984863,32.9818649291992,37.0595703125,-35.748104095459,15.6343936920166,67.4062042236328,-5.76998472213745,1.66776466369629,-19.7529430389404,7.20735120773315,11.4252834320068,13.6319780349731,-25.2865886688232,-43.1166229248047,114.443199157715,55.123161315918,26.4513721466064
19.5300483703613,10.536883354187,-63.3963432312012,-10.0998859405518,-77.1510467529297,70.5196990966797,-95.171272277832,26.6385898590088,-42.6094970703125,32.4084129333496,-81.4230346679688,24.3016834259033,36.9892578125,56.9354820251465,-28.580358505249,17.3789119720459,41.6297149658203,32.2306022644043,-4.92525148391724,47.5490875244141,-8.5445384979248,62.3812828063965,-72.5828628540039,-12.0471239089966,2.93864989280701,-2.57846641540527,-31.3169059753418,-8.5316801071167,-4.74640989303589,-13.5227994918823,-2.24952507019043,6.92632341384888,-75.6666717529297,157.468673706055,47.2572898864746,112.51123046875
-23.2458744049072,8.37955856323242,-115.991363525391,-29.5314846038818,-137.053176879883,112.452484130859,-152.954513549805,8.40570068359375,-96.2959899902344,75.6251983642578,-150.602554321289,27.0454006195068,13.0225601196289,70.5060806274414,-103.426498413086,101.180130004883,19.5666103363037,58.4479560852051,-82.6337127685547,102.844871520996,-88.3136596679688,86.5447006225586,-109.265075683594,-37.516487121582,-73.8580856323242,28.2341709136963,-89.1094970703125,22.1788215637207,-45.044677734375,-12.2792387008667,-80.3665390014648,30.6816577911377,-105.069862365723,172.051635742188,-5.65295743942261,125.115501403809
-27.9028491973877,15.6088171005249,-116.727714538574,-31.5466022491455,-136.699508666992,117.46688079834,-150.048965454102,-4.21124649047852,-131.980377197266,87.9423828125,-157.413986206055,13.3993091583252,-52.5126342773438,47.399829864502,-150.23161315918,86.3951568603516,18.2719593048096,30.2273540496826,-103.389953613281,77.5630645751953,-71.7540588378906,59.2398452758789,-87.7031021118164,-54.2391777038574,-74.1715698242188,18.7994785308838,-75.8423461914062,-8.82149600982666,-60.1073760986328,-9.5955286026001,-108.065063476562,9.56798076629639,-111.019218444824,159.046401977539,-53.5625686645508,74.1074600219727
-16.59596824646,79.9524078369141,-15.4672431945801,-33.0964698791504,-98.8005523681641,87.5436477661133,-49.5174293518066,-61.0844841003418,-104.706352233887,80.1621627807617,-55.0252799987793,-40.3728523254395,-55.8924255371094,-5.35642194747925,-123.006057739258,-2.838547706604,-0.351894348859787,-31.1704006195068,-58.6293678283691,-22.9576358795166,1.03393864631653,4.95368242263794,1.8945152759552,-66.8113555908203,-18.3994941711426,-17.0594959259033,-8.98341464996338,-75.3542404174805,-38.2875938415527,-32.773811340332,-55.469898223877,-67.4200439453125,-58.0881195068359,151.714828491211,-59.5933685302734,46.6838493347168
7.67038297653198,35.342170715332,30.4055824279785,-37.7585334777832,-44.7141532897949,-23.6778163909912,30.9673080444336,-3.64431142807007,-32.2885704040527,29.0012092590332,13.0935211181641,72.9770050048828,-8.52333545684814,165.14533996582,-90.4566650390625,120.519218444824,-17.9928340911865,170.704559326172,-73.5680923461914,95.0702514648438,40.3396453857422,25.837495803833,57.0666770935059,-15.7675495147705,47.7044868469238,13.5663890838623,15.141095161438,31.647741317749,20.9343433380127,84.115837097168,-35.368824005127,52.4889297485352,13.6503171920776,10.5783624649048,-29.3469066619873,186.031967163086
18.5994987487793,30.0194835662842,-32.9627952575684,-10.0573873519897,4.79022693634033,-11.6874914169312,36.8357238769531,59.2132759094238,33.6661987304688,91.6363525390625,20.1598472595215,45.3250427246094,24.2785301208496,197.884765625,-81.945198059082,77.7927017211914,23.3939437866211,200.865631103516,-91.6330108642578,47.9248046875,62.9755859375,47.6477546691895,21.5036430358887,22.9298477172852,97.1424255371094,22.0646266937256,-4.85316705703735,4.82131481170654,94.9864044189453,112.37947845459,-61.2554321289062,11.344633102417,47.6989898681641,70.3061904907227,-3.80580639839172,186.344451904297
-11.1862411499023,59.8108940124512,-60.6372718811035,-24.8271255493164,16.6130619049072,-8.48883533477783,14.1068143844604,49.5138740539551,61.5325088500977,100.65380859375,53.9845809936523,28.4262371063232,10.3967933654785,208.840423583984,-69.9964218139648,25.9947643280029,14.7779159545898,227.926147460938,-62.8209609985352,9.48006725311279,69.7575607299805,50.0605545043945,-9.66327095031738,34.1740303039551,99.611213684082,43.8116493225098,4.12822246551514,-2.91713714599609,84.973258972168,136.199951171875,-53.5547523498535,-11.9931354522705,59.103328704834,82.739387512207,-17.7488403320312,179.700393676758
-37.7065315246582,95.7855911254883,-16.3216724395752,8.17025470733643,32.7320518493652,36.0812873840332,12.0521326065063,44.5785331726074,70.2951049804688,121.810234069824,71.1606063842773,50.8660621643066,-31.100887298584,212.284866333008,-55.9000473022461,9.83314323425293,-62.3379211425781,235.941558837891,-67.0784072875977,15.6247510910034,52.6494789123535,47.4347915649414,12.8768930435181,51.1432838439941,70.9210891723633,44.2679710388184,30.400426864624,21.0610580444336,17.0131206512451,121.685249328613,-36.6680946350098,1.45529901981354,71.5495376586914,129.898895263672,-52.6736488342285,168.019088745117
-42.808406829834,112.824829101562,7.5043363571167,72.8478469848633,63.7267417907715,107.875480651855,50.2463111877441,101.376831054688,62.3987808227539,165.386215209961,46.0266609191895,119.952995300293,-33.8016395568848,183.056762695312,-57.4328727722168,50.3370971679688,-56.2047004699707,204.952575683594,-78.7568206787109,45.333179473877,37.1445808410645,60.7772521972656,29.5770893096924,81.9069061279297,32.5986709594727,33.7972259521484,13.6654558181763,55.6826477050781,6.26604747772217,103.526390075684,-40.3166580200195,24.9101810455322,84.2114486694336,200.884857177734,-47.8660011291504,159.043563842773
-24.2564468383789,123.404556274414,1.72247087955475,72.1486892700195,61.781379699707,145.708541870117,65.7463836669922,123.117790222168,30.8047962188721,199.457473754883,30.7402935028076,162.608306884766,13.7405300140381,164.311126708984,-49.7989845275879,81.7380752563477,2.71340012550354,168.155349731445,-29.9160346984863,37.0227851867676,37.0595703125,89.7245178222656,15.6343936920166,83.5925445556641,-5.76998472213745,76.2158660888672,-19.7529430389404,65.1345825195312,11.4252834320068,94.3744049072266,-25.2865886688232,34.0121459960938,114.443199157715,213.965255737305,26.4513721466064,170.138519287109
10.536883354187,109.860290527344,-10.0998859405518,58.8513946533203,70.5196990966797,148.295333862305,26.6385898590088,111.862121582031,32.4084129333496,211.401077270508,24.3016834259033,142.137878417969,56.9354820251465,160.019485473633,17.3789119720459,86.1089401245117,32.2306022644043,129.732498168945,47.5490875244141,13.7753458023071,62.3812828063965,101.326477050781,-12.0471239089966,76.4871063232422,-2.57846641540527,108.39249420166,-8.5316801071167,61.5275917053223,-13.5227994918823,67.771614074707,6.92632341384888,49.1161499023438,157.468673706055,187.802871704102,112.51123046875,142.131988525391
8.37955856323242,97.291259765625,-29.5314846038818,94.1669845581055,112.452484130859,136.462844848633,8.40570068359375,109.33171081543,75.6251983642578,177.050445556641,27.0454006195068,85.5289077758789,70.5060806274414,115.280143737793,101.180130004883,98.6643829345703,58.4479560852051,89.8051681518555,102.844871520996,42.5032615661621,86.5447006225586,110.653900146484,-37.516487121582,53.962760925293,28.2341709136963,77.6499710083008,22.1788215637207,41.5327262878418,-12.2792387008667,47.1273612976074,30.6816577911377,52.8582496643066,172.051635742188,150.100845336914,125.115501403809,89.1696243286133
15.6088171005249,116.232330322266,-31.5466022491455,81.1083450317383,117.46688079834,110.78385925293,-4.21124649047852,41.171802520752,87.9423828125,112.164512634277,13.3993091583252,18.0184001922607,47.399829864502,78.836181640625,86.3951568603516,103.939193725586,30.2273540496826,74.2887344360352,77.5630645751953,81.6488571166992,59.2398452758789,130.208709716797,-54.2391777038574,-15.8713054656982,18.7994785308838,39.9206428527832,-8.82149600982666,5.31596183776855,-9.5955286026001,52.6302909851074,9.56798076629639,40.1179733276367,159.046401977539,93.0581283569336,74.1074600219727,75.0896911621094
79.9524078369141,98.1510467529297,-33.0964698791504,-17.1567001342773,87.5436477661133,74.6685638427734,-61.0844841003418,-56.9693489074707,80.1621627807617,70.0159912109375,-40.3728523254395,-18.6390571594238,-5.35642194747925,69.6429977416992,-2.838547706604,88.3132781982422,-31.1704006195068,47.496940612793,-22.9576358795166,75.4354019165039,4.95368242263794,100.857192993164,-66.8113555908203,-59.7257881164551,-17.0594959259033,11.7800235748291,-75.3542404174805,14.0575542449951,-32.773811340332,44.4716873168945,-67.4200439453125,41.951488494873,151.714828491211,37.0098495483398,46.6838493347168,57.9177436828613
35.342170715332,33.8223686218262,-37.7585334777832,-92.0298233032227,-23.6778163909912,36.4738121032715,-3.64431142807007,-79.3330993652344,29.0012092590332,41.3792381286621,72.9770050048828,2.29698634147644,165.14533996582,24.1006851196289,120.519218444824,67.4916915893555,170.704559326172,-4.90415382385254,95.0702514648438,62.6169242858887,25.837495803833,44.2252197265625,-15.7675495147705,-44.5135231018066,13.5663890838623,-9.65194797515869,31.647741317749,50.0182952880859,84.115837097168,3.25847816467285,52.4889297485352,32.9484024047852,10.5783624649048,-8.17956924438477,186.031967163086,17.5440940856934
30.0194835662842,-21.7126007080078,-10.0573873519897,-98.5055999755859,-11.6874914169312,-0.745156586170197,59.2132759094238,-74.8270950317383,91.6363525390625,-4.87642288208008,45.3250427246094,40.7012634277344,197.884765625,3.0534839630127,77.7927017211914,62.9823532104492,200.865631103516,11.3846502304077,47.9248046875,72.7674255371094,47.6477546691895,8.9825963973999,22.9298477172852,-48.1017532348633,22.0646266937256,-27.5924243927002,4.82131481170654,51.0850830078125,112.37947845459,-20.5158061981201,11.344633102417,29.1847343444824,70.3061904907227,-43.8700675964355,186.344451904297,20.217586517334
59.8108940124512,-73.9761276245117,-24.8271255493164,-84.0875244140625,-8.48883533477783,-35.268253326416,49.5138740539551,-79.4897537231445,100.65380859375,-34.4906158447266,28.4262371063232,53.3594093322754,208.840423583984,66.6085586547852,25.9947643280029,102.890281677246,227.926147460938,109.503601074219,9.48006725311279,97.7307968139648,50.0605545043945,-47.6830215454102,34.1740303039551,-75.9649658203125,43.8116493225098,-67.9077758789062,-2.91713714599609,55.5361480712891,136.199951171875,1.97784209251404,-11.9931354522705,73.4522247314453,82.739387512207,-67.3972854614258,179.700393676758,78.1940765380859
